Name,Game Title,Product Number,Version,Hardware Identifier,Marker ID,Release Date,Device Information,Compatible Peripherals,Compatible Area Symbols
Mortal Kombat II v1.000 (1996)(Acclaim)(PAL)[!],MORTAL KOMBAT II,T-8103H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960102,CD-1/1,J,E
Mortal Kombat II v1.000 (1996)(Acclaim)(PAL)[tr pt-partial CNT],MORTAL KOMBAT II,T-8103H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960102,CD-1/1,J,E
Mortal Kombat Trilogy v1.000 (1997)(GT Interactive)(PAL)[!],MK TRILOGY,T-25414H50,V1.000,SEGA SEGASATURN,SEGA TP T-97,19970818,CD-1/1,JT,E
Myst v1.001 (1995)(Acclaim)(US)[!],MYST (U)                                        MYST,T-8101H,V1.001,SEGA SEGASATURN,SEGA TP T-81,19950707,CD-1/1,JM,U
Myst v1.050 (1994)(Sunsoft)(JP)[!],MYST,T-1501G,V1.050,SEGA SEGASATURN,SEGA TP T-15,19941025,CD-1/1,JM,J
Myst v1.100 (1995)(Sega - Sunsoft)(PAL)(M4)[!],MYST,MK-81081,V1.100,SEGA SEGASATURN,SEGA ENTERPRISES,19950811,CD-1/1,JM,E
Mystaria - The Realms of Lore v1.000 (1995)(Sega)(PAL)[!],MYSTARIA,MK-81300,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951101,CD-1/1,J,ET
Mystery Mansion - Das Haus der verlorenen Seelen v1.009 (1995)(Sega)(PAL)(DE)[!],E:MYSTERY MANSION DAS HAUS DER VERLORENEN SEELEN,MK-81012,V1.009,SEGA SEGASATURN,SEGA ENTERPRISES,19950920,CD-1/1,J,E
Nanatsu no Hikan v1.001 (1996)(KOEI)(JP)(Disc 2 of 3)[!],NANATSUNO HIKAN,T-7616G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19960311,CD-2/3,J,J
Nanatsu no Hikan v1.001 (1996)(KOEI)(JP)(Disc 3 of 3)[!],NANATSUNO HIKAN,T-7616G,V1.001,SEGA SEGASATURN,SEGA TP T-76,19960311,CD-3/3,J,J
NASCAR 98 v1.000 (1997)(Electronic Arts)(PAL)(DE)[!],EA_ANDRETTI,T-5028H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19971104,CD-1/1,JS,E
NBA Action 98 v1.007 (1997)(Sega)(PAL)[!],NBA Action 98,MK-81124,V1.007,SEGA SEGASATURN,SEGA ENTERPRISES,19971112,CD-1/1,JAT,E
NBA Action v1.026 (1995)(Sega)(PAL)[!],NBA ACTION      BASKETBALL,MK81103-50,V1.026,SEGA SEGASATURN,SEGA ENTERPRISES,5231996,CD-1/1,JT,E
NBA Jam Extreme v1.000 (1996)(Acclaim)(PAL)[!],NBA JAM EXTREME,T-8120H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19961111,CD-1/1,JT,E
NBA Jam T.E. - Tournament Edition v1.000 (1995)(Acclaim)(PAL)[!],NBA JAM TOURNAMENT EDITION,T-8102H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19951019,CD-1/1,J,E
NBA Live 97 v1.000 (1997)(Electronic Arts)(PAL)[!],NBA LIVE 97,T-5015H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19970228,CD-1/1,J,E
NBA Live 98 v1.000 (1997)(Electronic Arts)(PAL)[!],NBA LIVE 98,T-5027H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19971122,CD-1/1,J,E
"Need for Speed, The v1.000 (1996)(Electronic Arts)(PAL)(de-en)[!]",THE NEED FOR SPEED,T-5009H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19962806,CD-1/1,JAS,E
"Need for Speed, The v1.000 (1996)(Electronic Arts)(US)(de-en)[!]",THE NEED FOR SPEED,T-5009H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19962806,CD-1/1,JAS,U
NFL '97 v1.010 (1996)(Sega)(US)[!],SEGA SPORTS     NFL '97,MK-81111,V1.010,SEGA SEGASATURN,SEGA ENTERPRISES,11111996,CD-1/1,JTE,U
NFL Quarterback Club '97 v1.001 (1997)(Acclaim)(US)[!],NFL QUARTERBACK CLUB '97,T-8136H,V1.001,SEGA SEGASATURN,SEGA TP T-81,19960815,CD-1/1,J,U
NHL 97 v1.000 (1996)(Electronic Arts)(PAL)[!][T5016H50 P1H 12],NHL 97 Saturn,T-5016H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961025,CD-1/1,JAT,E
NHL 97 v1.000 (1996)(Electronic Arts)(US)[!],NHL 97 Saturn,T-5016H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961025,CD-1/1,JAT,U
NHL All-Star Hockey 98 v1.015 (1998)(Sega)(US)(M3)[!],All Star Hockey '98,MK-81122,V1.015,SEGA SEGASATURN,SEGA ENTERPRISES,19971021,CD-1/1,JT,UTJ
NHL All-Star Hockey v1.001 (1995)(Sega)(PAL)[!],NHL ALL-STAR       HOCKEY,MK-8100250,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,9111995,CD-1/1,JT,E
NHL All-Star Hockey v1.072 (1995)(Sega)(US)[!][1008681102 9-95 2SA2],NHL ALL-STAR       HOCKEY,MK-81002,V1.072,SEGA SEGASATURN,SEGA ENTERPRISES,8251995,CD-1/1,JT,U
NHL Powerplay '96 v1.000 (1996)(Virgin)(US)[!],NHL Power Play '96,T-07013H,V1.000,SEGA SEGASATURN,SEGA TP T-070,19960605,CD-1/1,JAT,U
NHL Powerplay v4.000 (1996)(Virgin)(PAL)[!],NHL POWERPLAY '96,T-7013H-50,V4.000,SEGA SEGASATURN,SEGA TP T-70,19961121,CD-1/1,JT,E
Night Warriors - Darkstalkers' Revenge v1.001 (1996)(Capcom)(US)[!],NIGHT WARRIORS,T-1208H,V1.001,SEGA SEGASATURN,SEGA TP T-12,19960228,CD-1/1,J,U
Night Warriors - Darkstalkers' Revenge v1.001 (1996)(Virgin)(PAL)[!],NIGHT WARRIORS,T-7009H-50,V1.001,SEGA SEGASATURN,SEGA TP T-70,19960317,CD-1/1,J,E
Nights Into Dreams... v1.001 (1995)(Sega)(PAL)[!],NiGHTS,MK-81020,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19960702,CD-1/1,EJ,E
Nights Into Dreams... v1.006 (1996)(Sega)(JP)[!][GS-9046P-00917-P1C],NiGHTS,GS-9046,V1.006,SEGA SEGASATURN,SEGA ENTERPRISES,19960617,CD-1/1,EJ,JT
Nights Into Dreams... v1.006 (1996)(Sega)(JP)[!][GS-9046P-00917-P2C],NiGHTS,GS-9046,V1.006,SEGA SEGASATURN,SEGA ENTERPRISES,19960617,CD-1/1,EJ,JT
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG v1.001 (1998)(Enix - Sega)(JP)[!][T-35504GP-02298-P1C],NIHON DAIHYOU TEAM NO KANTOKU NINAROU,T-35504G,V1.001,SEGA SEGASATURN,SEGA TP T-355,19980603,CD-1/1,J,JT
Nonomura Byouin no Hitobito v1.000 (1996)(elf)(JP)[!],NONOMURA BYOUIN NO HITOBITO,T-28001G,V1.000,SEGA SEGASATURN,SEGA TP T-280,19960426,CD-1/1,J,J
Olympic Soccer v2.000 (1994)(U.S. Gold)(PAL)(DE)[!],OLYMPIC SOCCER,T-07904H18,V2.000,SEGA SEGASATURN,SEGA TP T-079,19960712,CD-1/1,J,E
Olympic Soccer v2.000 (1994)(U.S. Gold)(PAL)(M5)[!],OLYMPIC SOCCER,T-07904H50,V2.000,SEGA SEGASATURN,SEGA TP T-079,19960710,CD-1/1,J,E
OutRun v1.005 (1996)(Sega)(JP)(en)[!][Sega Ages],OUTRUN,GS-9110,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19960829,CD-1/1,JAES,JT
Pandemonium! v1.300 (1997)(Crystal Dynamics)(PAL)[!],PANDEMONIUM,MK-8109050,V1.300,SEGA SEGASATURN,SEGA ENTERPRISES,19970429,CD-1\1,J,E
Panzer Dragoon II - Zwei v1.000 (1996)(Sega)(PAL)[!],PANZER DRAGOON  ZWEI,MK-81022,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960314,CD-1/1,J,E
"Panzer Dragoon II - Zwei v1.001 (1996)(Sega)(JP)[!][GS-9049P-00760-P6K, P7K]",PANZER DRAGOON  ZWEI,GS-9049,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19960227,CD-1/1,J,JT
Panzer Dragoon Saga v1.000 (1998)(Sega)(PAL)(Disc 1 of 4)[!],J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-1/4,AEFJK,E
Panzer Dragoon Saga v1.000 (1998)(Sega)(PAL)(Disc 2 of 4)[!],J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-2/4,AEFJK,E
Panzer Dragoon Saga v1.000 (1998)(Sega)(PAL)(Disc 3 of 4)[!],J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-3/4,AEFJK,E
Panzer Dragoon Saga v1.000 (1998)(Sega)(PAL)(Disc 4 of 4)[!],J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-4/4,AEFJK,E
Panzer Dragoon Saga v1.000 (demo) (1998)(Sega)(PAL)[!],J:AZEL PANZER DRAGOON RPG       U:PANZER DRAGOON SAGA,MK-81307,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980309,CD-1/4,AEFJK,E
Panzer Dragoon v1.000 (1995)(Sega)(PAL)(M5)[!],PANZER DRAGOON,MK-81009,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950414,CD-1/1,J,AEL
Panzer Dragoon v1.001 (1995)(Sega)(JP)[!][GS-9015P-00298 4A1],PANZER DRAGOON,GS-9015,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950210,CD-1/1,J,JT
Parodius v2.000 (1995)(Konami)(PAL)[!][compilation],PARODIUS/FANTASTIC JOURNEY,T-9501H-50,V2.000,SEGA SEGASATURN,SEGA TP T-95,19950907,CD-1/1,J,E
Pebble Beach Golf Links v0.001 (1995)(Sega)(US)[!],Pebble Beach Golf Links,MK-81101,V.001,SEGA SEGASATURN,SEGA ENTERPRISES,19950407,CD-1/1,J,UKBT
PGA Tour 97 v1.000 (1996)(Electronic Arts)(PAL)[!],PGA TOUR 97,T-5011H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19961028,CD-1/1,JT,E
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 1 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-1/8,JM,J
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 2 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-2/8,JM,J
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 3 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-3/8,JM,J
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 4 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-4/8,JM,J
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 5 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-5/8,JM,J
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 7 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-7/8,JM,J
Phantasm v1.001 (1997)(Outrigger)(JP)(Disc 8 of 8)[!],PHANTASM,T-36001G,V1.001,SEGA SEGASATURN,SEGA TP T-360,19970527,CD-8/8,JM,J
Phantasm v1.002 (1997)(Outrigger)(JP)(Disc 6 of 8)[!][T-36001GP-01676 5MM1],PHANTASM,T-36001G,V1.002,SEGA SEGASATURN,SEGA TP T-360,19970606,CD-6/8,JM,J
Photo CD Operating System v1.002 (1995)(Sega)(PAL)(M6)(Track 2 of 3)[!][MK-81681P-485],"0:gÊHODòD$ME,ìD6!DAHDHF¿HItHKåH",Ｈ0:Ｈ!,t,PHOTO_CD,4722161109420:,1E,(unknown),0,(unknown)
Photo CD Operating System v1.002 (1995)(Sega)(PAL)(M6)[!][MK-81681P-485],PHOTO CD OPERATING SYSTEM       MK-81681,SEGAVIEWER,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19950912,CD-1/1,J,ET
Pinball Graffiti v1.000 (demo) (1997)(JVC)(PAL)[!],PINBALL GRAFFITI,T-6011H-50,V1.000,SEGA SEGASATURN,SEGA TP T-60,19961118,CD-1/1,J,E
Preview Sega Saturn Vol. 1 v1.000 (1996)(Sega)(PAL)[!],SEGA EUROPE PREVIEW 1,SG0000000,V1.000,SEGA SEGASATURN,SEGA TP 3RD-PRT.,19960808,CART16M,J,JTUBKAEL
Prisoner of Ice - Jashin Kourin v1.000 (1997)(Xing)(JP)[!],PRISONER OF ICE,T-26112G,V1.000,SEGA SEGASATURN,SEGA TP T-261,19971106,CD-1/1,JM,J
Pro Mahjong Kiwame S v1.006 (1996)(Athena)(JP)[!],KIWAME-S,T-16801G,V1.006,SEGA SEGASATURN,SEGA TP T-168,19960201,CD-1/1,J,J
Pro Yakyuu Greatest Nine 97 - Make Miracle v1.001 (1997)(Sega)(JP)[!],GREATEST NINE97 MAKE MIRACLE,GS-9171,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19970821,CD-1/1,J,J
Pro Yakyuu Greatest Nine 97 v1.017 (1997)(Sega)(JP)[!],GREATEST NINE 97,GS-9139,V1.017,SEGA SEGASATURN,SEGA ENTERPRISES,19970311,CD-1/1,J,J
Pro Yakyuu Team mo Tsukurou! v1.005 (1998)(Sega)(JP)[!],PRO YAKYUU TEAM MO TSUKUROU!,GS-9165,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19980114,CD-1/1,J,JT
"Puyo Puyo 2 - Tsuu v1.200 (1995)(Compile)(JP)[!][T-6601GP-00504 1M2, 1MM1]",PUYOPUYO2,T-6601G,V1.200,SEGA SEGASATURN,SEGA TP T-66,19950930,CD-1/1,J,JT
"Puyo Puyo 2 - Tsuu v1.200 (1995)(Compile)(JP)[!][T-6601GP-00504 3M2, 3MB3, 3MM1]",PUYOPUYO2,T-6601G,V1.200,SEGA SEGASATURN,SEGA TP T-66,19950930,CD-1/1,J,JT
"Puyo Puyo Sun v1.002 (1997)(Compile)(JP)[!][T-6603GP-01369 3M1, 3M5, 3MB4, 3MB6]",PUYO PUYO SUN,T-6603G,V1.002,SEGA SEGASATURN,SEGA TP T-66,19970130,CD-1/1,J,J
Quake v1.015 (1997)(Sega)(PAL)[!],QUAKE,MK-081066,V1.015,SEGA SEGASATURN,SEGA ENTERPRISES,19971024,CD-1/1,EATJ,E
Quarterback Attack v1.000 (1995)(Digital Pictures)(US)[!],Quarterback Attack SATURN,T-16213H,V1.000,SEGA SEGASATURN,SEGA TP T-162,19951002,CD-1/1,J,U
Race Drivin' v1.000 (1995)(Time Warner Interactive)(JP)(en)[!],RACE DRIVIN',T-4802G,V1.000,SEGA SEGASATURN,SEGA TP T-48,19950331,CD-1/1,JAST,JU
Radiant Silvergun v1.002 (1998)(ESP)(JP)[!],RADIANT S.G,T-32902G,V1.002,SEGA SEGASATURN,SEGA TP T-329,19980611,CD-1/1,J,J
Rampo v1.000 (1995)(Sega)(JP)(Disc 1 of 2)[!],RAMPO,GS-9011,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950127,CD-1/2,J,JT
Rampo v1.000 (1995)(Sega)(JP)(Disc 2 of 2)[!],RAMPO,GS-9011,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950127,CD-2/2,J,JT
Rayman v1.000 (1995)(Ubi Soft)(PAL)(M3)[!][T17701H-50 10-95 15C3],RAYMAN,T-17701H,V1.000,SEGA SEGASATURN,SEGA TP T-177,19950915,CD-1/1,J,AEL
Rayman v1.000 (1995)(Ubi Soft)(US)[tr pt Waldsonglym],RAYMAN,T-17701G,V1.000,SEGA SEGASATURN,SEGA TP T-177,19950915,CD-1/1,J,TUBK
Real Sound - Kaze no Regret v1.000 (1997)(Warp)(JP)(Disc 1 of 4)[!],REALSOUND,T-30002G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19970718,CD-1/4,J,J
"Real Sound - Kaze no Regret v1.000 (1997)(Warp)(JP)(Disc 2 of 4)[!][T-30002GP-01696 2M2, 2MB2]",REALSOUND,T-30002G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19970718,CD-2/4,J,J
"Real Sound - Kaze no Regret v1.000 (1997)(Warp)(JP)(Disc 3 of 4)[!][T-30002GP-01697 2M4, 2MM1]",REALSOUND,T-30002G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19970718,CD-3/4,J,J
Real Sound - Kaze no Regret v1.000 (1997)(Warp)(JP)(Disc 4 of 4)[!],REALSOUND,T-30002G,V1.000,SEGA SEGASATURN,SEGA TP T-300,19970718,CD-4/4,J,J
Resident Evil v1.002 (1997)(Capcom - Sega)(PAL)[!],RESIDENT EVIL,MK-81092,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970806,CD-1/1,J,E
"Revolution X v1.000 (1995)(Acclaim)(US)[!][T-8107H 2-96 2SA1, 5A25]",REVOLUTION X,T-8107H,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960206,CD-1/1,JM,U
Revolution X v1.000 (1996)(Acclaim)(PAL)[!],REVOLUTION X,T-8107H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960222,CD-1/1,JM,E
"Riglordsaga 2 v1.100 (1996)(Sega)(JP)[!][GS-9084P-01101 1M2, 1MM1]",RIGLORDSAGA2,GS-9084,V1.100,SEGA SEGASATURN,SEGA ENTERPRISES,19961013,CD-1/1,J,JT
"Riglordsaga 2 v1.100 (1996)(Sega)(JP)[!][GS-9084P-01101 2M1, 2MB1]",RIGLORDSAGA2,GS-9084,V1.100,SEGA SEGASATURN,SEGA ENTERPRISES,19961013,CD-1/1,J,JT
Riglordsaga v1.000 (1995)(Sega)(JP)[!][GS-9021P-00344 1MM1],RIGLORDSAGA,GS-9021,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950501,CD-1/1,J,JT
"Riglordsaga v1.000 (1995)(Sega)(JP)[!][GS-9021P-344 6-95 4SB2, 4SB3]",RIGLORDSAGA,GS-9021,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950501,CD-1/1,J,JT
Rise 2 - Resurrection v1.000 (1996)(Acclaim)(PAL)(M5)[!],RISE 2:RESURRECTION,T-8114H-50,V1.000,SEGA SEGASATURN,SEGA TP T-81,19960521,CD-1/1,JT,E
Riven - The Sequel to Myst v1.003 (1998)(Sega)(PAL)(Disc 1 of 4)[!],RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19980408,CD-1/4,JM,E
Riven - The Sequel to Myst v1.003 (1998)(Sega)(PAL)(Disc 2 of 4)[!],RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19980408,CD-2/4,JM,E
Riven - The Sequel to Myst v1.003 (1998)(Sega)(PAL)(Disc 3 of 4)[!],RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19980408,CD-3/4,JM,E
Riven - The Sequel to Myst v1.003 (1998)(Sega)(PAL)(Disc 4 of 4)[!],RIVEN THE SEQUEL TO MYST,MK-81801,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19980408,CD-4/4,JM,E
Road Rash v1.000 (1996)(Electronic Arts)(PAL)[!],ROAD RASH,T-5008H,V1.000,SEGA SEGASATURN,SEGA TP T-50,19960719,CD-1/1,J,E
Robo Pit v1.001 (1996)(Kokopeli)(PAL)[!],ROBO PIT,T-10002H50,V1.001,SEGA SEGASATURN,SEGA TP T-100,19960725,CD-1/1,J,E
Robotica - Cybernation Revolt v1.000 (1995)(Sega)(PAL)[!],ROBOTICA,MK-81008,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19950809,CD-1/1,J,E
Sakura Taisen - Jouki Radio Show - Steam Radio Show v1.002 (1997)(Sega)(JP)(Disc 2 of 2)(Kayou-ban)(Track 2 of 3)[!],サクラ大戦・蒸気ラジヲショウ（再納品）SJR101.S,ed at 97-0,9-09 0,MPEG Sof,dec data convert,9:21:48,by CRI.,(unknown),(unknown)
Sakura Taisen - Jouki Radio Show - Steam Radio Show v1.002 (1997)(Sega)(JP)(Disc 2 of 2)(Kayou-ban)[!],SAKURA RAJIO,GS-9160,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19971002,CD-2/2,JMP,J
Sakura Taisen - Jouki Radio Show - Steam Radio Show v1.004 (1997)(Sega)(JP)(Disc 1 of 2)(Yuugi-ban)[!],SAKURA RAJIO,GS-9160,V1.004,SEGA SEGASATURN,SEGA ENTERPRISES,19971006,CD-1/2,JM,J
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare v1.002 (1998)(Sega)(JP)(Disc 1 of 3)[!][GS-9169P-02228-P1K]",SAKURA TAISEN2,GS-9169,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19980317,CD-1/3,JM,JT
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare v1.002 (1998)(Sega)(JP)(Disc 2 of 3)[!][GS-9169P-02229-P1C]",SAKURA TAISEN2,GS-9169,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19980317,CD-2/3,JM,JT
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare v1.002 (1998)(Sega)(JP)(Disc 3 of 3)[!][GS-9169P-02230-P1C]",SAKURA TAISEN2,GS-9169,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19980317,CD-3/3,JM,JT
"Sakura Taisen v1.005 (1996)(Sega)(JP)(Disc 1 of 2)[!][GS-9037P-00958 6M1, 6MB5]",SAKURA TAISEN,GS-9037,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19960901,CD-1/2,JM,JT
"Sakura Taisen v1.005 (1996)(Sega)(JP)(Disc 1 of 2)[!][GS-9037P-00958 8MB1, 8MB6]",SAKURA TAISEN,GS-9037,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19960901,CD-1/2,JM,JT
Sakura Taisen v1.005 (1996)(Sega)(JP)(Disc 2 of 2)[!],SAKURA TAISEN,GS-9037,V1.005,SEGA SEGASATURN,SEGA ENTERPRISES,19960901,CD-2/2,JM,JT
Sangokushi IV v1.000 (1995)(KOEI)(JP)[!],SANGOKUSHI-4,T-7601G,V1.000,SEGA SEGASATURN,SEGA TP T-76,19950302,CD-1/1,J,JT
SatMag Sono CD v1.001 (1998)(Softbank)(JP)(Track 2 of 3)[!][aka Sega Saturn Magazine Sono-CD][Issue 1998 2-6],MAIN.ASCEndConstruction,ionVersi,on  1.,Format,Author-Construct,00Cons,truction,.ASCPlay CA_,Play C
SatMag Sono CD v1.001 (1998)(Softbank)(JP)[!][aka Sega Saturn Magazine Sono-CD][Issue 1998 2-6],SATURN MAGAZINE 1998,6106833,V1.001,SEGA SEGASATURN,SEGA TP T-186,19971209,CD-1/1,J,J
Saturn Bomber Man v1.000 (1997)(Sega)(PAL)[!],SATURN BOMBERMAN,MK-81070,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19970228,CD-1/1,JT,E
"Saturnade (2015)(Mihai, Sebastian)[COFF]",Rockin-Bs MineSweeper for SEGA Saturn/segaXtreme coding contest 2003,MINESWPR,V1.000,SEGA SEGASATURN,SEGA THEROCKIN-B,20030831,CD-1/1,J,JTUE
"Saturnade (2015)(Mihai, Sebastian)[ELF]",Rockin-Bs MineSweeper for SEGA Saturn/segaXtreme coding contest 2003,MINESWPR,V1.000,SEGA SEGASATURN,SEGA THEROCKIN-B,20030831,CD-1/1,J,JTUE
Scorcher v3.004 (1997)(Sega)(PAL)[!],SCORCHER,MK-81214,V3.004,SEGA SEGASATURN,SEGA ENTERPRISES,19970327,CD-1/1,JT,E
Scud - The Disposable Assassin v1.015 (1997)(SegaSoft)(US)[!],#NAME?,T-30403H,V1.015,SEGA SEGASATURN,SEGA TP T-304,19970128,CD-1/1,JG,JTUE
Sega Ages Volume 1 v1.003 (1996)(Sega)(PAL)[!][compilation],SEGAAGES VOL1,MK-81604,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19961126,CD-1/1,JAES,E
Sega Flash Vol. 1 v1.001 (1996)(Sega)(PAL)[!],SEGA FLASH SEGA SATURN VOL.1,610-6288A,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19960514,(unknown),J,E
Sega Flash Vol. 2 v1.000 (1996)(Sega)(PAL)[!],SEGA FLASH SEGA SATURN VOL.2,610-6288B,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19960719,(unknown),J,E
Sega Flash Vol. 3 v1.001 (1997)(Sega)(PAL)[!][610-6288CP-01204],FLASH SEGASATURNPAL VOL.3,610-6288C,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19961106,CD-1/1,J,E
Sega Flash Vol. 4 v1.003 (1997)(Sega)(PAL)[!],FLASH SEGASATURNPAL VOL.4,610-6288D,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19970219,CD-1/1,J,E
Sega Flash Vol. 5 v1.002 (1997)(Sega)(PAL)[!],FLASH SEGASATURNPAL VOL.5,610-6288E,V1.002,SEGA SEGASATURN,SEGA ENTERPRISES,19970703,CD-1/1,J,E
Sega Flash Vol. 6 v1.000 (1998)(Sega)(PAL)[!],FLASH SEGASATURNPAL VOL.6,6106288F,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19971106,CD-1/1,J,E
Sega Flash Vol. 7 v1.000 (1998)(Sega)(PAL)[!],FLASH SEGASATURNPAL VOL.7,6106288G,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19980320,CD-1/1,J,E
Sega Rally Championship v1.000 (1995)(Sega)(PAL)[!][MK-81207P-00626],SEGA RALLY CHAMPIONSHIP,MK-81207,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951218,CD-1/1,JAS,E
Sega Rally Championship v1.000 (1995)(Sega)(PAL)[!][MK81207P626 P3H],SEGA RALLY CHAMPIONSHIP,MK-81207,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951218,CD-1/1,JAS,E
Sega Rally Championship v1.000 (1995)(Sega)(PAL)[!][MK81207P626 P4H],SEGA RALLY CHAMPIONSHIP,MK-81207,V1.000,SEGA SEGASATURN,SEGA ENTERPRISES,19951218,CD-1/1,JAS,E
Sega Rally Championship v1.006 (1995)(Sega)(US)[!],SEGA RALLY CHAMPIONSHIP,MK-81207,V1.006,SEGA SEGASATURN,SEGA ENTERPRISES,19951031,CD-1/1,JAS,UT
Sega Touring Car Championship v1.001 (1997)(Sega)(US)[!],SEGA TOURING CARCHAMPIONSHIP,MK-81216,V1.001,SEGA SEGASATURN,SEGA ENTERPRISES,19971022,CD-1/1,DEJS,U
Sega Touring Car Championship v1.003 (1997)(Sega)(PAL)[!],SEGA TOURING CARCHAMPIONSHIP,MK-81216,V1.003,SEGA SEGASATURN,SEGA ENTERPRISES,19971006,CD-1/1,EJS,E
