redump_name,serial
Shrek 2 (Italy),AV-055
"Shrek 2 (Sweden) (En,Sv)",AV-055
Shrek 2 (UK),AV-055
Shrek 2 (UK) (Rev 1),AV-055
"Shrek 2 (USA, Japan)",AV-055
"Shrek Super Party (Europe) (En,Fr,De,Es,It)",TM-004
Shrek Super Party (USA),TM-004
"Sid Meier's Pirates! (USA, Europe) (En,Fr,De,Es,It)",TT-143
"Signore degli Anelli, Il - Il ritorno del Re (Italy)",EA-062
"Signore degli Anelli, Il - La Terza Era (Italy)",EA-095
"Silent Hill 2 - Inner Fears (Europe) (En,Ja,Fr,De,Es,It)",KN-004
"Silent Hill 2 - Restless Dreams (USA) (En,Ja)",KN-004
"Silent Hill 2 - Saigo no Uta (Japan) (En,Ja)",KT-001
"Silent Hill 4 - The Room (Europe) (En,Fr,De,Es,It)",KN-031
"Silent Hill 4 - The Room (USA) (En,Ja,Ko)",KN-031
"Silent Scope Complete (Europe) (En,Fr,De,Es,It)",KN-026
Silent Scope Complete (USA),KN-026
"Simpsons, The - Hit & Run (Europe) (En,Fr,De,Es)",VU-021
"Simpsons, The - Hit & Run (USA, Japan)",VU-021
"Simpsons, The - Road Rage (Europe) (En,Fr,De)",EA-019
"Simpsons, The - Road Rage (USA)",EA-019
"Sims 2, The (Europe) (En,Fr,De,Es,It,Nl,Sv)",EA-907
"Sims 2, The (USA)",EA-907
"Sims, The - Bustin' Out (Asia)",EA-067
"Sims, The - Bustin' Out (Europe) (En,Fr,De,Es,It,Nl)",EA-067
"Sims, The - Bustin' Out (USA)",EA-067
"Sims, The (Europe) (En,Fr,De,Es,It)",EA-047
"Sims, The (USA)",EA-047
"Ski Racing 2005 (Europe) (En,Fr,De,Es,It)",JW-005
"Ski Racing 2006 (Europe) (En,Fr,De,It,No)",JW-010
"Slam Tennis (Europe) (En,Fr,De,Es,It)",IG-017
Smashing Drive (USA),NM-001
Sneak King (USA),MS-211
Sneakers (USA),MS-035
"Sniper Elite (Europe) (En,Fr,De,Es,It)",MI-013
"Sniper Elite (Germany) (En,Fr,De,Es,It)",MI-013
Sniper Elite (USA),MI-013
"SNK vs. Capcom - SVC Chaos (Europe) (En,Fr,De,Es,It)",SN-001
"SNK vs. Capcom - SVC Chaos (USA, Japan) (En,Ja)",SN-001
"Soldier of Fortune II - Double Helix (Europe) (En,Fr,It)",AV-027
Soldier of Fortune II - Double Helix (USA),AV-027
"Sonic Heroes (Europe) (En,Ja,Fr,De,Es,It)",SE-043
Sonic Heroes (Japan),SE-043
Sonic Heroes (UK) (Demo),SE-047
"Sonic Heroes (USA) (En,Ja,Fr,De,Es,It)",SE-043
"Sonic Mega Collection Plus (World) (En,Ja)",SE-060
"Sonic Riders (Europe) (En,Ja,Fr,De,Es,It)",SE-135
Sonic Riders (Japan),SE-135
"Sonic Riders (USA) (En,Ja,Fr,De,Es,It)",SE-135
Soulcalibur II (Asia),NM-003
"Soulcalibur II (Europe) (En,Fr,De,Es,It) (Demo)",NM-003
"Soulcalibur II (Europe, Australia) (En,Fr,De,Es,It)",NM-003
Soulcalibur II (Japan),NM-003
Soulcalibur II (USA),NM-003
Soulcalibur II (USA) (Demo),NM-003
"Spartan - Total Warrior (Europe) (En,Fr,De,Es,It)",SE-132
Spartan - Total Warrior (USA),SE-139
Spartan - Total Warrior (USA) (Beta),
Spartan - Total Warrior (USA) (Demo),SE-138
"Spawn - Armageddon (Europe) (En,Fr,De,Es,It)",NM-012
Spawn - Armageddon (USA),NM-012
"Speed Kings (Europe, Australia) (En,Fr,De,Es,It)",AC-011
Speed Kings (USA),AC-011
"Sphinx and the Cursed Mummy (Europe) (En,Fr,De,Es,It)",TQ-035
Sphinx and the Cursed Mummy (Korea),TQ-035
Sphinx and the Cursed Mummy (USA),TQ-035
Spider-Man (Europe),AV-006
Spider-Man (Europe) (Rev 1),AV-006
Spider-Man (France),AV-006
Spider-Man (Germany),AV-006
Spider-Man (Germany) (Rev 1),AV-006
Spider-Man (Japan),CC-010
Spider-Man (Korea),AV-006
Spider-Man (USA),AV-006
Spider-Man (USA) (Rev 1),AV-006
"Spider-Man 2 (Europe) (Fr,De,Es)",AV-043
Spider-Man 2 (Italy),AV-043
Spider-Man 2 (World),AV-043
"Spikeout - Battle Street (Europe) (En,Ja,Fr,De,Es,It)",SE-041
"Spikeout - Battle Street (Japan) (En,Ja,Fr,De,Es,It)",SE-041
"Spikeout - Battle Street (USA) (En,Ja,Fr,De,Es,It)",SE-041
"Splashdown (Europe) (En,Fr,De,Es,It)",IG-027
Splashdown (USA),IG-027
"Splat Magazine Renegade Paintball (USA, Europe)",TT-147
"Spy vs. Spy (Europe) (En,Fr,De,Es)",TT-132
Spy vs. Spy (USA),TT-124
SpyHunter - Nowhere to Run (USA),MW-055
"SpyHunter (Europe) (En,Fr,De,Es,It)",MW-004
SpyHunter (USA),MW-004
"SpyHunter 2 (Europe) (En,Fr,De,It)",MW-027
SpyHunter 2 (USA),MW-027
"Spyro - A Hero's Tail (Europe) (En,Fr,De,Es,It,Nl)",VU-052
"Spyro - A Hero's Tail (USA, Asia)",VU-052
"SRS - Street Racing Syndicate (Europe) (En,Fr,De,Es,It)",NM-019
SRS - Street Racing Syndicate (USA),NM-019
"SSX 3 (Europe) (En,Fr,De,Es)",EA-060
SSX 3 (USA),EA-060
SSX on Tour (Asia),EA-130
SSX on Tour (Europe),EA-130
"SSX on Tour (Europe) (En,Fr,De,Es,Nl,Sv,No,Fi)",EA-130
SSX on Tour (USA),EA-130
"SSX Tricky (Europe) (En,Fr,De)",EA-004
SSX Tricky (Japan),EA-004
SSX Tricky (USA),EA-004
Stacked with Daniel Negreanu (USA),MM-001
"Stake - Fortune Fighters (USA, Europe) (En,Fr,De,Es,It)",MD-004
"Star Trek - Shattered Universe (Europe) (En,Fr,De)",TM-016
Star Trek - Shattered Universe (USA),TM-016
"Star Wars - Battlefront (Europe) (Es,It)",LA-017
Star Wars - Battlefront (France),LA-017
Star Wars - Battlefront (Germany),LA-017
Star Wars - Battlefront (Japan),LA-017
"Star Wars - Battlefront (USA, Europe)",LA-017
Star Wars - Battlefront II (France),LA-026
Star Wars - Battlefront II (Germany),LA-026
"Star Wars - Battlefront II (USA) (En,Es,It) (Rev 1)",LA-026
"Star Wars - Battlefront II (USA, Europe) (En,Es,It)",LA-026
Star Wars - Caballeros de la Antigua Republica (Spain),LA-003
Star Wars - Caballeros de la Antigua Republica II - Los Senores Sith (Spain),LA-020
Star Wars - Episode III - Die Rache der Sith (Germany),LA-023
Star Wars - Episode III - La Revanche des Sith (France),LA-023
"Star Wars - Episode III - Revenge of the Sith (Europe) (En,Es,It)",LA-023
Star Wars - Episode III - Revenge of the Sith (USA),LA-023
"Star Wars - Jedi Knight - Jedi Academy (Europe) (En,Fr,De)",LA-011
"Star Wars - Jedi Knight - Jedi Academy (Japan, Asia) (En,Fr,De)",LA-011
"Star Wars - Jedi Knight - Jedi Academy (USA) (En,Fr,De)",LA-011
"Star Wars - Jedi Knight II - Jedi Outcast (Europe) (En,Fr)",AV-021
Star Wars - Jedi Knight II - Jedi Outcast (Germany),AV-021
Star Wars - Jedi Knight II - Jedi Outcast (USA),LA-009
Star Wars - Jedi Starfighter (Asia),LA-005
Star Wars - Jedi Starfighter (Europe),LA-005
Star Wars - Jedi Starfighter (France),LA-005
Star Wars - Jedi Starfighter (Germany),LA-005
Star Wars - Jedi Starfighter (Italy),LA-005
Star Wars - Jedi Starfighter (Spain),LA-005
Star Wars - Jedi Starfighter (USA),LA-005
Star Wars - Knights of the Old Republic (Europe),LA-003
Star Wars - Knights of the Old Republic (France),LA-003
Star Wars - Knights of the Old Republic (Germany),LA-003
Star Wars - Knights of the Old Republic (Italy),LA-003
Star Wars - Knights of the Old Republic (Korea),LA-003
Star Wars - Knights of the Old Republic (USA),LA-003
Star Wars - Knights of the Old Republic (USA) (Rev 1),LA-003
Star Wars - Knights of the Old Republic II - The Sith Lords (Europe),LA-020
Star Wars - Knights of the Old Republic II - The Sith Lords (France),LA-020
Star Wars - Knights of the Old Republic II - The Sith Lords (Germany),LA-020
Star Wars - Knights of the Old Republic II - The Sith Lords (Italy),LA-020
Star Wars - Knights of the Old Republic II - The Sith Lords (USA),LA-020
Star Wars - La Guerra dei Cloni (Italy),LA-004
Star Wars - Las Guerras Clon (Spain),LA-004
Star Wars - Obi-Wan (Asia),LA-001
Star Wars - Obi-Wan (Europe),AV-015
Star Wars - Obi-Wan (France),US-015
Star Wars - Obi-Wan (Germany),EA-034
Star Wars - Obi-Wan (Italy),CT-001
Star Wars - Obi-Wan (Spain),EA-034
Star Wars - Obi-Wan (USA),LA-001
"Star Wars - Republic Commando (Europe) (En,Es,It)",LA-019
Star Wars - Republic Commando (France),LA-019
Star Wars - Republic Commando (Germany),LA-019
Star Wars - Republic Commando (Japan),LA-025
Star Wars - Republic Commando (USA),LA-019
Star Wars - Starfighter Special Edition (USA),LA-002
Star Wars - The Clone Wars (Europe),LA-004
Star Wars - The Clone Wars (France),LA-004
Star Wars - The Clone Wars (Germany),LA-004
Star Wars - The Clone Wars (USA),LA-004
Star Wars - The Clone Wars + Tetris Worlds (Asia),XL-013
Star Wars - The Clone Wars + Tetris Worlds (USA),XL-013
"Starsky & Hutch (Europe) (En,Fr,De,Es,It)",EM-005
Starsky & Hutch (USA),EM-005
"State of Emergency (Europe) (En,Fr,It)",TT-006
State of Emergency (USA),TT-006
Steel Battalion (Europe),CC-002
Steel Battalion (USA),CC-002
"Still Life (Europe) (En,Fr,De,Es,It)",MI-011
"Still Life (USA) (En,Fr,De,Es,It)",MI-011
"Stolen (USA, Europe) (En,Fr,De,Es,It)",HP-001
"Street Fighter Anniversary Collection (Japan, Europe) (En,Ja)",CC-015
"Street Fighter Anniversary Collection (USA) (En,Ja)",CC-015
Street Hoops (Europe),AV-003
Street Hoops (USA),AV-003
Strike Force Bowling (USA),CV-008
Stubbs the Zombie in Rebel Without a Pulse (Europe),AY-002
Stubbs the Zombie in Rebel Without a Pulse (USA),AY-002
Sudeki - Sennen no Akatsuki no Monogatari (Japan),MS-010
"Sudeki (World) (En,Fr,De,Es,It)",MS-010
"Suffering, The - Ties That Bind (Austria, Switzerland) (En,De)",MW-044
"Suffering, The - Ties That Bind (Europe) (En,Es,It)",MW-044
"Suffering, The - Ties That Bind (Germany)",MW-044
"Suffering, The - Ties That Bind (USA, Europe) (En,Fr)",MW-044
"Suffering, The (Europe) (En,Es,It)",MW-021
"Suffering, The (Europe) (En,Fr,De)",MW-021
"Suffering, The (Germany)",MW-021
"Suffering, The (USA)",MW-021
"Super Bubble Pop (Europe) (En,Fr,De,Es,It)",JA-004
Super Bubble Pop (USA),JA-004
"Super Monkey Ball Deluxe (Europe) (En,Fr,De,Es,It)",SE-056
Super Monkey Ball Deluxe (Japan),SE-056
Super Monkey Ball Deluxe (USA),SE-056
"Superman - The Man of Steel (Europe) (En,Fr,De,Es,It)",IG-022
Superman - The Man of Steel (USA),IG-022
Superman Returns (Europe),EA-160
Superman Returns (France),EA-160
Superman Returns (USA),EA-160
"SWAT - Global Strike Team (Europe) (En,De)",VV-037
"SWAT - Global Strike Team (Europe) (En,Fr,Es)",VV-037
SWAT - Global Strike Team (USA),VV-037
"SX Superstar (Europe) (En,Fr,De,Es)",AC-016
SX Superstar (USA),AC-016
"Syberia (USA, Europe) (En,Fr,De,Es,It)",MI-006
"Syberia II (USA, Europe) (En,Fr,De,Es,It)",MI-008
"Taito Legends (Europe) (En,Fr,De,Es,It)",EM-028
Taito Legends (USA),EM-028
"Taito Legends 2 (Europe) (En,Fr,De,Es,It)",EM-034
Takahashi Junko no Mahjong Seminar (Japan),SU-005
"Tao Feng - Fist of the Lotus (Europe, Australia) (En,Fr,De,Es,It)",MS-020
Tao Feng - Fist of the Lotus (USA) (Demo),MS-009
"Tao Feng - Fist of the Lotus (USA, Japan)",MS-020
"Taz - Wanted (Europe) (En,Fr,De,Es,It)",IG-013
Taz - Wanted (USA),IG-013
"TD Overdrive - The Brotherhood of Speed (Europe) (En,Fr,De,Es,It)",IG-007
"Tecmo Classic Arcade (Europe) (En,Ja,Fr,De,Es,It)",TC-014
"Tecmo Classic Arcade (USA, Japan)",TC-014
Teen Titans (USA),MJ-019
"Teenage Mutant Ninja Turtles (Europe) (En,Fr,De,Es,It)",KN-027
Teenage Mutant Ninja Turtles (USA),KN-027
"Teenage Mutant Ninja Turtles 2 - Battle Nexus (Europe) (En,Fr,De,Es,It)",KN-035
Teenage Mutant Ninja Turtles 2 - Battle Nexus (USA),KN-035
"Teenage Mutant Ninja Turtles 3 - Mutant Nightmare (Europe) (En,Fr,De,Es,It)",KN-042
Teenage Mutant Ninja Turtles 3 - Mutant Nightmare (USA),KN-042
Tekki (Japan),CC-002
Tekki (Japan) (Demo),CC-002
"Tekki Taisen - Steel Battalion - Line of Contact (Japan) (En,Ja) (Pilot Test)",CC-013
"Tekki Taisen - Steel Battalion - Line of Contact (World) (En,Ja)",CC-009
"Tenchu - Return from Darkness (Europe, Australia) (En,Fr)",AV-054
"Tenchu - Return from Darkness (USA, Asia)",AV-038
Tenchu 3 - Kaiki no Shou (Japan),FS-005
Tenerezza (Japan),AP-001
Tenku - Freestyle Snowboarding (Japan) (Demo),MS-047
"Tenku - Freestyle Snowboarding (Japan) (En,Ja)",MS-047
Tenku 2 (Japan),MS-065
"Tennis Masters Series 2003 (Europe) (En,Fr,De,Es,It,Pt)",MI-003
Tennis Masters Series 2003 (USA),MI-003
"Terminator 3 - Rise of the Machines (USA, Europe) (En,Fr,De,Es,It)",IG-059
"Terminator 3 - The Redemption (Europe) (En,Fr,De,Es,It)",IG-062
Terminator 3 - The Redemption (USA),IG-062
"Terminator, The - Dawn of Fate (Europe) (En,Fr,De,Es,It)",IG-038
"Terminator, The - Dawn of Fate (Korea)",IG-038
"Terminator, The - Dawn of Fate (USA)",IG-038
Test Drive - Eve of Destruction (USA),IG-117
Test Drive (USA),IG-007
Test Drive Off-Road - Wide Open (USA),IG-001
Test Equipment Boot Loader Utility (USA),XB-001
"Tetris Worlds (Europe) (En,Fr,De)",TQ-010
"Tetris Worlds (Europe) (En,Fr,De,Es,It) (Online Enabled)",TQ-028
Tetris Worlds (Japan),SU-006
Tetris Worlds (USA),TQ-010
Tetris Worlds (USA) (Online Enabled),TQ-028
"Thief - Deadly Shadows (Europe) (En,Fr,De,It)",ES-004
Thief - Deadly Shadows (USA),ES-004
Thief - Deadly Shadows (USA) (Beta) (2004-04-12),
"Thing, The (Europe) (En,Fr,Es,It)",VV-003
"Thing, The (Germany)",VV-003
"Thing, The (USA)",VU-013
Thousand Land (Japan),FS-003
Thousand Land (Japan) (Demo),FS-003
Thrillville (USA),LA-034
"Tiger Woods PGA Tour 06 (Europe) (En,Fr,De)",EA-126
Tiger Woods PGA Tour 06 (USA),EA-126
Tiger Woods PGA Tour 07 (Europe),EA-164
Tiger Woods PGA Tour 07 (USA),EA-164
Tiger Woods PGA Tour 2003 (Europe),EA-033
Tiger Woods PGA Tour 2003 (USA),EA-033
Tiger Woods PGA Tour 2004 (Europe),EA-058
Tiger Woods PGA Tour 2004 (USA),EA-058
"Tiger Woods PGA Tour 2005 (Europe) (En,Fr,De)",EA-084
Tiger Woods PGA Tour 2005 (USA),EA-084
"Tim Burton's The Nightmare Before Christmas - Oogie's Revenge (Europe) (En,Fr,De,Es,It)",BV-004
Tim Burton's The Nightmare Before Christmas - Oogie's Revenge (USA),BV-004
"TimeSplitters - Future Perfect (Asia) (En,Fr,De,Es,It)",EA-102
"TimeSplitters - Future Perfect (Europe) (En,Fr,De,Es,It)",EA-102
TimeSplitters - Future Perfect (USA),EA-102
"TimeSplitters 2 (Europe) (En,Fr,De,Es,It)",ES-010
"TimeSplitters 2 (Europe) (En,Fr,De,Es,It) (Rev 1)",ES-010
TimeSplitters 2 (USA),ES-010
TMNT - Mutant Melee (USA),KN-032
"TOCA Race Driver (Europe) (En,Fr,Es)",CM-002
TOCA Race Driver (Europe) (Online Enabled),CM-014
TOCA Race Driver (Italy),CM-002
TOCA Race Driver (Italy) (Online Enabled),CM-014
"TOCA Race Driver 2 (Asia) (En,Fr,De,Es,It)",CM-017
"TOCA Race Driver 2 (Europe) (En,Fr,De,Es,It)",CM-017
TOCA Race Driver 2 (USA),CM-017
"TOCA Race Driver 3 (USA, Europe) (En,Fr,De,Es,It)",CM-080
"ToeJam & Earl III - Mission to Earth (Europe) (En,Fr,De,Es,It)",SE-015
ToeJam & Earl III - Mission to Earth (USA),SE-015
Tom and Jerry in War of the Whiskers (USA),NK-001
"Tom Clancy's Ghost Recon - Advanced Warfighter (USA, Europe) (En,Fr,De,Es,It)",US-084
"Tom Clancy's Ghost Recon - Island Thunder (Europe) (En,Fr,De)",US-007
Tom Clancy's Ghost Recon - Island Thunder (Japan),US-007
Tom Clancy's Ghost Recon - Island Thunder (USA),US-007
Tom Clancy's Ghost Recon - Island Thunder (USA) (Demo),US-007
Tom Clancy's Ghost Recon (Asia),US-010
"Tom Clancy's Ghost Recon (Europe) (En,Fr,Es,It)",US-006
Tom Clancy's Ghost Recon (Germany),US-006
Tom Clancy's Ghost Recon (Japan),US-006
Tom Clancy's Ghost Recon (USA),US-006
"Tom Clancy's Ghost Recon 2 - Summit Strike (USA, Europe) (En,Fr,De,Es,It)",US-077
"Tom Clancy's Ghost Recon 2 (USA, Europe) (En,Fr,De,Es,It)",US-005
"Tom Clancy's Rainbow Six - Critical Hour (USA) (En,Fr)",US-095
"Tom Clancy's Rainbow Six - Lockdown (Japan) (En,Ja)",US-072
"Tom Clancy's Rainbow Six - Lockdown (USA, Europe) (En,Fr,De,Es,It)",US-072
Tom Clancy's Rainbow Six 3 - Black Arrow (Japan),US-055
"Tom Clancy's Rainbow Six 3 - Black Arrow (USA, Europe) (En,Fr,De,Es,It)",US-055
Tom Clancy's Rainbow Six 3 (Europe) (Demo),US-031
"Tom Clancy's Rainbow Six 3 (Germany) (En,Fr,De,Es,It)",US-019
Tom Clancy's Rainbow Six 3 (Japan),US-019
Tom Clancy's Rainbow Six 3 (Korea),US-019
Tom Clancy's Rainbow Six 3 (USA) (Demo),US-031
"Tom Clancy's Rainbow Six 3 (USA, Europe) (En,Fr,De,Es,It)",US-019
Tom Clancy's Splinter Cell - Chaos Theory (Japan),US-056
"Tom Clancy's Splinter Cell - Chaos Theory (USA, Europe) (Demo)",US-056
"Tom Clancy's Splinter Cell - Chaos Theory (USA, Europe) (En,Fr,De,Es,It)",US-056
"Tom Clancy's Splinter Cell - Double Agent (USA, Europe) (En,Fr,De,Es,It)",US-094
Tom Clancy's Splinter Cell - Pandora Tomorrow (Japan),US-025
"Tom Clancy's Splinter Cell - Pandora Tomorrow (USA, Europe) (En,Fr,De,Es,It)",US-025
"Tom Clancy's Splinter Cell (Asia) (En,Fr)",US-012
Tom Clancy's Splinter Cell (Europe) (Demo),US-012
"Tom Clancy's Splinter Cell (Europe) (En,Fr,De,Es,It)",US-012
"Tom Clancy's Splinter Cell (Europe) (En,Fr,De,Es,It) (Bonus Disc)",US-012
Tom Clancy's Splinter Cell (Japan),US-012
Tom Clancy's Splinter Cell (Korea),US-012
Tom Clancy's Splinter Cell (USA) (Demo),US-012
"Tom Clancy's Splinter Cell (USA) (En,Fr)",US-012
"Tony Hawk's American Wasteland (USA, Europe) (En,Fr,De,Es,It)",AV-073
Tony Hawk's Pro Skater 2x (USA),AV-001
"Tony Hawk's Pro Skater 3 (Europe) (En,Fr,De)",AV-004
Tony Hawk's Pro Skater 3 (USA),AV-004
Tony Hawk's Pro Skater 4 (Europe),AV-023
Tony Hawk's Pro Skater 4 (France),AV-023
Tony Hawk's Pro Skater 4 (Germany),AV-023
Tony Hawk's Pro Skater 4 (USA),AV-023
"Tony Hawk's Project 8 (USA, Europe) (En,Fr,De,Es,It)",AV-094
"Tony Hawk's Underground (Europe) (En,Fr,De)",AV-045
Tony Hawk's Underground (USA),AV-045
"Tony Hawk's Underground 2 (USA, Europe) (En,Fr,De)",AV-060
Top Gear - RPM Tuning (USA),KB-007
"Top Spin (Europe) (En,Fr,De)",MS-053
Top Spin (Japan),MS-053
"Top Spin (Korea) (En,Fr,De)",MS-053
"Top Spin (USA) (En,Fr,De)",MS-053
"Torino 2006 (USA, Europe) (En,Fr,De,Es,It)",TT-169
Tork - Prehistoric Punk (USA),US-064
"Total Club Manager 2004 (Europe) (En,De)",EA-065
"Total Club Manager 2005 (Europe) (En,Fr,De)",EA-101
"Total Immersion Racing (Europe) (En,Fr,De,Es,It)",EM-003
Total Immersion Racing (USA),VU-019
"Total Overdose (USA, Europe) (En,Fr,De,Es,It)",SC-016
Totaled! (USA),MJ-002
Touge R (Japan),AT-001
"Tour de France, Le (Europe) (En,Fr,De,Es,It)",KN-015
Toxic Grind (Europe),TQ-007
Toxic Grind (USA),TQ-007
"TransWorld Snowboarding (Europe) (En,Fr,De,Es,It)",IG-004
TransWorld Snowboarding (USA),IG-004
"TransWorld Surf (Europe) (En,Fr,De,Es,It)",IG-005
TransWorld Surf (USA),IG-005
Triangle Again (Japan),KK-001
Triangle Again 2 (Japan),KK-002
Trigger Man (USA),CV-009
Triple Play 2002 (USA),EA-009
Trivial Pursuit - Unhinged (USA),IG-061
"Tron 2.0 - Killer App (USA, Europe)",BV-001
True Crime - New York City (Europe),AV-069
"True Crime - New York City (Europe) (Fr,Es,It)",AV-069
True Crime - New York City (Germany),AV-069
True Crime - New York City (USA),AV-069
True Crime - Streets of LA (Europe),AV-014
"True Crime - Streets of LA (Europe) (En,Fr,De,Es,It)",AV-014
True Crime - Streets of LA (Japan),AV-014
"True Crime - Streets of LA (USA, Korea)",AV-014
"Turok - Evolution (Europe) (En,Fr,Es,It)",AC-004
Turok - Evolution (Germany),AC-004
Turok - Evolution (USA),AC-004
Turok - Evolution (USA) (Beta),
TY the Tasmanian Tiger - Night of the Quinkan (USA) (Beta) (2005-08-03),
"TY the Tasmanian Tiger - Night of the Quinkan (USA, Australia)",AV-085
"TY the Tasmanian Tiger (Europe) (En,Fr,De,Es,It)",EA-041
"TY the Tasmanian Tiger (Korea) (En,Fr,De,Es,It)",EA-041
TY the Tasmanian Tiger (USA),EA-041
"TY the Tasmanian Tiger 2 - Bush Rescue (Europe) (En,Fr,De)",EA-099
TY the Tasmanian Tiger 2 - Bush Rescue (USA),EA-099
UEFA Champions League 2004-2005 (Europe),EA-112
"UEFA Champions League 2004-2005 (Europe) (Es,It)",EA-112
"UEFA Champions League 2004-2005 (Europe) (Fr,De)",EA-112
"UEFA Champions League 2004-2005 (Netherlands) (En,Nl)",EA-112
UEFA Euro 2004 - Portugal (Europe),EA-074
UEFA Euro 2004 - Portugal (France),EA-074
UEFA Euro 2004 - Portugal (Germany),EA-074
UEFA Euro 2004 - Portugal (Italy),EA-074
UEFA Euro 2004 - Portugal (Spain),EA-074
UEFA Euro 2004 - Portugal (USA),EA-074
UFC - Ultimate Fighting Championship - Tapout (Europe),US-013
UFC - Ultimate Fighting Championship - Tapout (USA),CV-002
UFC - Ultimate Fighting Championship - Tapout 2 (USA),TM-010
UFC - Ultimate Fighting Championship 2 - Tapout (Japan),CC-004
UFC - Ultimate Fighting Championship 2 - Tapout (Japan) (Demo),CC-004
Ultimate Beach Soccer (USA),WE-001
"Ultimate Halo Companion DVD Set, The (Europe)",IM-018
"Ultimate Pro Pinball (Europe) (En,Fr,De,Es,It)",EM-029
"Ultimate Selection, The (Australia)",XK-010
Ultimate Spider-Man (Europe),AV-053
"Ultimate Spider-Man (Europe) (Fr,De,Es,It)",AV-053
Ultimate Spider-Man (USA),AV-053
"Ultra Bust-A-Move (Europe) (En,Fr,De,Es,It)",MJ-012
Ultra Bust-A-Move (USA),MJ-012
Ultra Puzzle Bobble (Japan),MJ-012
Umezawa Yukari no Igo Seminar (Japan),SU-003
Una Serie de Catastroficas Desdichas de Lemony Snicket (Spain),AV-031
"Unreal Championship (Japan, Korea)",IG-036
"Unreal Championship (USA, Europe) (En,Fr,De,Es,It)",IG-036
Unreal Championship 2 - The Liandri Conflict (USA) (Demo),MW-040
"Unreal Championship 2 - The Liandri Conflict (USA, Europe) (En,Fr,De,Es,It)",MW-033
"Unreal II - The Awakening (Europe) (En,Fr,Es,It)",IG-060
Unreal II - The Awakening (Germany),IG-060
Unreal II - The Awakening (USA),IG-060
"Urban Chaos - Riot Response (USA, Europe) (En,Fr,De,Es,It)",SC-247
"Urban Freestyle Soccer (Europe) (En,Fr,De,Es,It)",AC-012
"Urbz, The - Sims in the City (Europe) (En,Fr,De,Es,It,Nl,Sv)",EA-096
"Urbz, The - Sims in the City (USA)",EA-096
V8 Supercars Australia - Race Driver (Australia),CM-014
"V8 Supercars Australia 2 (Australia) (En,Fr,De,Es,It)",CM-017
V8 Supercars Australia 3 (Australia),CM-080
"Van Helsing (Europe, Australia) (En,Fr,De,Es,It)",VU-041
Van Helsing (USA),VU-041
"Vexx (Europe) (En,Fr,De,Es,It,Pt)",AC-005
Vexx (USA),AC-005
"Vietcong - Purple Haze (USA, Europe) (En,Fr,De,Es,It)",TT-010
"Virtual Pool - Tournament Edition (USA, Europe) (En,Fr,De,It)",TT-022
Volvo - Drive for Life (USA),MS-132
"Voodoo Vince (Europe) (En,Fr,De,Es)",MS-095
"Voodoo Vince (Japan) (En,Fr,De,Es)",MS-095
Voodoo Vince (USA),MS-095
"V-Rally 3 (Europe) (En,Fr,De,Es,It)",IG-052
"V-Rally 3 (USA, Asia) (En,Fr,De,Es,It)",IG-052
Wakeboarding Unleashed featuring Shaun Murray (Europe),AV-013
Wakeboarding Unleashed featuring Shaun Murray (France),AV-013
Wakeboarding Unleashed featuring Shaun Murray (Japan),AV-013
Wakeboarding Unleashed featuring Shaun Murray (USA),AV-013
"Wallace & Gromit - The Curse of the Were-Rabbit (USA, Europe) (En,Fr,De,Es,It)",KN-052
"Wallace & Gromit in Project Zoo (Europe) (En,Fr,De,Es,It)",BM-003
Wallace & Gromit in Project Zoo (UK),BM-003
Wallace & Gromit in Project Zoo (USA),BM-003
WarPath (USA),GV-010
WarPath (USA) (Beta) (2005-12-13),
"Warriors, The (Europe, Australia) (En,Fr,De,Es,It)",TT-155
"Warriors, The (USA)",TT-155
"WCR - World Championship Rugby (Europe) (En,Fr)",AC-031
Whacked! (Japan),MS-039
Whacked! (Korea),MS-039
"Whacked! (USA, Europe)",MS-039
"Whiplash (Europe) (En,Fr,De,Es,It)",ES-017
Whiplash (USA),ES-017
Whiteout (USA),KN-001
"Wild Rings, The (Japan)",MS-072
WinBack 2 - Project Poseidon (USA),KO-008
"Wings of War (Europe) (En,Fr,De,It)",TT-024
Wings of War (USA),TT-024
"Winter X Games Snowboarding 2 (Europe) (En,Fr,De)",KN-009
Winter X Games Snowboarding 2002 (USA),KN-009
"Without Warning (USA, Europe) (En,Fr,De,Es,It)",CC-020
World Championship Poker (USA),CV-013
World Championship Poker 2 featuring Howard Lederer (USA),CV-016
"World Championship Pool 2004 (Europe) (En,Fr,De)",JA-007
World Championship Pool 2004 (USA),JA-007
World Championship Snooker 2003 (Europe),CM-013
World Championship Snooker 2004 (Europe),CM-042
"World Poker Tour (Europe) (En,Fr,De)",TT-135
World Poker Tour (USA),TT-135
"World Racing (Europe) (En,Fr,De,Es,It)",TM-005
World Racing (USA),TM-005
"World Racing 2 (USA, Europe) (En,Fr,De,Es,It)",TM-018
World Series Baseball (USA),SE-014
World Series Baseball 2K3 (USA),SE-026
"World Series of Poker (USA, Europe)",AV-084
World Snooker Championship 2005 (Europe),SE-129
"World Soccer Winning Eleven 8 - International (USA) (En,Es)",KN-039
"World Soccer Winning Eleven 9 (USA, Asia) (En,Es)",KN-047
World War II Combat - Iwo Jima (USA),GV-011
World War II Combat - Road to Berlin (USA),GV-009
