redump_name,serial,name,localizedName
Disney-Pixar Monsters en Co. - Schrik Eiland (Netherlands) (Beta) (2001-11-14),SCES-03761,Disney-Pixar Monsters en Co. - Schrik Eiland,
"Disney-Pixar Monsters, Inc. - Monstros e Companhia - Ilha Assustadora (Portugal)",SCES-03769,"Disney-Pixar Monsters, Inc. - Monstros e Companhia - Ilha Assustadora",
"Disney-Pixar Monsters, Inc. - Scare Island (Europe)",SCES-03759,"Disney-Pixar Monsters, Inc. - Scare Island",
"Disney-Pixar Monsters, Inc. - Scare Island (Europe) (Demo)",SCED-03811,"Disney-Pixar Monsters, Inc. - Scare Island (Demo)",
"Disney-Pixar Monsters, Inc. - Scream Team (USA)",SCUS-94635,"Disney-Pixar Monsters, Inc. - Scream Team",
"Disney-Pixar Monsters, Inc. - Skraemmaroen (Sweden)",SCES-03768,"Disney-Pixar Monsters, Inc. - Skraemmaroen",
"Disney-Pixar Monsters, Inc. - Skraemmeoen (Denmark)",SCES-03760,"Disney-Pixar Monsters, Inc. - Skraemmeoen",
Disney-Pixar Monstres & Cie - L'ile de l'Epouvante (France),SCES-03763,Disney-Pixar Monstres & Cie - L'ile de l'Epouvante,
"Disney-Pixar Monstruos, S.A. - Isla de los Sustos (Spain)",SCES-03767,"Disney-Pixar Monstruos, S.A. - Isla de los Sustos",
Disney-Pixar Oetoekaen elaemaeae (Finland),SCES-01737,Disney-Pixar Oetoekaen elaemaeae,
Disney-Pixar Sma-kryp (Norway),SCES-01738,Disney-Pixar Sma-kryp,
Disney-Pixar Toy Story 2 - Buzz l'Eclair a la Rescousse! (France),SLES-02405,Disney-Pixar Toy Story 2 - Buzz l'Eclair a la Rescousse!,
Disney-Pixar Toy Story 2 - Buzz Lightyear al Rescate! (Spain),SLES-02408,Disney-Pixar Toy Story 2 - Buzz Lightyear al Rescate!,
Disney-Pixar Toy Story 2 - Buzz Lightyear eilt zur Hilfe! (Germany),SLES-02406,Disney-Pixar Toy Story 2 - Buzz Lightyear eilt zur Hilfe!,
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (Europe),SLES-02067,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue!,
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (Europe) (Demo),SLED-02416,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (Demo),
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (Europe) (Rev 1),SLES-02067,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue!,
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA),SLUS-00893,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue!,
Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1),SLUS-00893,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue!,
Disney-Pixar Toy Story 2 - Woody e Buzz alla riscossa! (Italy),SLES-02407,Disney-Pixar Toy Story 2 - Woody e Buzz alla riscossa!,
Disney-Pixar Toy Story Racer (Europe),SLES-03396,Disney-Pixar Toy Story Racer,
"Disney-Pixar Toy Story Racer (Europe) (Es,It,Nl)",SLES-03398,Disney-Pixar Toy Story Racer,
"Disney-Pixar Toy Story Racer (Europe) (Fr,De)",SLES-03397,Disney-Pixar Toy Story Racer,
Disney-Pixar Toy Story Racer (USA),SLUS-01214,Disney-Pixar Toy Story Racer,
Disney-Pixar's Buzz Lightyear - Guardianes del Espacio (Spain),SLES-03315,Disney-Pixar's Buzz Lightyear - Guardianes del Espacio,
Disney's 101 Dalmatians II - Patch's London Adventure (USA),SLUS-01574,Disney's 101 Dalmatians II - Patch's London Adventure,
Disney's 102 Dalmatians - Puppies to the Rescue (Europe),SLES-03189,Disney's 102 Dalmatians - Puppies to the Rescue,
"Disney's 102 Dalmatians - Puppies to the Rescue (Europe) (Fr,De,Es,It,Nl)",SLES-03191,Disney's 102 Dalmatians - Puppies to the Rescue,
Disney's 102 Dalmatians - Puppies to the Rescue (Europe) (Rev 1),SLES-03189,Disney's 102 Dalmatians - Puppies to the Rescue,
"Disney's 102 Dalmatians - Puppies to the Rescue (Scandinavia) (Sv,No,Da)",SLES-03190,Disney's 102 Dalmatians - Puppies to the Rescue,
Disney's 102 Dalmatians - Puppies to the Rescue (USA),SLUS-01152,Disney's 102 Dalmatians - Puppies to the Rescue,
Disney's Action Game featuring Hercules (Europe),SCES-00891,Disney's Action Game featuring Hercules,
Disney's Action Game met Hercules (Netherlands),SCES-00896,Disney's Action Game met Hercules,
Disney's Action Spel med Herkules (Sweden),SCES-00898,Disney's Action spel med Herkules,
Disneys Action Spil med Herkules (Denmark),SCES-00897,Disneys Action Spil med Herkules,
Disneys Aladdin - Nasiras haemnd (Sweden),SCES-03009,Disneys Aladdin - Nasiras haemnd,
Disneys Aladdin - Nasiras Rache (Germany),SCES-03005,Disneys Aladdin - Nasiras Rache,
Disney's Aladdin in Nasira's Revenge (Europe),SCES-03000,Disney's Aladdin in Nasira's Revenge,
Disney's Aladdin in Nasira's Revenge (USA),SCUS-94569,Disney's Aladdin in Nasira's Revenge,
Disney's Aladdin in Nasira's Wraak (Netherlands),SCES-03002,Disney's Aladdin in Nasira's Wraak,
Disneys Arielle 2 (Germany),SCES-03034,Disneys Arielle 2,
Disneys Atlantis - Das Geheimnis der verlorenen Stadt (Germany),SCES-03538,Disneys Atlantis - Das Geheimnis der verlorenen Stadt,
Disney's Atlantis - De Verzonken Stad (Netherlands),SCES-03535,Disney's Atlantis - De Verzonken Stad,
Disneys Atlantis - Det Forsvundne Rige (Denmark),SCES-03534,Disneys Atlantis - Det Forsvundne Rige,
Disney's Atlantis - En foersvunnen vaerld (Sweden),SCES-03542,Disney's Atlantis - En foersvunnen vaerld,
Disney's Atlantis - The Lost Empire (Australia) (Demo),SCED-03636,Disney's Atlantis - The Lost Empire (Demo),
Disney's Atlantis - The Lost Empire (Europe),SCES-03533,Disney's Atlantis - The Lost Empire,
Disney's Atlantis - The Lost Empire (USA),SCUS-94636,Disney's Atlantis - The Lost Empire,
Disney's Aventura Interactiva - Mulan (Spain),SCES-02007,Disney's Aventura Interactiva - Mulan,Disney's Aventura Interactiva - Conviértete en Protagonista de esta apasionante Aventura
Disney's De Kleine Zeemeermin II (Netherlands),SCES-03235,Disney's De Kleine Zeemeermin II,
Disney's De Leeuwenkoning - Simba's Machtige Avontuur (Netherlands),SLES-03268,Disney's De Leeuwenkoning - Simba's Machtige Avontuur,
Disneys Der Koenig der Loewen - Simbas grosses Abenteuer (Germany),SLES-03270,Disneys Der Koenig der Loewen - Simbas grosses Abenteuer,
Disneys Der Schatzplanet (Germany),SCES-03939,Disneys Der Schatzplanet,
"Disney's Dinosaur (Europe) (En,Nl,Sv,No,Da,Fi)",SLES-02864,Disney's Dinosaur,
Disney's Dinosaur (USA),SLUS-01167,Disney's Dinosaur,
Disney's Dinosaurier (Germany),SLES-02892,Disney's Dinosaurier,
Disney's Donald Duck - Goin' Quackers (Korea),SLPM-88502,Disney's Donald Duck - Goin' Quackers,도날드덕 고인 퀘커스
Disney's Donald Duck - Goin' Quackers (USA),SLUS-01242,Disney's Donald Duck - Goin' Quackers,
"Disney's Donald Duck - Quack Attack (Europe) (En,Fr,De,It)",SLES-03095,Disney's Donald Duck - Quack Attack,
Disney's Donald Duck - Quack Attack (Netherlands),SLES-03098,Disney's Donald Duck - Quack Attack,
"Disney's Donald Duck - Quack Attack (Scandinavia) (Sv,No,Da,Fi)",SLES-03097,Disney's Donald Duck - Quack Attack,
Disneys Ein Koenigreich fuer ein Lama (Germany),SCES-03015,Disneys Ein Koenigreich fuer ein Lama,
Disney's El Rey Leon - Las Aventuras del Poderoso Simba (Spain),SLES-03272,Disney's El Rey Leon - Las Aventuras del Poderoso Simba,
Disneys Et Kongerike for en Lama (Norway),SCES-03017,Disneys Et Kongerike for en Lama,
Disney's Goofy's Fun House (Europe),SLES-03178,Disney's Goofy's Fun House,
Disney's Goofy's Fun House (Germany),SLES-03639,Disney's Goofy's Fun House,
Disney's Goofy's Fun House (USA),SLUS-01209,Disney's Goofy's Fun House,
Disney's Hercules Action Game (USA),SLUS-00529,Disney's Hercules Action Game,
Disney's Hercules Action Game (USA) (Rerelease),SLUS-01029,Disney's Hercules Action Game (Rerelease),
Disneys Hercules Action-Spiel (Germany),SCES-00893,Disneys Hercules Action-Spiel,
Disneys Interaktive Abenteuer - Mulan (Germany),SCES-02005,Disneys Interaktive Abenteuer - Mulan,"Disneys Interaktive Abenteuer - Kreativität, Spielen und Lernen mit einer spannenden Geschichte"
Disney's Keizer Kuzco (Netherlands),SCES-03012,Disney's Keizer Kuzco,
Disneys Kejsarens Nya Stil (Sweden),SCES-03019,Disneys Kejsarens Nya Stil,
Disneys Kejserens Nye Flip (Denmark),SCES-03011,Disneys Kejserens Nye Flip,
Disneys Lilo & Stitch - Ballade pa Hawaii! (Denmark),SCES-03879,Disneys Lilo & Stitch - Ballade pa Hawaii!,
Disney's Lilo & Stitch - Heisa op Hawai (Netherlands),SCES-03876,Disney's Lilo & Stitch - Heisa op Hawai,
Disneys Lilo & Stitch - Hula Baluba! (Norway),SCES-03880,Disneys Lilo & Stitch - Hula Baluba!,
Disney's Lilo & Stitch - Trouble in Paradise (Europe),SCES-03871,Disney's Lilo & Stitch - Trouble in Paradise,
Disney's Lilo & Stitch - Trouble in Paradise (Europe) (Beta) (2002-04-09),SCES-03871,Disney's Lilo & Stitch - Trouble in Paradise,
Disneys Lilo & Stitch - Trubbel i Paradiset (Sweden),SCES-03878,Disneys Lilo & Stitch - Trubbel i Paradiset,
Disneys Lilo & Stitch - Zoff auf Hawaii (Germany),SCES-03873,Disneys Lilo & Stitch - Zoff auf Hawaii,
Disney's Lilo & Stitch (USA),SCUS-94646,Disney's Lilo & Stitch,
Disney's Mulan - Story Studio (Europe),SCES-01695,Disney's Mulan - Story Studio,
Disney's Party mit Winnie Puuh (Germany),SCES-03745,Disney's Party mit Winnie Puuh,
Disney's Party Time with Winnie the Pooh (Europe),SCES-03705,Disney's Party Time with Winnie the Pooh,
Disney's Peter Pan - Adventures in Never Land (Europe),SCES-03707,Disney's Peter Pan - Adventures in Never Land,
Disney's Peter Pan - Adventures in Never Land (Europe) (Demo),SCED-03883,Disney's Peter Pan - Adventures in Never Land (Demo),
Disneys Peter Pan - Aeventyr i landet Ingenstans (Sweden),SCES-03716,Disneys Peter Pan - Aeventyr i landet Ingenstans,
Disney's Peter Pan - Avonturen in Nooitgedachtland (Netherlands),SCES-03709,Disney's Peter Pan - Avonturen in Nooitgedachtland,
Disneys Peter Pan - Eventyr i Drommeland (Norway),SCES-03714,Disneys Peter Pan - Eventyr i Drommeland,
Disneys Peter Pan - Eventyr pa Onskeoen (Denmark),SCES-03708,Disneys Peter Pan - Eventyr pa Onskeoen,
Disneys Peter Pan - Rueckkehr nach Nimmerland (Germany),SCES-03712,Disneys Peter Pan - Rueckkehr nach Nimmerland,
Disney's Piratenplaneet - De Schat van Kapitein Flint (Netherlands),SCES-03942,Disney's Piratenplaneet - De Schat van Kapitein Flint,
Disneys Plys' Spil-og-Leg-Sted (Denmark),SCES-03747,Disneys Plys' Spil-og-Leg-Sted,
Disney's Pooh's Party Game - In Search of the Treasure (USA),SLUS-01437,Disney's Pooh's Party Game - In Search of the Treasure,
Disneys Skatteplaneten (Denmark),SCES-03944,Disneys Skatteplaneten,
Disneys Skattkammarplaneten (Sweden),SCES-03943,Disney's Skattkammarplaneten,
Disney's Spelen met Winnie de Poeh en zijn Vriendjes! (Netherlands),SCES-03746,Disney's Spelen met Winnie de Poeh en zijn Vriendjes!,
Disney's Story Studio - Mulan (USA),SLUS-01038,Disney's Story Studio - Mulan,
Disneys Tarzan (Denmark),SCES-02181,Disneys Tarzan,
Disney's Tarzan (Europe),SCES-01431,Disney's Tarzan,
Disneys Tarzan (Germany),SCES-01517,Disneys Tarzan,
Disney's Tarzan (Japan),SLPM-86383,Disney's Tarzan,ターザン
Disney's Tarzan (Netherlands),SCES-02185,Disney's Tarzan,
Disney's Tarzan (Netherlands) (EDC),SCES-02185,Disney's Tarzan,
Disneys Tarzan (Norway),SCES-02183,Disneys Tarzan,
Disneys Tarzan (Sweden),SCES-02182,Disneys Tarzan,
Disney's Tarzan (USA),SCUS-94456,Disney's Tarzan,
Disney's Tarzan (USA) (Rerelease),SLUS-01537,Disney's Tarzan (Rerelease),
Disney's The Emperor's New Groove (Europe),SCES-03010,Disney's The Emperor's New Groove,
Disney's The Emperor's New Groove (USA),SCUS-94571,Disney's The Emperor's New Groove,
Disney's The Lion King - Simba's Mighty Adventure (Europe),SLES-03267,Disney's The Lion King - Simba's Mighty Adventure,
Disney's The Lion King - Simba's Mighty Adventure (USA),SLUS-01282,Disney's The Lion King - Simba's Mighty Adventure,
Disney's The Little Mermaid II (Europe),SCES-03032,Disney's The Little Mermaid II,
Disney's The Little Mermaid II (USA),SLUS-01286,Disney's The Little Mermaid II,
Disneys Tigerdyrets honningjagt (Denmark),SLES-03261,Disneys Tigerdyrets honningjagt,
Disney's Tigger's Honey Hunt (Europe),SLES-03179,Disney's Tigger's Honey Hunt,
Disneys Tiggers Honigjagd (Germany),SLES-03257,Disneys Tiggers Honigjagd,
Disney's Treasure Planet (Europe),SCES-03937,Disney's Treasure Planet,
Disney's Treasure Planet (Europe) (Beta) (2002-08-01),SCES-03937,Disney's Treasure Planet,
Disney's Treasure Planet (USA),SCUS-94647,Disney's Treasure Planet,
Disney's Verhalenstudio - Mulan (Netherlands),SCES-02264,Disney's Verhalenstudio - Mulan,
Disney's Winnie L'Ourson - C' Est La Recre! (France),SCES-03706,Disney's Winnie L'Ourson - C' Est La Recre!,
Disney's Winnie the Pooh - Kindergarten (USA),SLUS-01513,Disney's Winnie the Pooh - Kindergarten,
Disney's Winnie the Pooh - Preschool (USA),SLUS-01514,Disney's Winnie the Pooh - Preschool,
Disruptor (Europe),SLES-00535,Disruptor,
Disruptor (Europe) (Demo),SLED-00594,Disruptor (Demo),
Disruptor (France),SLES-00564,Disruptor,
Disruptor (Germany),SLES-00565,Disruptor,
Disruptor (Japan),SLPS-00804,Disruptor,ディスラプター
Disruptor (USA),SLUS-00224,Disruptor,
"Diver's Dream (Europe) (En,Fr,De)",SLES-01535,Diver's Dream,
"Diver's Dream (Europe) (En,Fr,De) (Beta) (1999-03-01)",SLES-01535,Diver's Dream,
"Divide, The - Enemies Within (USA)",SLUS-00317,The Divide - Enemies Within,
Dodgem Arena (Europe),SLES-01082,Dodgem Arena,
DoDonPachi (Japan) (Demo),SLPM-80286,DoDonPachi (Demo),怒首領蜂
DoDonPachi (Japan) (Rev 1),SLPS-01364,DoDonPachi,怒首領蜂
"Dog Master, The (Japan)",SLPM-87252,The Dog Master,ザ・ドッグ　マスター
"Dog Master, The (Japan) (Shokai Genteiban)",SLPM-87175,The Dog Master (Shokai Genteiban),ザ・ドッグ　マスター
Dokapon! Ikari no Tekken (Japan),SLPS-01559,Dokapon! Ikari no Tekken,ドカポン！　～怒りの鉄剣～
Dokapon! Ikari no Tekken (Japan) (Demo),SLPM-80294,Dokapon! Ikari no Tekken (Demo),ドカポン！　～怒りの鉄剣～
Dokapon! Ikari no Tekken (Japan) (Rev 1),SLPS-91190,Dokapon! Ikari no Tekken,ドカポン！　～怒りの鉄剣～
Dokapon! Ikari no Tekken (Japan) (Rev 2),SLPS-91190,Dokapon! Ikari no Tekken,ドカポン！　～怒りの鉄剣～
Doki Doki On Air (Japan),SLPS-01454,Doki Doki On Air,ドキドキＯＮ　ＡＩＲ
Doki Doki On Air 2 (Japan),SLPS-01942,Doki Doki On Air 2,どきどき　ＯＮ　ＡＩＲ　２
Doki Doki Poyatchio!! (Japan),SLPS-01573,Doki Doki Poyatchio!!,どきどきポヤッチオ
Doki Doki Poyatchio!! (Japan) (Demo),SLPM-80285,Doki Doki Poyatchio!! (Demo),どきどきポヤッチオ
Doki Doki Pretty League - Lovely Star (Japan),SLPS-02673,Doki Doki Pretty League - Lovely Star,ドキ・ドキ・プリティ・リーグ　－Ｌｏｖｅｌｙ　Ｓｔａｒ－
Doki Doki Pretty League - Nekketsu Otome Seishunki (Japan) (Disc 1),SLPS-01507,Doki Doki Pretty League - Nekketsu Otome Seishunki (Disc 1),ドキドキプリティリーグ　熱血乙女青春記 (DISC 1)
Doki Doki Pretty League - Nekketsu Otome Seishunki (Japan) (Disc 2),SLPS-01508,Doki Doki Pretty League - Nekketsu Otome Seishunki (Disc 2),ドキドキプリティリーグ　熱血乙女青春記 (DISC 2)
Doki Doki Pretty League - Nekketsu Otome Seishunki (Japan) (Disc 3),SLPS-01509,Doki Doki Pretty League - Nekketsu Otome Seishunki (Disc 3),ドキドキプリティリーグ　熱血乙女青春記 (DISC 3)
Doki Doki Pretty League (Japan),SLPS-00756,Doki Doki Pretty League,ドキドキプリティリーグ
Doki Doki Pretty League (Japan) (Shokai Genteiban),SLPS-00513,Doki Doki Pretty League (Shokai Genteiban),ドキ・ドキ・プリティ・リーグ
Doki Doki Shutter Chance - Koi no Puzzle o Kumitatete (Japan),SLPS-01038,Doki Doki Shutter Chance - Koi no Puzzle o Kumitatete,どきどきシャッター・チャンス　～恋のパズルを組み立てて～
Doki Doki Shutter Chance - Koi no Puzzle o Kumitatete (Japan) (Major Wave),SLPM-86988,Doki Doki Shutter Chance - Koi no Puzzle o Kumitatete (Major Wave),どきどきシャッター・チャンス　～恋のパズルを組み立てて～
Dokiou-ki (Japan),SLPS-00130,Dokiou Ki,
Doko Demo Hamster - Bi! Click Tankentai (Japan),SLPS-03356,Doko Demo Hamster - Bi! Click Tanken-tai,
Doko Demo Hamster 2 (Japan),SLPS-02819,Doko Demo Hamster 2,どこでもハムスター２（ちゅ～）
Doko Demo Hamster 4 - Doki Doki Sugoroku Daibouken! (Japan),SLPS-03250,Doko Demo Hamster 4 - Doki Doki Sugoroku Daibouken!,どこでもハムスター４　ドキドキすごろく大冒険！
Doko Demo Issho (Japan),SCPS-10092,Doko Demo Issho,どこでもいっしょ
Doko Demo Issho (Japan) (Calpis Water Version),SCPM-85006,Doko Demo Issho (Calpis Water Version),どこでもいっしょ　カルピスウォーターバージョン
Doko Demo Issho (Japan) (Demo 1),PCPX-96152,Doko Demo Issho (Demo),
Doko Demo Issho (Japan) (Demo 2),PAPX-90086,Doko Demo Issho (Demo 2),どこでもいっしょ
Doko Demo Issho (Japan) (Rev 1),SCPS-10142,Doko Demo Issho,どこでもいっしょ
Doko Demo Issho (Japan) (Rev 1),SCPS-91212,,
Doko made mo Aoku... (Japan),SLPS-03393,Dokomademo Aoku...,
Doko made mo Aoku... (Japan) (Shokai Genteiban),SLPS-03388,Doko made mo Aoku...,どこまでも青く…。
Dolphin's Dream (Japan),SLPM-86122,Dolphin's Dream,ドルフィンズドリーム
Dome no Yabou 2 - The Race of Champions (Japan),SLPS-01478,Dome no Yabou 2 - The Race of Champions,童夢の野望２　Ｔｈｅ　Ｒａｃｅ　ｏｆ　Ｃｈａｍｐｉｏｎｓ
Dome no Yabou 2 - The Race of Champions (Japan),SLPS-02753,,
Domino-kun o Tomenai de. (Japan),SLPS-01095,Domino-kun o Tomenaide,
DonPachi (Japan),SLPS-00548,DonPachi,首領蜂
DonPachi (Japan) (Cyclone's Best),SLPM-86855,DonPachi (Cyclone's Best),首領蜂
Doom (Europe),SLES-00132,Doom,
Doom (Europe) (EDC),SLES-00132,Doom,
Doom (Europe) (One Level Demo Disc),SLES-00157,Doom (One Level Demo Disc),
Doom (Japan),SLPS-00308,Doom,ドゥーム
Doom (USA),SLUS-00077,Doom,
Doom (USA) (Rev 1),SLUS-00077,Doom,
Doraemon - Nobita to Fukkatsu no Hoshi (Japan),SLPS-01726,Doraemon - Nobita to Fukkatsu no Hoshi,ドラえもん　～のび太と復活の星～
Doraemon 2 - SOS! Otogi no Kuni (Japan),SLPS-00628,Doraemon 2 - SOS! Otogi no Kuni,ドラえもん２　～ＳＯＳ！おとぎの国～
Doraemon 3 - Makai no Dungeon (Japan),SLPS-03076,Doraemon 3 - Makai no Dungeon,ドラえもん３　魔界のダンジョン
Dosukoi Densetsu (Japan),SLPS-01984,Dosukoi Densetsu,どすこい伝説
Dotchi de Ball! (Japan),SLPS-01362,Dotchi de Ball!,ドッチＤＥボール！
Dotchi Mecha! (Japan),SCPS-10129,Dotchi Mecha!,ドッチメチャ！
Dotsubo-chan (Japan),SLPS-02891,Dotsubo-chan,どつぼちゃん
Double Dragon (Japan),SLPS-00191,Double Dragon,ダブルドラゴン
Double Impact - Double Life (Europe) (Games) (Demo),SCED-02257,Double Life (Demo),
Doubutsu Chara Navi Uranai 2 - Kosei Shinrigaku + Ren'ai Uranai Puzzle (Japan),SLPS-03526,Doubutsu Chara Navi Uranai 2 - Kosei Shinrigaku + Ren'ai Uranai Puzzle,動物キャラナビ占い２　個性心理學　＋　恋愛占いパズル
Douga de Puzzle da! Puppukupuu (Japan),SLPS-00077,Douga de Puzzle da! Puppukupuu,動画でパズルだ！プップクプー
Doukyuu - Billiard Master (Japan),SLPS-01385,Doukyuu - Billiard Master,撞球　ビリヤー・ドマスター
Doukyuu - Billiard Master (Japan),SLPS-02363,,
Doukyuu Re-mix - Billiards Multiple (Japan),SLPS-02011,Doukyuu re-mix - Billiards Multiple,撞球ｒｅ－ｍｉｘ　ビリヤードマルチプル
Doukyuusei 2 (Japan),SLPS-00691,Doukyuusei 2,同級生２
Doukyuusei 2 (Japan) (Extra Box),SLPS-00690,Doukyuusei 2 (Extra Box),同級生２　ＥＸＴＲＡＢＯＸ
Doukyuusei Mahjong (Japan),SLPS-00673,Doukyuusei Mahjong,同級生麻雀
Doukyuusei Mahjong (Japan) (Best Wing 2800),SLPM-86469,Doukyuusei Mahjong (Best Wing 2800),同級生麻雀
Downhill Snow (Japan),SLPS-01391,Downhill Snow,ダウンヒル　スノー
Dr. Rin ni Kiite Mite! Koi no Happy Four Seasons (Japan),SLPM-87171,Dr. Rin ni Kiite Mite! Koi no Happy Four Seasons,Ｄｒ．リンにきいてみて！　恋のハッピーフォーシーズン
Dr. Slump (Japan),SLPS-01934,Dr. Slump,Ｄｒ．スランプ
Dracula - A Ressurreicao (Portugal) (Disc 1),SLES-02762,Dracula - A Ressurreicao (Disc 1),
Dracula - A Ressurreicao (Portugal) (Disc 2),SLES-12762,Dracula - A Ressurreicao (Disc 2),
Dracula - La Risurrezione (Italy) (Disc 1),SLES-02761,Dracula - La Risurrezione (Disc 1),
Dracula - La Risurrezione (Italy) (Disc 2),SLES-12761,Dracula - La Risurrezione (Disc 2),
Dracula - Resurreccion (Spain) (Disc 1),SLES-02760,Dracula - Resurreccion (Disc 1),
