Scene Release,File Name,Game Title,Product Number,Redump Serial 1,Redump Serial 2,Redump Serial 3,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
Redump,Jinsei Game for Dreamcast (Japan),JINSEIGAME FOR DREAMCAST,T10301M,T-10301M,,,V1.001,20000417,Japan/Asia,SEGA LC-T-103,SEGA SEGAKATANA,SEGA ENTERPRISES,89F8,GD-ROM1/1,J,0199800,1ST_READ.BIN
Redump,Jissen Pachi-Slot Hisshouhou! @ VP@CHI - Kongdom (Japan),JISSEN PACHISLOT HISSYOUHOU VPACHI KONGDOM,T18802M,T-18801M,,,V1.004,20000830,Japan/Asia,SEGA LC-T-188,SEGA SEGAKATANA,SEGA ENTERPRISES,8E33,GD-ROM1/1,J,0799A00,1ST_READ.BIN
Redump,JoJo's Bizarre Adventure (Europe),JOJO S BIZARRE ADVENTURE,T7007D  50,T-7007D-50,,,V1.001,20000225,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,2BBC,GD-ROM1/1,E,01BBA00,1ST_READ.BIN
Redump,JoJo's Bizarre Adventure (USA),JOJO S BIZARRE ADVENTURE,T1206N,T-1206N,,,V1.001,20000225,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,482C,GD-ROM1/1,U,01BBA00,1ST_READ.BIN
Redump,Jojo no Kimyou na Bouken - Mirai e no Isan (Japan) (Tentou Taikenban),JOJO,6107357,610-7357,,,V1.002,19991003,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,29FB,GD-ROM1/1,J,01BB000,1ST_READ.BIN
Redump,Jojo no Kimyou na Bouken - Mirai e no Isan (Japan),JOJO,T1205M,T-1205M,,,V1.001,19991028,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,3549,GD-ROM1/1,J,21BBA00,1ST_READ.BIN
Redump,Jojo no Kimyou na Bouken - Mirai e no Isan for Matching Service (Japan),JOJO,T1231M,T-1231M,,,V1.000,20000906,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,E719,GD-ROM1/1,J,21BBA10,1ST_READ.BIN
Redump,July (Japan) (Rev A),July,T35401M,T-35401M,,,V2.000,19981125,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,761E,GD-ROM1/1,J,0019800,1ST_READ.BIN
Redump,July (Japan),July,T35401M,T-35401M,,,V1.001,19981026,Japan/Asia,SEGA LC-T-354,SEGA SEGAKATANA,SEGA ENTERPRISES,88ED,GD-ROM1/1,J,0019800,1ST_READ.BIN
Redump,KISS Psycho Circus - The Nightmare Child (Europe),KISS PSYCHO CIRCUS THE NIGHTMARE CHILD,T40506D 50,T-40506D-50,,,V1.100,20001207,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,5A0E,GD-ROM1/1,E,0799911,0WINCEOS.BIN
Redump,KISS Psycho Circus - The Nightmare Child (USA),KISS PSYCHO CIRCUS THE NIGHTMARE CHILD,T41901N,T-41901N,,,V1.000,20001018,USA/Canada,SEGA LC-T-419,SEGA SEGAKATANA,SEGA ENTERPRISES,E7A5,GD-ROM1/1,U,0799911,0WINCEOS.BIN
Redump,Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 1),KAENSEIBO,T42802M,T-42802M,,,V1.004,20010701,Japan/Asia,SEGA LC-T-428,SEGA SEGAKATANA,SEGA ENTERPRISES,A6D4,GD-ROM1/2,J,0799810,1_KAEN.BIN
Redump,Kaen Seibo - The Virgin on Megiddo (Japan) (Disc 2),KAENSEIBO,T42802M,T-42802M,,,V1.004,20010701,Japan/Asia,SEGA LC-T-428,SEGA SEGAKATANA,SEGA ENTERPRISES,A6D4,GD-ROM2/2,J,0799810,1_KAEN.BIN
Redump,Kaitou Apricot (Japan),APRICOT,T37910M,T-37910M,,,V1.006,20030201,Japan/Asia,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,9E60,GD-ROM1/1,J,0799811,0WINCEOS.BIN
Redump,Kanon (Japan),KANON,T20105M,T-20105M,,,V1.005,20000808,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,F1D8,GD-ROM1/1,J,0799810,1ST_READ.BIN
Redump,Kao the Kangaroo (Europe) (Demo),THIS IS A SAMPLE DISK FOR USE INTHE OFFICE ONLY / DO NOT SELL / DO NOT CARRY OUT FROM THE OFFICE,T0000M,952-0100-50,,,V0.800,20000704,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,7007,GD-ROM1/1,JUE,0799A10,1ST_READ.BIN
Redump,"Kao the Kangaroo (Europe) (En,Fr,De,Es,It)",KAO THE KANGAROO,T22902D 50,T-22902D-50,,,V1.001,20001018,Europe,SEGA LC-T-229,SEGA SEGAKATANA,SEGA ENTERPRISES,0206,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,"Kao the Kangaroo (USA) (En,Es)",KAO THE KANGAROO,T22903N,T-22903N,,,V1.002,20001031,USA/Canada,SEGA LC-T-229,SEGA SEGAKATANA,SEGA ENTERPRISES,3C9C,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Redump,Karat DC-you - Pro Action Replay (Japan) (Unl),DATEL,HDR-0030,,,,V1.060,19990722,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F20E,DATEL HDR,JUE,2799810,WWWXXXXX.TXT
Redump,Karat DC-you - Pro Action Replay 2 (Japan) (Unl),DATEL,HDR-0030,KRT DCPAR2,,,V1.060,19990722,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F20E,DATEL HDR,JUE,2799810,WWWXXXXX.TXT
Redump,Karat DC-you - Pro Action Replay DC PAR - Sampler - Nyuumon-hen (Japan) (Unl),DATEL,HDR-0030,KRT-SDC01,,,V1.060,19990722,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F20E,DATEL HDR,JUE,2799810,WWWXXXXX.TXT
Redump,Karous (Japan),KAROUS,T47803M,T-47803M,,,V1.003,20070117,Japan/Asia,SEGA LC-T-478,SEGA SEGAKATANA,SEGA ENTERPRISES,88BE,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Redump,Kaze no Uta (Japan),KAZE NO UTA,T47501M,T-47501M,,,V1.007,20040311,Japan/Asia,SEGA LC-T-475,SEGA SEGAKATANA,SEGA ENTERPRISES,231D,GD-ROM1/1,J,0799810,0.BIN
Redump,Kidou Senkan Nadesico - Nadesico the Mission (Japan),NADESICO THE MISSION,T27901M,T-27901M,,,V1.003,19990717,Japan/Asia,SEGA LC-T-279,SEGA SEGAKATANA,SEGA ENTERPRISES,BB05,GD-ROM1/1,J,0799810,1ST_READ.BIN
Redump,Kidou Senkan Nadesico - Nadesico the Mission - Special Disc (Japan) (Demo),NADESICO THE MISSION TAIKENBAN,6107183,610-7183,,,V1.001,19990714,Japan/Asia,SEGA LC-T-279,SEGA SEGAKATANA,SEGA ENTERPRISES,99C7,GD-ROM1/1,J,0799810,1ST_READ.BIN
Redump,Kidou Senshi Gundam - Gihren no Yabou - Zeon no Keifu (Japan) (Disc 1) (Earth Federation Disc),KIDOUSENSHI GUNDAM GIHREN NO YABO ZEON NO KEIFU,T13305M,T-13305M,,,V1.002,20000604,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,657F,GD-ROM1/2,J,0799810,1ST_READ.BIN
Redump,Kidou Senshi Gundam - Gihren no Yabou - Zeon no Keifu (Japan) (Disc 2) (Zeon Disc),KIDOUSENSHI GUNDAM GIHREN NO YABO ZEON NO KEIFU,T13305M,T-13305M,,,V1.002,20000605,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,657F,GD-ROM2/2,J,0799810,1ST_READ.BIN
Redump,Kidou Senshi Gundam - Renpou vs. Zeon & DX (Japan) (Disc 1) (Kidou Senshi Gundam - Renpou vs. Zeon),MOBILE SUIT GUNDAM THE EARTH FEDERATION VS. THE PRINCIPALITY OF ZEON AND DX,T13306M,T-13306M,,,V1.000,20020221,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,3DC7,GD-ROM1/2,J,27BBA10,1ST_READ.BIN
Redump,Kidou Senshi Gundam - Renpou vs. Zeon & DX (Japan) (Disc 2) (Kidou Senshi Gundam - Renpou vs. Zeon DX),MOBILE SUIT GUNDAM THE EARTH FEDERATION VS. THE PRINCIPALITY OF ZEON AND DX,T13306M,T-13306M,,,V1.000,20020221,Japan/Asia,SEGA LC-T-133,SEGA SEGAKATANA,SEGA ENTERPRISES,3DC7,GD-ROM2/2,J,27BBA10,1ST_READ.BIN
Redump,Kimi ga Nozomu Eien (Japan),KIMIGA NOZOMU EIEN,T47101M,T-47102M,,,V1.001,20020816,Japan/Asia,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,4676,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Redump,Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan) (2001-nen Taiouban),SEAMAN THE FORBIDEN PEST 2001,T39406M,T-39405M,,,V2.000,20000711,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,496D,GD-ROM1/1,J,0799C10,1ST_READ.BIN
Redump,Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan) (Rev A),SEAMAN,T39401M,T-39401M,,,V2.000,19990802,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,60D0,GD-ROM1/1,J,0799C10,1ST_READ.BIN
Redump,Kindan no Pet - Seaman - Gasse Hakase no Jikken-tou (Japan),SEAMAN,T39401M,T-39402M,,,V1.005,19990705,Japan/Asia,SEGA LC-T-394,SEGA SEGAKATANA,SEGA ENTERPRISES,DEA7,GD-ROM1/1,J,0799C10,1ST_READ.BIN
Redump,"King of Fighters '99, The - Evolution (Japan)",THE KING OF FIGHTERS 99 EVOLUTION,T3102M,T-3102M,,,V1.002,20000214,Japan/Asia,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,CD1B,GD-ROM1/1,J,01BB200,1ST_READ.BIN
Redump,"King of Fighters 2000, The (Japan)",THE KING OF FIGHTERS 2000,T47303M,T-47303M,,,V1.003,20020701,Japan/Asia,SEGA LC-T-473,SEGA SEGAKATANA,SEGA ENTERPRISES,4C41,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
Redump,"King of Fighters 2001, The (Japan)",THE KING OF FIGHTERS 2001,T47304M,T-47304M,,,V1.006,20021121,Japan/Asia,SEGA LC-T-473,SEGA SEGAKATANA,SEGA ENTERPRISES,3559,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
Redump,"King of Fighters 2002, The (Japan) (En,Ja)",THE KING OF FIGHTERS 2002,T47305M,T-47305M,,,V1.008,20030520,Japan/Asia,SEGA LC-T-473,SEGA SEGAKATANA,SEGA ENTERPRISES,0CDE,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
Redump,"King of Fighters, The - Dream Match 1999 (Japan) (En,Ja,Es,Pt)",THE KING OF FIGHTERS DREAM MATCH 1999,T3101M,T-3101M,,,V1.004,19990514,Japan/Asia,SNK LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,A842,GD-ROM1/1,J,01BB800,1ST_READ.BIN
Redump,"King of Fighters, The - Dream Match 1999 (USA) (En,Ja,Es,Pt)",THE KING OF FIGHTERS DREAM MATCH 1999,T3101N,T-3101N,,,V1.004,19990831,USA/Canada,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,D0B8,GD-ROM1/1,U,01BB800,1ST_READ.BIN
Redump,"King of Fighters, The - Evolution (USA) (En,Ja,Es,Pt)",THE KING OF FIGHTERS EVOLUTION,T44302N,T-44302N,,,V1.000,20001023,USA/Canada,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,9807,GD-ROM1/1,U,01BBA00,1ST_READ.BIN
Redump,Kita e. Photo Memories (Japan),KITAHE PHOTO MEMORIES,T14306M,T-14306M,,,V1.000,19990623,Japan/Asia,SEGA LC-T-143,SEGA SEGAKATANA,SEGA ENTERPRISES,4DC1,GD-ROM1/1,J,0199800,1ST_READ.BIN
Redump,Kita e. White Illumination (Japan),KITAE WHITE ILLUMINATION,T14301M,T-14301M,,,V2.002,19990305,Japan/Asia,SEGA LC-T-143,SEGA SEGAKATANA,SEGA ENTERPRISES,AAEC,GD-ROM1/1,J,0199801,0WINCEOS.BIN
Redump,Kita e. White Illumination - Pure Songs and Pictures (Japan),KITAHE_WHITE_ILLUMINATION,HDR-0030,ZMCZ-656,,,V1.040,19990625,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,946C,MIL CD1/1,J,2799800,1MILSFD.BIN
Redump,Kitahei Gold (Japan),KITAHEI GOLD,T39801M,T-39801M,,,V1.007,19991013,Japan/Asia,SEGA LC-T-398,SEGA SEGAKATANA,SEGA ENTERPRISES,F012,GD-ROM1/1,J,2799811,0WINCEOS.BIN
Redump,Kiteretsu Boy's Gangagan (Japan),KITERETSU BOYS,HDR-0064,HDR-0064,,,V1.010,20000323,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3506,GD-ROM1/1,J,0799C10,1ST_READ.BIN
Redump,Konohana - True Report (Japan),KONOHANA TRUEREPORT,T9905M,T-9905M,,,V1.000,20010115,Japan/Asia,SEGA LC-T-99,SEGA SEGAKATANA,SEGA ENTERPRISES,64E5,GD-ROM1/1,J,0199A00,1ST_READ.BIN
Redump,Konohana 2 - Todokanai Requiem (Japan),KONOHANA2,T9906M,T-9906M,,,V1.002,20020917,Japan/Asia,SEGA LC-T-99,SEGA SEGAKATANA,SEGA ENTERPRISES,4138,GD-ROM1/1,J,0199A00,1ST_READ.BIN
Redump,Kuon no Kizuna - Sairinshou (Japan) (Rev A),KUONNOKIZUNA SAIRINSYO,T36701M,T-36701M,,,V2.000,20000424,Japan/Asia,SEGA LC-T-367,SEGA SEGAKATANA,SEGA ENTERPRISES,3418,GD-ROM1/1,J,0199A10,0.BIN
Redump,Kuon no Kizuna - Sairinshou (Japan),KUONNOKIZUNA SAIRINSYO,T36701M,T-36701M,,,V1.002,20000404,Japan/Asia,SEGA LC-T-367,SEGA SEGAKATANA,SEGA ENTERPRISES,FA88,GD-ROM1/1,J,0199A10,0.BIN
Redump,L.O.L. - Lack of Love (Japan),L.O.L.,T2106M,,,,V1.001,20000808,Japan/Asia,SEGA LC-T-21,SEGA SEGAKATANA,SEGA ENTERPRISES,5E50,GD-ROM1/1,J,0619800,101.BIN
Redump,Lake Masters Pro - Dreamcast Plus! (Japan),LAKEMASTERSPRO DREAMCAST PLUS,T42401M,,,,V1.002,20000218,Japan/Asia,SEGA LC-T-424,SEGA SEGAKATANA,SEGA ENTERPRISES,B01F,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Redump,Langrisser Millennium (Japan),LANGRISSER MILLENNIUM,T2501M,,,,V1.003,19990921,Japan/Asia,SEGA LC-T-25,SEGA SEGAKATANA,SEGA ENTERPRISES,8BFC,GD-ROM1/1,J,0599800,1ST_READ.BIN
Redump,"Last Blade 2, The - Heart of the Samurai (USA)",THE LAST BLADE 2,T44305N,,,,V1.002,20010624,USA/Canada,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,91F8,GD-ROM1/1,U,07BBA00,1ST_READ.BIN
Redump,Last Hope (Europe) (Unl),LASTHOPE,NGDT-DC300,,,,V1.000,20061118,"Japan/Asia, USA/Canada, Europe",NG:DEV.TEAM,SEGA SEGAKATANA,SEGA ENTERPRISES,E314,CD-ROM1/1,JUE,0001011,1ST_READ.BIN
Redump,Last Hope - Pink Bullets (Europe) (Unl),LAST HOPE PINK BULLETS,NGDT300P,,,,V1.000,20090609,"Japan/Asia, USA/Canada, Europe",NG:DEV.TEAM,SEGA SEGAKATANA,SEGA ENTERPRISES,3678,CD-ROM1/1,JUE,0001011,1ST_READ.BIN
Redump,"Le Mans 24 Hours (Europe) (En,Fr,De,Es,It)",LE MANS 24 HOURS,T15111D 50,,,,V1.000,20001108,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,F1D1,GD-ROM1/1,E,0181A10,1ST_READ.BIN
Redump,Le Mans 24 Hours (Japan),LE MANS 24 HOURS,HDR-0149,,,,V1.000,20010216,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5EC7,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Redump,Legacy of Kain - Soul Reaver (Europe),SOUL REAVER,T36802N,,,,V1.000,19991220,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,D2AD,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,Legacy of Kain - Soul Reaver (France),SOUL REAVER,T36802N,,,,V1.000,19991220,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,D2AD,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,Legacy of Kain - Soul Reaver (Germany),SOUL REAVER,T36802N,,,,V1.000,19991220,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,D2AD,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,Legacy of Kain - Soul Reaver (Italy),SOUL REAVER,T36802N,,,,V1.000,19991220,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,D2AD,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,Legacy of Kain - Soul Reaver (Spain),SOUL REAVER,T36802N,,,,V1.000,19991220,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,D2AD,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,Legacy of Kain - Soul Reaver (USA),SOUL REAVER,T36802N,,,,V1.000,19991220,USA/Canada,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,D2AD,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Redump,Leona's Tricky Adventures (Europe) (Unl),DUX,T0000,,,,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",HUCAST.net,SEGA SEGAKATANA,SEGA ENTERPRISES,B6D8,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
Redump,"Looney Tunes - Space Race (Europe) (En,Fr,De,Es,It,Nl)",LOONEY TUNES SPACE RACE,T15108D,,,,V1.001,20000928,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,DA33,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,"Looney Tunes - Space Race (USA) (En,Fr,Es)",LOONEY TUNES SPACE RACE,T15116N,,,,V1.000,20001002,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,0EDC,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Redump,Love Hina - Smile Again (Japan),LOVEHINA2,HDR-0139,,,,V1.001,20010206,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,521C,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Redump,Love Hina - Totsuzen no Engage Happening (Japan),LOVEHINA,HDR-0102,,,,V1.006,20000808,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,978F,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Redump,MDK2 (Europe) (Beta) (2000-03-05),MDK2,T12501D 05,,,,V1.000,20000305,Europe,SEGA LC-T-125,SEGA SEGAKATANA,SEGA ENTERPRISES,B616,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,"MDK2 (Europe) (En,Fr,De,Es,It)",MDK2,T12501D 50,,,,V1.002,20000419,Europe,SEGA LC-T-125,SEGA SEGAKATANA,SEGA ENTERPRISES,A74D,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,MDK2 (USA),MDK2,T12502N,,,,V1.100,20000315,USA/Canada,SEGA LC-T-125,SEGA SEGAKATANA,SEGA ENTERPRISES,1E75,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Redump,MP3 DC - Use MP3 Audio CD's on Your Dreamcast (Europe) (Unl),MP3 Pal English,FCD,,,,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",FCD,SEGA SEGAKATANA,SEGA ENTERPRISES,F39F,FCD,JUE,E000F10,MP3.BIN
Redump,MP3 DC - Use MP3 Audio CD's on Your Dreamcast (USA) (Unl) (Pelican Accessories),XploderDC English,FCD,,,,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",FCD,SEGA SEGAKATANA,SEGA ENTERPRISES,F39F,FCD,JUE,E000F10,MP3.BIN
Redump,MP3 DC - Use MP3 Audio CD's on Your Dreamcast (USA) (Unl),MP3 NTSC version,FCD,,,,V1.000,20000627,"Japan/Asia, USA/Canada, Europe",FCD,SEGA SEGAKATANA,SEGA ENTERPRISES,F39F,FCD,JUE,E000F10,MP3.BIN
Redump,"MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es) (Rev A)",METROPOLIS STREET RACER,MK-5102250,,,,V1.002,20001020,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,11EC,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Redump,"MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es) (Rev B)",METROPOLIS STREET RACER,MK-5102250,,,,V1.009,20001121,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,A087,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Redump,"MSR - Metropolis Street Racer (Europe) (En,Fr,De,Es)",METROPOLIS STREET RACER,MK-5102250,,,,V1.001,20001010,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,218F,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Redump,MSR - Metropolis Street Racer (USA),METROPOLIS STREET RACER,MK-51012,,,,V1.010,20001130,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,F121,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Redump,MSR Opel Challenge (Europe) (Beta) (1999-05-19),THIS IS A SAMPLE DISK FOR USE IN THE OFFICE ONLY  DO NOT SELL   DO NOT CARRY OUT FROM THE OFFICE,MK0001,,,,V0.800,19990519,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,9F00,GD-ROM1/1,JUE,0799810,1ST_READ.BIN
Redump,MTV Sports - Skateboarding featuring Andy Macdonald (Europe),MTV SPORTS SKATEBOARDING,T10001D 50,,,,V1.002,20001019,Europe,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,1141,GD-ROM1/1,E,0799800,1ST_READ.BIN
Redump,MTV Sports - Skateboarding featuring Andy Macdonald (USA),MTV SPORTS SKATEBOARDING,T10004N,,,,V1.002,20000920,USA/Canada,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,4EFF,GD-ROM1/1,U,0799800,1ST_READ.BIN
Redump,Maboroshi Tsukiyo (Japan) (Taikenban),MABOROSI TUKIYO,6107186,,,,V1.001,19990713,Japan/Asia,SEGA LC-T-44,SEGA SEGAKATANA,SEGA ENTERPRISES,5BB7,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Redump,Maboroshi Tsukiyo (Japan),MABOROSI TUKIYO,T4401M,,,,V1.004,19990818,Japan/Asia,SEGA LC-T-44,SEGA SEGAKATANA,SEGA ENTERPRISES,5611,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Redump,Macross M3 (Japan) (Demo),MACROSS M3 VER.EX,6107961,,,,V1.001,20001204,Japan/Asia,SEGA LC-T-215,SEGA SEGAKATANA,SEGA ENTERPRISES,0F9F,GD-ROM1/1,J,0799010,1ST_READ.BIN
Redump,Macross M3 (Japan),MACROSS M3,T21501M,,,,V1.002,20010123,Japan/Asia,SEGA LC-T-215,SEGA SEGAKATANA,SEGA ENTERPRISES,AEB4,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Redump,"MagForce Racing (Europe) (En,Fr,De,Es,It)",MAGFORCE RACING,T40207D 50,,,,V1.002,20000627,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,5F3D,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,"MagForce Racing (USA) (En,Fr,De,Es,It)",MAGFORCE RACING,T40208N,,,,V1.001,20000612,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,32DD,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Redump,Magic - The Gathering (Japan),MAGIC THE GATHERING,HDR-0116,,,,V1.011,20010419,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,27F3,GD-ROM1/1,J,0799810,1ST_READ.BIN
Redump,"Magic Pockets (USA, Japan) (Unl)",Magic Pockets,MK-91751,,,,V1.000,20190220,"Japan/Asia, USA/Canada, Europe",JOSHPROD,SEGA SEGAKATANA,SEGA ENTERPRISES,3309,CD-ROM1/1,JUE,0001810,1ST_READ.BIN
Redump,Mahjong Taikai II Special (Japan),MAHJONG TAIKAI 2 SPECIAL,T7601M,,,,V1.003,19990118,Japan/Asia,SEGA LC-T-76,SEGA SEGAKATANA,SEGA ENTERPRISES,3311,GD-ROM1/1,J,0199800,1ST_READ.BIN
Redump,Majo no Ochakai (Japan),MAJO NO OCHAKAI,T20124M,,,,V1.000,20030326,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,7FDE,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Redump,"Maken X (Europe) (En,Fr,De,Es)",MAKEN X,MK-5105050,,,,V1.000,20000609,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,EB33,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Redump,Maken X (Japan),MAKEN X,T14401M,,,,V1.004,19991022,Japan/Asia,SEGA LC-T-144,SEGA SEGAKATANA,SEGA ENTERPRISES,EEF0,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Redump,Maken X (USA),MAKEN X,MK-51050,,,,V1.001,20000306,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B963,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Redump,Maqiupai (USA) (Unl),Maqiupai,JMD01,,,,V1.700,20040916,"Japan/Asia, USA/Canada, Europe",JMD,SEGA SEGAKATANA,SEGA ENTERPRISES,B6D8,CD-ROM1/1,JUE,0000911,1ST_READ.BIN
Redump,Margi - Marginal (Japan),MARGE,T46514M,,,,V1.001,20030605,Japan/Asia,SEGA LC-T-465,SEGA SEGAKATANA,SEGA ENTERPRISES,B2C1,GD-ROM1/1,J,0199810,1ST_READ.BIN
Redump,Marie & Elie no Atelier - Salburg no Renkinjutsushi 1 & 2 (Japan) (Game Disc) (Rev A),ATELIER MARIE AND ELIE,T44701M,,,,V2.000,20011120,Japan/Asia,SEGA LC-T-447,SEGA SEGAKATANA,SEGA ENTERPRISES,BA4D,GD-ROM1/2,J,0799A10,1ST_READ.BIN
