Scene Release,File Name,Game Title,Product Number,Redump Serial 1,Redump Serial 2,Redump Serial 3,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
TOSEC,Airforce Delta v1.002 (1999)(Konami)(JP)[!],AIRFORCE DELTA,T9502M,,,,V1.002,19990614,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,5A22,GD-ROM1/1,J,0799800,0.000
TOSEC,Akihabara Dennou Gumi Pata Pies! v1.000 (1999)(Sega)(JP)[!],AKIHABARA DENNOUGUMI PATAPIES,HDR-0019,,,,V1.000,19990415,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44FE,GD-ROM1/1,J,0019810,1ST_READ.BIN
TOSEC,Alien Front Online (2001)(Sega)(US)[cr e-alienf Echelon],ALIENFRONT ONLINE,MK-51171,,,,V1.000,20010625,"Japan/Asia, USA/Canada, Europe",SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44A2,GD-ROM1/1,JUE,2799E10,1ST_READ.BIN
TOSEC,Alien Front Online (2001)(Sega)(US)[p][tr ru RGR Studio],DREAMCAST GAMEStdEtdE0RCtdEtdE,GENERIC*,,,,V1.000,20010306,"Japan/Asia, USA/Canada, Europe",SELFBOOT,SEGA SEGAKATANA,SEGA ENTERPRISES,6F25,GD-ROM1/2,JUE,E001E10,1ST_READ.BIN
TOSEC,Alien Front Online v1.000 (2001)(Sega)(US)[!],ALIENFRONT ONLINE,MK-51171,,,,V1.000,20010625,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44A2,GD-ROM1/1,U,2799E10,1ST_READ.BIN
TOSEC,"Alien Front Online v1.000 (2001-06-25)(Sega)(US)[GD-R, AFO 6-25 label][data identical to retail]",ALIENFRONT ONLINE,MK-51171,,,,V1.000,20010625,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44A2,GD-ROM1/1,U,2799E10,1ST_READ.BIN
TOSEC,"Alien Front Online v1.000 (2001-06-25)(Sega)(US)[GD-R, AFO 6-25 label][data identical to retail]",ALIENFRONT ONLINE,MK-51171,,,,V1.000,20010625,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,44A2,GD-ROM1/1,U,2799E10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare (2001)(Infogrames)(PAL)(Disc 1 of 2)[p][tr ru Kudos][Aline],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare (2001)(Infogrames)(PAL)(Disc 1 of 2)[p][tr ru Kudos][Edward],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare (2001)(Infogrames)(PAL)(Disc 2 of 2)[p][tr ru Kudos][Aline],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,"Japan/Asia, USA/Canada, Europe",TheDoTWiN/AITD4,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare (2001)(Infogrames)(PAL)(Disc 2 of 2)[p][tr ru Kudos][Edward],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,"Japan/Asia, USA/Canada, Europe",TheDoTWiN/AITD4,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(DE)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,E,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(DE)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,E,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,E,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,E,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(FR)(Disc 1 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,E,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(PAL)(FR)(Disc 2 of 2)[!],ALONE IN THE DARK 4 - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010423,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,E,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(US)(Disc 1 of 2)[!],ALONE IN THE DARK - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010716,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM1/2,U,0799A10,1ST_READ.BIN
TOSEC,Alone in the Dark - The New Nightmare v1.000 (2001)(Infogrames)(US)(Disc 2 of 2)[!],ALONE IN THE DARK - THE NEW NIGHTMARE,T15117N,,,,V1.000,20010716,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,D695,GD-ROM2/2,U,0799A10,1ST_READ.BIN
TOSEC,AM2 of CRI 2001 New Lineup Movie Collection v1.002 (2000)(Sega)(JP)[!],AM2 OF CRI 2001 NEW LINEUP MOVIE COLLECTION,6108018,,,,V1.002,20001216,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,EAC0,GD-ROM1/1,J,0219010,1ST_READ.BIN
TOSEC,Anataus 4 (2008)(Fit),BootDreams,T0000,,,,V1.000,20200718,"Japan/Asia, USA/Canada, Europe",fackue,SEGA SEGAKATANA,SEGA ENTERPRISES,B6D8,CD-ROM1/1,JUE,E000010,ANA4.BIN
TOSEC,Angel Present v1.001 (2000)(NEC InterChannel)(JP)[!],ANGELPRESENT,T20107M,,,,V1.001,20001222,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,11EF,GD-ROM1/1,J,0799810,1ST_READ.BIN
TOSEC,Angel Wish - Kimi no Egao ni Chu! v1.003 (2005)(Pionesoft)(JP)[!],ANGEL WISH,T18712M,,,,V1.003,20050121,Japan/Asia,SEGA LC-T-187,SEGA SEGAKATANA,SEGA ENTERPRISES,3CF3,GD-ROM1/1,J,0499810,1ST_READ.BIN
TOSEC,Animastar v1.009 (2000)(AKI)(JP)[!],ANIMASTAR,T34101M,,,,V1.009,20000519,Japan/Asia,SEGA LC-T-341,SEGA SEGAKATANA,SEGA ENTERPRISES,324A,GD-ROM1/1,J,0799810,1ST_READ.BIN
TOSEC,Ao no 6-gou - Saigetsu Hito o Matazu - Time and Tide v1.008 (2000)(Sega)(JP)[!][AKA Blue Submarine No. 6 - Time and Tide],BLUE6 -TIME AND TIDE-,HDR-0075,,,,V1.008,20001109,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,0359,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,Aqua GT (2000)(Take 2)(PAL)(M3)[cr DCRES],AQUA GT,T40509D 50,,,,V1.000,20001114,"Japan/Asia, USA/Canada, Europe",themacN,SEGA SEGAKATANA,SEGA ENTERPRISES,E60D,GD-ROM1/1,JUE,0799810,1ST_READ.BIN
TOSEC,Aqua GT (2000)(Take 2)(PAL)(M3)[cr e-aquagt Echelon],AQUA GT,T40509D 50,,,,V1.000,20001114,"Japan/Asia, USA/Canada, Europe",ECHELON,SEGA SEGAKATANA,SEGA ENTERPRISES,E60D,GD-ROM1/1,JUE,0799800,1ST_READ.BIN
TOSEC,Aqua GT (2000)(Take 2)(PAL)(M3)[p][tr ru Kudos],AQUA GT,T40509D 50,,,,V1.000,20001114,"Japan/Asia, USA/Canada, Europe",ECHELON,SEGA SEGAKATANA,SEGA ENTERPRISES,E60D,GD-ROM1/1,JUE,0799800,1ST_READ.BIN
TOSEC,Aqua GT v1.000 (2000)(Take 2)(PAL)(M3)[!],AQUA GT,T40509D 50,,,,V1.000,20001114,Europe,SEGA LC-T-405,SEGA SEGAKATANA,SEGA ENTERPRISES,E60D,GD-ROM1/1,E,0799800,1ST_READ.BIN
TOSEC,Armada v1.000 (1999)(Metro3D)(US)[!],ARMADA,T40301N 00,,,,V1.000,19991104,USA/Canada,SEGA LC-T-403,SEGA SEGAKATANA,SEGA ENTERPRISES,1797,GD-ROM1/1,U,0799811,0WINCEOS.BIN
TOSEC,Army Men - Sarge's Heroes (2000)(Midway)(US)[cr e-amsh Echelon],ARMY MEN SARGES HEROES,T-9715N,,,,V1.001,20000908,"Japan/Asia, USA/Canada, Europe",ECHELON,SEGA SEGAKATANA,SEGA ENTERPRISES,0DDF,GD-ROM1/1,JUE,0799A00,1ST_READ.BIN
TOSEC,Army Men - Sarge's Heroes (2000)(Midway)(US)[p][tr ru Vector],DREAMCAST GAMEStdEtdE0RCtdEtdE,GENERIC*,,,,V1.000,20010306,"Japan/Asia, USA/Canada, Europe",SELFBOOT,SEGA SEGAKATANA,SEGA ENTERPRISES,6F25,GD-ROM1/2,JUE,E001E10,1ST_READ.BIN
TOSEC,Army Men - Sarge's Heroes v1.001 (2000)(Midway)(PAL)(M5)[!],ARMY MEN SARGES HEROES,T9708D  50,,,,V1.001,20001006,Europe,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,B977,GD-ROM1/1,E,0799A00,1ST_READ.BIN
TOSEC,Army Men - Sarge's Heroes v1.001 (2000)(Midway)(US)[!],ARMY MEN SARGES HEROES,T-9715N,,,,V1.001,20000908,USA/Canada,MIDWAY,SEGA SEGAKATANA,SEGA ENTERPRISES,0DDF,GD-ROM1/1,U,0799A00,1ST_READ.BIN
TOSEC,Atari Anniversary Edition v1.001 (2001)(Infogrames)(US)[!][compilation],ATARI ANNIVERSARY EDITION,T15130N,,,,V1.001,20010608,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,E9E3,GD-ROM1/1,U,0699011,0WINCEOS.BIN
TOSEC,Atsumare! Guru Guru Onsen BB v1.002 (2000)(Sega)(JP)[!],ATSUMARE GURU GURU ONSEN BB,HDR-0121,,,,V1.002,20001005,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,24C5,GD-ROM1/1,J,2799A10,1ST_READ.BIN
TOSEC,Atsumare! Guru Guru Onsen BB v1.100 (2000)(Sega)(JP)[!],ATSUMARE GURU GURU ONSEN BB,HDR-0121,,,,V1.100,20001224,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,33B7,GD-ROM1/1,J,2799A10,1ST_READ.BIN
TOSEC,Atsumare! Guru Guru Onsen Taikenban v1.000 (1999)(Sega)(JP)[610-7187],ATSUMARE GURU GURU ONSEN TAIKENBAN,6107187,,,,V1.000,19990723,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,24D3,GD-ROM1/1,J,2799A10,1ST_READ.BIN
TOSEC,Atsumare! Guru Guru Onsen Taikenban v1.001 (1999)(Sega)(JP)[!][610-7351],ATSUMARE GURU GURU ONSEN TAIKENBAN,6107187,,,,V1.001,19990727,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,34F2,GD-ROM1/1,J,2799A10,1ST_READ.BIN
TOSEC,Atsumare! Guru Guru Onsen v1.008 (1999)(Sega)(JP)[!],ATSUMARE GURU GURU ONSEN,HDR-0015,,,,V1.008,19990831,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,70E6,GD-ROM1/1,J,2799A10,1ST_READ.BIN
TOSEC,Atsumare! Guru Guru Onsen v1.101 (2000)(Sega)(JP)[!][Web Money Card Doukon-ban],ATSUMARE GURU GURU ONSEN,HDR-0015,,,,V1.101,20000404,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,D6FF,GD-ROM1/1,J,2799A10,1ST_READ.BIN
TOSEC,"Aventures de Buzz L'Eclair, Les v1.001 (2001)(Activision)(PAL)(FR)[!]",BUZZ 2000,T13005D 09,,,,V1.001,20010108,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,9EB4,GD-ROM1/1,E,0799A10,1ST_READ.BIN
TOSEC,Avery Ten 2ndth (2022-10-02)(Captain Dreamcast),AVERYTEN,T7451,,,,V1.000,20220210,"Japan/Asia, USA/Canada, Europe",JOSH TARI,SEGA SEGAKATANA,SEGA ENTERPRISES,7051,CD-ROM1/1,JUE,E000F10,1ST_READ.BIN
TOSEC,Bakumatsu Roman Dai ni Maku - Gekka no Kenshi - Final Edition v1.003 (2000)(SNK)(JP)(en)[!],GEKKA NO KENSHI2 FINAL EDITION,T3107M,,,,V1.003,20001024,Japan/Asia,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,D39B,GD-ROM1/1,J,07BBA00,1ST_READ.BIN
TOSEC,Bakuretsu Muteki Bangaioh v1.003 (1999)(ESP)(JP)[!],BAKURETSUMUTEKI BANGAIOH,T38702M,,,,V1.003,19991026,Japan/Asia,SEGA LC-T-387,SEGA SEGAKATANA,SEGA ENTERPRISES,725F,GD-ROM1/1,J,2799800,1ST_READ.BIN
TOSEC,Baldr Force EXE v1.002 (2004)(Alchemist)(JP)[!],BALDR FORCE EXE,T47110M,,,,V1.002,20040928,Japan/Asia,SEGA LC-T-471,SEGA SEGAKATANA,SEGA ENTERPRISES,AD29,GD-ROM1/1,J,A799A10,1ST_READ.BIN
TOSEC,BANG! - Gunship Elite (2000)(Red Storm)(US)[cr e-bge Echelon],BANG! GUNSHIP ELITE,T44102N,,,,V1.003,20001204,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-441,SEGA SEGAKATANA,SEGA ENTERPRISES,22A2,GD-ROM1/1,JUE,0799810,0WINCEOS.BIN
TOSEC,BANG! - Gunship Elite v1.003 (2000)(Red Storm)(US)(M3)[!],BANG! GUNSHIP ELITE,T44102N,,,,V1.003,20001204,USA/Canada,SEGA LC-T-441,SEGA SEGAKATANA,SEGA ENTERPRISES,22A2,GD-ROM1/1,U,0799811,0WINCEOS.BIN
TOSEC,Bangai-O (2000)(Virgin)(PAL)(M3)[cr e-bang Echelon],BANGAI-O,T7011D  50,,,,V1.001,20000901,"Japan/Asia, USA/Canada, Europe",SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,65E1,GD-ROM1/1,JUE,0799800,1ST_READ.BIN
TOSEC,Bangai-O v1.001 (2000)(Crave)(US)[!],BANGAI-O,T40217N,,,,V1.001,20001214,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,BA9B,GD-ROM1/1,U,0799800,1ST_READ.BIN
TOSEC,Bangai-O v1.001 (2000)(Virgin)(PAL)(M3)[!],BANGAI-O,T7011D  50,,,,V1.001,20000901,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,65E1,GD-ROM1/1,E,0799800,1ST_READ.BIN
TOSEC,Bass Rush Dream - Ecogear PowerWorm Championship v2.000 (2000)(Visco)(JP)[!],BASS RUSH DREAM,T5801M,,,,V2.000,20001121,Japan/Asia,SEGA LC-T-58,SEGA SEGAKATANA,SEGA ENTERPRISES,4075,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,Battle Beaster v1.003 (2001)(Studio Wonder Effect)(JP)[!],BATTLE BEASTER,T43801M,,,,V1.003,20010218,Japan/Asia,SEGA LC-T-438,SEGA SEGAKATANA,SEGA ENTERPRISES,D5A8,GD-ROM1/1,J,0199C10,1ST_READ.BIN
TOSEC,Berserk - Millennium Falcon-hen - Wasurebana no Shou Taikenban v1.001 (1999)(ASCII)(JP)[!][AKA Trial Version R],BERSERK TRIAL VERSION R,6107370,,,,V1.001,19991005,Japan/Asia,SEGA LC-T-00,SEGA SEGAKATANA,SEGA ENTERPRISES,A5D1,GD-ROM1/1,J,0799200,1ST_READ.BIN
TOSEC,Berserk - Millennium Falcon-hen - Wasurebana no Shou v1.001 (1999)(ASCII)(JP)[!],BERSERK,T2101M,,,,V1.001,19991104,Japan/Asia,SEGA LC-T-21,SEGA SEGAKATANA,SEGA ENTERPRISES,561B,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,Bikkuriman 2000 - Viva!Festiva! v1.002 (2000)(Sega Toys)(JP)[!],BIKKURIMAN 2000 VIVA FESTIVA,T41801M,,,,V1.002,20000406,Japan/Asia,SEGA LC-T-418,SEGA SEGAKATANA,SEGA ENTERPRISES,334B,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica - Kanzenban (2001)(Capcom)(JP)(Disc 1 of 2)[cr DCRES][f PAL 60Hz],BIOHAZARD CODE VERONICA PLUS,T1240M,,,,V1.003,20010109,"Japan/Asia, USA/Canada, Europe",themacN,SEGA SEGAKATANA,SEGA ENTERPRISES,1E07,GD-ROM1/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica - Kanzenban (2001)(Capcom)(JP)(Disc 1 of 2)[cr DCRES],BIOHAZARD CODE VERONICA PLUS,T1240M,,,,V1.003,20010109,"Japan/Asia, USA/Canada, Europe",themacN,SEGA SEGAKATANA,SEGA ENTERPRISES,1E07,GD-ROM1/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica - Kanzenban (2001)(Capcom)(JP)(Disc 2 of 2)[cr DCRES][f PAL 60Hz],BIOHAZARD CODE VERONICA PLUS,T1240M,,,,V1.003,20010109,"Japan/Asia, USA/Canada, Europe",themacN,SEGA SEGAKATANA,SEGA ENTERPRISES,1E07,GD-ROM2/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica - Kanzenban (2001)(Capcom)(JP)(Disc 2 of 2)[cr DCRES],BIOHAZARD CODE VERONICA PLUS,T1240M,,,,V1.003,20010109,"Japan/Asia, USA/Canada, Europe",themacN,SEGA SEGAKATANA,SEGA ENTERPRISES,1E07,GD-ROM2/2,JUE,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica - Kanzenban v1.003 (2001)(Capcom)(JP)(Disc 1 of 2)[!],BIOHAZARD CODE VERONICA PLUS,T1240M,,,,V1.003,20010109,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1E07,GD-ROM1/2,J,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica - Kanzenban v1.003 (2001)(Capcom)(JP)(Disc 2 of 2)[!],BIOHAZARD CODE VERONICA PLUS,T1240M,,,,V1.003,20010109,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1E07,GD-ROM2/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica - Trial Edition v1.003 (1999)(Capcom)(JP)[!][Biohazard 2 Value Plus, T-1214M]",BIOHAZARD2 VALUE PLUS,T1214M,,,,V1.003,19991115,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,531D,GD-ROM3/3,J,0799210,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][2, 3]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM1/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][2M1, 2M3, 2MB1, 2MB6]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM1/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][HK112D, HK112E]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM1/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][1, 2]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM2/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][1M3, 1M4, 1MM1]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM2/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][HK112A, HK112F]",BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM2/2,J,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica Shokai Genteiban v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[2M2],BIOHAZARD CODE VERONICA GENTEIBAN,T1210M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4EE8,GD-ROM2/2,J,0799A10,1ST_READ.BIN
TOSEC,Biohazard - Code Veronica Tentou-you Demo Movie v1.000 (1999)(Capcom)(JP)[!],BIOHAZARD CODE VERONICA,6107724,,,,V1.000,19991215,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,9C1F,GD-ROM1/1,J,0799010,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica v1.002 (1999)(Capcom)(JP)(Disc 1 of 2)[!][HK112I, HK112J]",BIOHAZARD CODE VERONICA,T1207M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,03C0,GD-ROM1/2,J,0799A10,1ST_READ.BIN
TOSEC,"Biohazard - Code Veronica v1.002 (1999)(Capcom)(JP)(Disc 2 of 2)[!][HK112H, HK113A, HK127A]",BIOHAZARD CODE VERONICA,T1207M,,,,V1.002,19991227,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,03C0,GD-ROM2/2,J,0799A10,1ST_READ.BIN
TOSEC,Biohazard 2 Value Plus v1.005 (1999)(Capcom)(JP)(en)(Disc 1 of 2)[!][Leon],BIOHAZARD 2 VALUE PLUS,T1214M,,,,V1.005,19991114,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,33DB,GD-ROM1/3,J,0799A11,0WINCEOS.BIN
TOSEC,Biohazard 2 Value Plus v1.005 (1999)(Capcom)(JP)(en)(Disc 2 of 2)[!][Claire],BIOHAZARD 2 VALUE PLUS,T1214M,,,,V1.005,19991114,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,33DB,GD-ROM2/3,J,0799A11,0WINCEOS.BIN
TOSEC,Biohazard 3 - Last Escape v1.002 (2000)(Capcom)(JP)[!],BIOHAZARD3,T1222M,,,,V1.002,20000913,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,87A7,GD-ROM1/1,J,0799A10,1ST_READ.BIN
TOSEC,Black Matrix A-D v1.002 (1999)(NEC InterChannel)(JP)(Disc 1 of 2)[!],BLACK MATRIX AD,T20101M,,,,V1.002,19990905,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,D078,GD-ROM1/2,J,0199800,1ST_READ.BIN
TOSEC,Black Matrix A-D v1.002 (1999)(NEC InterChannel)(JP)(Disc 2 of 2)[!],BLACK MATRIX AD,T20101M,,,,V1.002,19990905,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,D078,GD-ROM2/2,J,0199800,1ST_READ.BIN
TOSEC,Blue Stinger (1999)(Activision)(US)[cr DCRES],BLUE STINGER,T13001N,,,,V1.000,19990705,"Japan/Asia, USA/Canada, Europe",themacN,SEGA SEGAKATANA,SEGA ENTERPRISES,6A10,GD-ROM1/1,JUE,0799A10,1ST_READ.BIN
TOSEC,Blue Stinger v1.000 (1999)(Activision)(PAL)(DE)[!],BLUE STINGER,T13001D 18,,,,V1.000,19990803,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,2060,GD-ROM1/1,E,0799A10,1ST_READ.BIN
TOSEC,Blue Stinger v1.000 (1999)(Activision)(PAL)(FR)[!],BLUE STINGER,T13001D 09,,,,V1.000,19990811,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,DFD2,GD-ROM1/1,E,0799A10,1ST_READ.BIN
TOSEC,Blue Stinger v1.000 (1999)(Activision)(PAL)[!],BLUE STINGER,T13001D-05,,,,V1.000,19990722,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,D38A,GD-ROM1/1,E,0799A10,1ST_READ.BIN
TOSEC,Blue Stinger v1.000 (1999)(Activision)(US)[!][%BLUESTINGER],BLUE STINGER,T13001N,,,,V1.000,19990705,USA/Canada,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,6A10,GD-ROM1/1,U,0799A10,1ST_READ.BIN
