Title,Disc_Serial
Future GPX Cyber Formula - Aratanaru Chousensha (Japan) (Disc 2),SLPS-03427
Future GPX Cyber Formula - Aratanaru Chousensha (Japan) (Disc 2),SLPS-01959
Future Racer (Europe),SLES-03508
Fuujin Ryouiki Eretzvaju (Japan) (Demo),SLPM-80364
"Fuujin Ryouiki Eretzvaju (Japan, Asia)",SLPS-01790
"Fuujin Ryouiki Eretzvaju (Japan, Asia)",SCPS-45373
Fuuraiki (Japan),SLPS-03094
Fuuun Gokuu Ninden (Japan),SLPS-00441
G Darius (Japan) (Demo),SLPM-80205
"G Darius (Japan, Asia)",SLPS-01348
"G Darius (Japan, Asia)",SCPS-45202
"G Darius (Japan, Asia)",SLPM-86453
G. Darius (Europe),SLES-01314
G. Darius (Europe) (Demo),SLED-01439
G. Darius (USA),SLUS-00690
G. Darius (USA) (Beta) (1998-05-27),SLUS-00690
G. Darius + Devil Dice + Brunswick Circuit Pro Bowling (USA),SLUS-80690
G.O.D pure (Japan),SLPS-00944
G.T.A - Grand Theft Auto (Japan),SLPS-01554
G.T.A - Grand Theft Auto (Japan),SLPM-87007
Gadget - Past as Future (Japan) (Disc 1),SLPS-01082
Gadget - Past as Future (Japan) (Disc 2),SLPS-01083
Gadget - Past as Future (Japan) (Disc 3),SLPS-01084
Gadget - Past as Future (Japan) (Disc 4),SLPS-01085
GaiaMaster - Kamigami no Board Game (Japan),SLPS-02075
GaiaMaster - Kamigami no Board Game (Japan) (Demo),SLPM-80524
GaiaSeed - Project Seed Trap (Japan),SLPS-00624
Gakkou de Atta Kowai Hanashi S (Japan),SLPS-00404
Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan),SLPS-00078
Gakkou o Tsukurou!! 2 (Japan),SLPS-01660
Gakkou o Tsukurou!! 2 (Japan),SLPS-91485
Gakkou o Tsukurou!! Kouchou Sensei Monogatari (Japan),SLPS-02998
Gakkou o Tsukurou!! Kouchou Sensei Monogatari (Japan),SLPS-03313
Gakkou o Tsukurou!! Let's Make a School!! (Japan),SLPS-01103
Gakkou o Tsukurou!! Let's Make a School!! (Japan),SLPS-91120
Gakuen Sentai Solblast (Japan),SLPS-01852
"Galaga - Destination Earth (Europe) (En,Fr,De,It)",SLES-02212
Galaga - Destination Earth (USA),SLUS-01258
Galaxian^3 (Europe),SCES-00269
Galaxian^3 (Japan),SLPS-00270
Galaxy Fight - Universal Warriors (Japan),SLPS-00138
Galaxy Fight (Europe),SLES-00197
Gale Gunner (Japan),SLPS-02596
Gale Gunner (Japan),SLPS-03305
Galeoz (Japan),SLPS-00621
Galerians (Europe) (Disc 1),SLES-02328
Galerians (Europe) (Disc 2),SLES-12328
Galerians (Europe) (Disc 3),SLES-22328
Galerians (France) (Disc 1),SLES-02329
Galerians (France) (Disc 2),SLES-12329
Galerians (France) (Disc 3),SLES-22329
Galerians (Germany) (Disc 1),SLES-02330
Galerians (Germany) (Disc 2),SLES-12330
Galerians (Germany) (Disc 3),SLES-22330
Galerians (Japan) (Disc 1),SLPS-02192
Galerians (Japan) (Disc 2),SLPS-02193
Galerians (Japan) (Disc 3),SLPS-02194
"Galerians (Japan) (En,Ja) (Disc 1) (Beta) (1999-11-02)",SLPS-02192
"Galerians (Japan) (En,Ja) (Disc 2) (Beta) (1999-11-02)",SLPS-02193
Galerians (UK) (Demo),SLED-02869
Galerians (USA) (Demo),SLUS-90077
Galerians (USA) (Disc 1),SLUS-00986
Galerians (USA) (Disc 2),SLUS-01098
Galerians (USA) (Disc 3),SLUS-01099
Gallop Racer (Japan),SLPS-00507
Gallop Racer (USA),SLUS-00942
Gallop Racer 2 (Japan),SLPS-01077
Gallop Racer 2 (Japan),SLPS-91078
Gallop Racer 2000 (Japan),SLPS-02623
Gallop Racer 3 (Japan),SLPS-01981
Gallop Racer 3 (Japan),SLPS-91404
Game de Hajimeru TOEIC Test - Mazu wa Nyuumon-hen 1500 (Japan),SLPS-03549
Game de Seishun (Japan),SLPS-01306
"Game Maker, The - Ureyuki 100-manbon Get da ze! (Japan)",SLPS-01583
Game Nihonshi - Kakumeiji Oda Nobunaga (Japan),SLPS-00774
Game no Tatsujin (Japan),SLPS-00030
Game no Tatsujin (Japan) (Rev 1),SLPS-02052
Game no Tatsujin 2 (Japan),SLPS-00213
Game no Tatsujin 2 (Japan),SLPS-03297
Game no Tetsujin - The Shanghai (Japan),SLPS-00096
"Game of Life, The - DX Jinsei Game (Japan)",SLPS-00155
"Game of Life, The - DX Jinsei Game (Japan)",SLPS-91025
"Game of Life, The - DX Jinsei Game II (Japan)",SLPS-00918
"Game of Life, The - DX Jinsei Game II (Japan) (Rev 1)",SLPS-00918
"Game of Life, The - DX Jinsei Game II (Japan) (Rev 1)",SLPS-91095
"Game of Life, The - DX Jinsei Game III (Japan)",SLPS-02469
"Game of Life, The - DX Jinsei Game III (Japan)",SLPM-87098
"Game of Life, The - DX Jinsei Game IV (Japan)",SLPM-86963
"Game of Life, The - DX Jinsei Game V (Japan)",SLPM-87187
"Game of Life, The (USA)",SLUS-00769
Game Soft o Tsukurou - Let's Be a Super Game Creator!! (Japan),SLPS-01607
Gamera 2000 (Japan) (Demo),SLPM-80093
"Gamera 2000 (Japan) (En,Ja)",SLPS-00833
Ganbare Goemon - Kuru nara Koi! Ayashige Ikka no Kuroi Kage (Japan),SLPM-86155
Ganbare Goemon - Kuru nara Koi! Ayashige Ikka no Kuroi Kage (Japan),SLPM-86572
Ganbare Goemon - Ooedo Daikaiten (Japan),SLPM-86774
Ganbare Goemon - Ooedo Daikaiten (Japan),SLPM-86940
Ganbare Goemon - Ooedo Daikaiten (Japan),SLPM-87197
Ganbare Goemon - Uchuu Kaizoku Akogingu (Japan),SLPS-00217
Ganbare Goemon - Uchuu Kaizoku Akogingu (Japan) (Rev 1),SLPM-86030
Ganbare Morikawa-kun 2-gou (Japan),SCPS-10036
Ganbare Morikawa-kun 2-gou (Japan) (Genteiban),SCPS-10033
Ganbare! Nippon! Olympic 2000 (Japan),SLPM-86482
Gangway Monsters (Japan),SLPS-01468
Ganso Family Mahjong (Japan),SLPS-01373
Ganso Family Mahjong 2 (Japan),SLPS-02094
Garou Densetsu - Wild Ambition (Japan) (Demo),SLPM-80446
"Garou Densetsu - Wild Ambition (Japan, Asia)",SLPM-86236
"Garou Densetsu - Wild Ambition (Japan, Asia)",SCPS-45409
Gate Keepers (Japan) (Disc 1),SLPS-02246
Gate Keepers (Japan) (Disc 2),SLPS-02247
Gauntlet Legends (Europe),SLES-02791
Gauntlet Legends (France),SLES-02931
Gauntlet Legends (Germany),SLES-02932
Gauntlet Legends (USA),SLUS-00624
Gauntlet Legends (USA) (Demo),SLUS-80624
Gear Fighter Dendoh (Japan),SLPS-03189
GeGeGe no Kitarou - Gyakushuu! Youma Daikessen (Japan),SLPM-87286
GeGeGe no Kitarou - Gyakushuu! Youma Daikessen (Japan),SLPM-87342
GeGeGe no Kitarou (Japan),SLPS-00644
"Gekido - Urban Fighters (Europe) (En,Fr,De,Es,It)",SLES-01241
"Gekido - Urban Fighters (Europe) (En,Fr,De,Es,It)",SLES-01241
Gekido - Urban Fighters (USA),SLUS-00970
Geki-Oh - Shienryuu (Japan),SLPS-02056
Gekioh - Shooting King (Europe),SLES-04004
Gekioh - Shooting King (USA),SLUS-01498
Gekiretsu Pachinkers (Japan),SLPS-00696
Gekisou Tomarunner (Japan),SCPS-10087
Gekisou Tomarunner (Japan) (Demo),PCPX-96164
Gekisou!! Grand Racing - Total Drivin' (Japan),SLPS-01346
Gekitotsu Toma L'Arc - Tomarunner vs L'Arc-en-Ciel (Japan),SCPS-10134
Gekitotsu! Yonku Battle 4WD (Japan),SLPS-00926
Gekitou! Crush Gear Turbo - Comic Bom Bom Special Disc (Japan) (Demo),SLPM-84016
Gekitou! Crush Gear Turbo (Japan),SLPS-03453
Gekka no Kishi - Ouryuu-sen (Japan),SLPS-00421
Gen'ei Tougi - Shadow Struggle (Japan),SLPS-00491
Genghis Khan - Aoki Ookami to Shiroki Mejika IV (Japan),SLPM-86175
Gensei Kyokou Seirei Kidoudan - Elemental Gearbolt (Japan),SCPS-10038
Gensou Maden Saiyuuki - Haruka naru Nishi e (Japan),SLPM-86986
Gensou no Artemis (Japan),SLPS-02563
Gensou Suiko Gaiden Vol. 1 - Harmonia no Kenshi (Japan),SLPM-86637
Gensou Suiko Gaiden Vol. 1 - Harmonia no Kenshi (Japan),SLPM-86883
Gensou Suiko Gaiden Vol. 1 - Harmonia no Kenshi (Japan),SLPM-87261
Gensou Suiko Gaiden Vol. 2 - Crystal Valley no Kettou (Japan),SLPM-86663
Gensou Suiko Gaiden Vol. 2 - Crystal Valley no Kettou (Japan),SLPM-87262
Gensou Suikoden (Japan),SLPS-00097
Gensou Suikoden (Japan),SLPM-87099
Gensou Suikoden (Japan) (PlayStation the Best),SLPM-86017
Gensou Suikoden II (Japan),SLPM-86168
Gensou Suikoden II (Japan) (Demo 1),SLPM-86116
Gensou Suikoden II (Japan) (Demo 2),SLPM-80347
Gensou Suikoden II (Japan) (Rev 1),SLPM-86389
Gensou Suikoden II (Japan) (Rev 1),SLPM-87100
"Gensou Suikoden II (Japan, Asia) (Demo) (Premium Package)",SLPM-86113
"Gensou Suikoden II (Japan, Asia) (Demo) (Premium Package)",SCPS-45319
Geom Cube (Japan),SLPS-00007
Geom Cube (USA),SLUS-00024
Geometry Duel (Japan),SLPS-01575
Germany Speziale 11-99 (Germany),SCED-02383
Germs - Nerawareta Machi (Japan),SLPS-02107
GetBackers - Dakkan'ya (Japan),SLPM-86848
GetBackers - Dakkan'ya (Japan),SLPM-87202
Getter Robo Daikessen! (Japan),SLPS-02232
Gex - Deep Cover Gecko (Europe) (Demo),SLED-01954
"Gex - Deep Cover Gecko (Europe) (En,Es,It)",SLES-01299
"Gex - Deep Cover Gecko (Europe) (Fr,De)",SLES-01908
Gex - Enter the Gecko (USA),SLUS-00598
Gex - Enter the Gecko (USA) (Beta) (1998-01-29),SLUS-00598
Gex (Europe),SLES-00133
Gex (Japan),SLPS-00244
Gex (USA),SLUS-00042
Gex (USA) (Rev 1),SLUS-00042
Gex 3 - Deep Cover Gecko (USA),SLUS-00806
Gex 3D - Enter the Gecko (Europe),SLES-00596
Gex 3D - Enter the Gecko (Europe) (Demo),SLED-01112
Ghost in the Shell (Europe),SCES-01050
Ghost in the Shell (France),SCES-01074
Ghost in the Shell (Germany),SCES-01075
Ghost in the Shell (USA),SLUS-00552
"Ghoul Panic (Europe) (En,Fr,De,Es,It)",SCES-02543
GI Jockey (Japan),SLPM-86195
GI Jockey (Japan) (Demo),SLPM-80409
GI Jockey (Japan) (Shokai Genteiban),SLPM-86213
GI Jockey 2000 (Japan),SLPM-86413
Ginga Eiyuu Densetsu (Japan),SLPS-01358
Ginga Ojousama Densetsu Yuna - Final Edition (Japan),SLPS-01451
Gioca con i Teletubbies (Italy),SLES-03170
Gionbana (Japan),SLPS-00132
Gionbana 2 - Kanazawa Bunko-hen (Japan),SLPS-01858
Glay - Complete Works (Japan) (Disc 1),SLPM-86226
Glay - Complete Works (Japan) (Disc 2),SLPM-86227
Glint Glitters (Japan),SLPM-86200
Global Domination (Europe),SLES-01419
Global Domination (France),SLES-01422
Global Domination (Germany),SLES-01423
Global Domination (Italy),SLES-01424
Global Domination (Spain),SLES-01425
Global Domination (USA) (Beta) (1998-12-18),SLUS-00721
Global Force - Shin Sentou Kokka (Japan),SCPS-10082
Global Force - Shin Sentou Kokka (Japan) (Demo),PCPX-96146
Global Force - Shin Sentou Kokka (Japan) (Rev 1),SCPS-10082
Glocal Hexcite (Japan),SLPS-02425
"Glover (Europe) (En,Fr,De,It)",SLES-02213
Glover (USA),SLUS-00890
Go Go I Land (Japan) (Disc 1),SLPS-03061
Go Go I Land (Japan) (Disc 2),SLPS-03062
Go II Professional - Taikyoku Igo (Japan),SLPS-00528
Goal Storm (Europe),SLES-00069
Goal Storm (USA),SLUS-00055
Goal Storm '97 (Asia),SCPS-45165
Goal Storm '97 (USA),SLUS-00295
Godzilla - Trading Battle (Japan),SLPS-01470
Goemon - Shin Sedai Shuumei (Japan),SLPM-87196
"Goiken Muyou II (Japan) (En,Ja)",SLPS-01542
Gokujou Parodius Da! Deluxe Pack (Japan),SLPS-00002
Gokujou Parodius Da! Deluxe Pack (Japan),SLPM-86031
Gokujou Parodius Da! Deluxe Pack (Japan),SLPM-87329
Gokuu Densetsu - Magic Beast Warriors (Japan),SLPS-00048
Gold and Glory - The Road to El Dorado (Europe),SLES-02934
Gold and Glory - The Road to El Dorado (USA),SLUS-01312
Gold und Ruhm - Der Weg nach El Dorado (Germany),SLES-03185
"Golden Goal 98 (Europe) (En,Fr,De,Es,It)",SLES-01222
Golden Nugget (USA) (Disc 1),SLUS-00319
Golden Nugget (USA) (Disc 2),SLUS-00555
"Goldie (Europe) (En,Fr,De,Nl)",SLES-02952
"Golgo 13 Vol. 1 - Carlyle no Yabou (Japan) (En,Ja)",SLPS-01712
"Golgo 13 Vol. 2 - Mienai Guntai (Japan) (En,Ja)",SLPS-01713
Goo! Goo! Soundy (Japan),SLPM-86250
Goo-Cho de Park - Theme Park Monogatari (Japan),SLPS-00626
Goo-Cho de Park - Theme Park Monogatari (Japan),SLPS-91066
Goo-Cho de Park - Theme Park Monogatari (Japan) (Demo),SLPM-80061
Goryuujin + Electro (Japan),SLPS-01620
Gotha II - Tenkuu no Kishi (Japan),SLPS-00422
Gotouchi Hello Kitty Sugoroku Monogatari (Japan),SLPS-03552
Goujin Senki (Japan),SLPS-01471
Goujin Senki (Japan),SLPS-02866
Gouketsuji Ichizoku 2 - Chotto dake Saikyou Densetsu (Japan),SLPS-00104
Gouketsuji Ichizoku 2 - Chotto dake Saikyou Densetsu (Japan) (Demo),SLPM-80009
Gourmet Action Game - Manpuku!! Nabe Kazoku (Japan),SLPS-03381
Gourmet Action Game - Manpuku!! Nabe Kazoku (Japan) (Demo),SLPM-80631
"GP Challenge (Europe) (En,Fr,De,It)",SLES-03207
"GP Challenge (Europe) (En,Fr,De,It)",SLES-03207
G-Police - Weapons of Justice (Europe),SCES-01625
G-Police - Weapons of Justice (France),SCES-01917
G-Police - Weapons of Justice (Germany),SCES-01918
G-Police - Weapons of Justice (Italy),SCES-01920
G-Police - Weapons of Justice (Spain),SCES-01919
G-Police - Weapons of Justice (USA),SLUS-00798
G-Police (Europe) (Disc 1),SLES-00082
G-Police (Europe) (Disc 2),SLES-10082
G-Police (France) (Demo),SLED-01034
G-Police (France) (Disc 1),SLES-00853
G-Police (France) (Disc 2),SLES-10853
G-Police (Germany) (Disc 1),SLES-00854
G-Police (Germany) (Disc 2),SLES-10854
G-Police (Italy) (Disc 1),SLES-00855
G-Police (Italy) (Disc 2),SLES-10855
G-Police (Japan) (Demo),PCPX-96125
G-Police (Japan) (Disc 1),SCPS-10065
G-Police (Japan) (Disc 2),SCPS-10066
G-Police (Spain) (Disc 1),SLES-00856
G-Police (Spain) (Disc 2),SLES-10856
G-Police (USA) (Disc 1),SLUS-00544
G-Police (USA) (Disc 2),SLUS-00556
"Grab des Pharao, Das (Germany)",SLES-01598
Gradius Deluxe Pack (Japan),SLPS-00303
Gradius Gaiden (Japan),SLPM-86042
Gradius Gaiden (Japan) (Rev 1),SLPM-86103
Gradius Gaiden (Japan) (Rev 1),SLPM-87323
"Gran Turismo (Europe) (En,Fr,De,Es,It)",SCES-00984
"Gran Turismo (Europe) (En,Fr,De,Es,It) (EDC)",SCES-00984
Gran Turismo (France) (Demo),SCED-01279
Gran Turismo (Japan) (Demo 1),PCPX-96085
Gran Turismo (Japan) (Demo 1),PCPX-96088
Gran Turismo (Japan) (Demo 2),PCPX-96096
Gran Turismo (Japan) (Demo 3),PAPX-90026
"Gran Turismo (Japan, Asia)",SCPS-10045
"Gran Turismo (Japan, Asia)",SCPS-45149
"Gran Turismo (Japan, Asia)",SCPS-91128
Gran Turismo (USA),SCUS-94194
Gran Turismo (USA) (Demo),SCUS-94257
Gran Turismo (USA) (Rev 1),SCUS-94194
Gran Turismo 2 - Music at the Speed of Sound - The Album (USA) (Bonus PlayStation Disc),SCUS-94588
"Gran Turismo 2 (Europe) (En,Fr,De,Es,It) (Disc 1) (Arcade Mode)",SCES-02380
"Gran Turismo 2 (Europe) (En,Fr,De,Es,It) (Disc 1) (Arcade Mode) (Beta) (1999-12-22)",SCES-02380
"Gran Turismo 2 (Europe) (En,Fr,De,Es,It) (Disc 2) (Gran Turismo Mode)",SCES-12380
Gran Turismo 2 (France) (Un CD Bonus),SCED-02904
Gran Turismo 2 (Japan) (Demo),PAPX-90054
Gran Turismo 2 (Japan) (Disc 1) (Arcade) (Beta) (1999-10-26),SCPS-10116
Gran Turismo 2 (Japan) (Disc 2) (Gran Turismo) (Beta) (1999-10-26),SCPS-10117
Gran Turismo 2 (Japan) (Disc 2) (Gran Turismo) (Rev 1),SCPS-91327
"Gran Turismo 2 (Japan, Asia) (Disc 1) (Arcade)",SCPS-10116
"Gran Turismo 2 (Japan, Asia) (Disc 1) (Arcade)",SCPS-45457
"Gran Turismo 2 (Japan, Asia) (Disc 1) (Arcade)",SCPS-91326
"Gran Turismo 2 (Japan, Asia) (Disc 2) (Gran Turismo)",SCPS-10117
"Gran Turismo 2 (Japan, Asia) (Disc 2) (Gran Turismo)",SCPS-45458
Gran Turismo 2 (USA) (Arcade Mode),SCUS-94455
Gran Turismo 2 (USA) (Arcade Mode) (Rev 1),SCUS-94455
Gran Turismo 2 (USA) (Simulation Mode),SCUS-94488
Gran Turismo 2 (USA) (Simulation Mode) (Rev 1),SCUS-94488
Gran Turismo 2 (USA) (Simulation Mode) (Rev 2),SCUS-94488
Grand Slam (USA),SLUS-00127
"Grand Theft Auto - London 1969 (Europe) (En,Fr,De,It)",SLES-03389
"Grand Theft Auto - Mission Pack 1 - London 1969 (Europe) (En,De,It)",SLES-01714
"Grand Theft Auto - Mission Pack 1 - London 1969 (Europe) (En,Fr,De,It) (Rev 1)",SLES-01714
Grand Theft Auto - Mission Pack 1 - London 1969 (USA),SLUS-00846
"Grand Theft Auto (Europe) (En,Fr,De,It)",SLES-00032
"Grand Theft Auto (Europe) (En,Fr,De,It) (EDC)",SLES-00032
Grand Theft Auto (France) (Demo),SLED-01093
Grand Theft Auto (USA),SLUS-00106
"Grand Theft Auto 2 (Europe) (En,Fr,De,Es,It) (Rev 1)",SLES-01404
Grand Theft Auto 2 (France),SLES-02453
Grand Theft Auto 2 (USA),SLUS-00789
Grande Fratello - Il Gioco (Italy),SCES-04090
Grandia - Prelude (Japan) (Demo 1),SLPM-80297
Grandia - Prelude (Japan) (Demo 2),SLPM-80436
Grandia (Europe) (Disc 1),SLES-02397
Grandia (Europe) (Disc 2),SLES-12397
Grandia (France) (Disc 1),SLES-02398
Grandia (France) (Disc 2),SLES-12398
Grandia (Germany) (Disc 1),SLES-02399
Grandia (Germany) (Disc 2),SLES-12399
Grandia (Japan) (Disc 1),SLPS-02124
Grandia (Japan) (Disc 1),SLPS-91205
Grandia (Japan) (Disc 2),SLPS-02125
Grandia (Japan) (Disc 2),SLPS-91206
Grandia (USA) (Disc 1),SCUS-94457
Grandia (USA) (Disc 2),SCUS-94465
Granew-tou! Daibouken (Japan),SLPS-01624
Granstream Denki - The Granstream Saga (Japan),SCPS-10046
Granstream Denki - The Granstream Saga (Japan) (Demo),PCPX-96087
"Granstream Saga, The (Europe)",SCES-01107
"Granstream Saga, The (France)",SCES-01321
"Granstream Saga, The (Germany)",SCES-01322
"Granstream Saga, The (USA)",SLUS-00597
Gratis! Demo Disc! (Spain),SCED-04013
"Great Battle VI, The (Japan)",SLPS-00719
Great Hits (Japan),SLPM-86125
Great Hits (Japan) (Demo),SLPM-80313
Great Rugby Jikkyou '98 - World Cup e no Michi (Japan),SLPS-01268
Great Rugby Jikkyou '98 - World Cup e no Michi (Japan),SLPS-02057
Great Rugby Jikkyou '98 - World Cup e no Michi (Japan),SLPS-91417
Grid Run (Europe),SLES-00381
Grid Runner (Japan),SLPS-00659
Grid Runner (USA),SLUS-00323
Grid Runner (USA) (Beta) (1996-06-08),SLUS-00323
Grille Logic (Japan),SLPS-00211
"Grinch, The (Europe) (En,Fr,De,Es,It)",SLES-02974
"Grinch, The (USA) (En,Fr,Es)",SLUS-01197
"Grind Session (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt)",SCES-02885
"Grind Session (Scandinavia) (Sv,No,Da,Fi)",SCES-03114
Grind Session (USA),SCUS-94568
Grind Session (USA) (Demo),SCUS-94598
Gritz - The Pyramid Adventure (Japan),SLPS-00615
Groove Adventure Rave - Mikan no Hiseki (Japan),SLPM-87138
Groove Adventure Rave - Yuukyuu no Kizuna (Japan),SLPM-87011
Groove Adventure Rave - Yuukyuu no Kizuna (Japan),SLPM-87203
Groove Jigoku V - SweepStation Version (Japan),SLPS-01205
Ground Stroke - Advanced Tennis Game (Japan),SLPS-00088
Growlanser (Japan) (Disc 1),SLPS-02380
Growlanser (Japan) (Disc 1),SLPM-87333
Growlanser (Japan) (Disc 1),SLPS-03240
Growlanser (Japan) (Disc 2),SLPS-02381
Growlanser (Japan) (Disc 2),SLPM-87334
Growlanser (Japan) (Disc 2),SLPS-03241
"Grudge Warriors (Europe) (En,Fr,De,Es,It)",SLES-02223
Grudge Warriors (USA),SLUS-01150
GRV 2000 (Japan),SLPM-84010
"Guardian of Darkness, The (Europe) (En,Fr,De,Es,It)",SLES-01776
Guardian Recall - Shugojuu Shoukan (Japan) (Disc 1),SLPS-01297
Guardian Recall - Shugojuu Shoukan (Japan) (Disc 2),SLPS-01298
Guardian's Crusade (Europe),SLES-01793
Guardian's Crusade (France),SLES-01799
Guardian's Crusade (Germany),SLES-01800
Guardian's Crusade (Italy),SLES-01801
Guardian's Crusade (USA),SLUS-00811
Gubble (Europe),SLES-03208
Gubble (Japan),SLPS-01537
Gubble (USA),SLUS-01466
Guilty Gear (Europe),SLES-02494
Guilty Gear (Japan),SLPS-01357
Guilty Gear (Japan) (Demo),SLPM-80302
Guilty Gear (Japan) (Rev 1),SLPS-02273
Guilty Gear (USA),SLUS-00772
Guilty Gear (USA) (Rev 1),SLUS-00772
Guitar Freaks (Japan),SLPM-86265
Guitar Freaks (Japan),SLPM-86577
Guitar Freaks Append 2nd Mix (Japan),SLPM-86446
Gunbalina (Japan),SLPS-03100
Gunbare! Game Tengoku - The Game Paradise 2 (Japan),SLPS-01322
Gunbare! Game Tengoku - The Game Paradise 2 (Japan) (Demo),SLPM-80303
Gunbarl (Japan) (PlayStation the Best),SLPS-91195
"Gunbarl (Japan, Asia)",SLPS-01500
"Gunbarl (Japan, Asia)",SCPS-45299
Gunbird (Japan),SLPS-00157
GunBullet (Japan),SLPS-00930
GunBullet (Japan) (GunBullet + GunCon),SLPS-00929
GunBullet (Japan) (Rev 1),SLPS-00930
GunBullet (Japan) (Rev 1),SLPS-91147
Gundam 0079 - The War for Earth (Japan) (Disc 1),SLPS-00815
Gundam 0079 - The War for Earth (Japan) (Disc 2),SLPS-00816
"Gundam Battle Assault (Europe) (En,Fr,De,Es,It)",SLES-03650
Gundam Battle Assault (Japan),SLPM-86746
Gundam Battle Assault (USA),SLUS-01226
"Gundam Battle Assault 2 (Europe) (En,Fr,De,Es,It)",SLES-03934
Gundam Battle Assault 2 (USA),SLUS-01418
Gundam the Battle Master (Japan),SLPS-00883
Gundam the Battle Master (Japan) (Demo 1),SLPM-80098
Gundam the Battle Master (Japan) (Demo 2),SLPM-80107
Gundam the Battle Master 2 (Japan),SLPS-01286
Gundam the Battle Master 2 (Japan) (Demo),SLPM-80210
Gundress (Japan),SLPS-02512
Gundress Data-shuu (Japan),SLPS-02513
"Gunfighter - The Legend of Jesse James (Europe) (En,Fr,De,Es,It)",SLES-03689
Gunfighter - The Legend of Jesse James (USA),SLUS-01398
Gungage (Europe),SLES-02069
Gungage (Japan),SLPM-86233
Gungho Brigade (Japan),SLPS-01902
Gungho Brigade (Japan) (Demo),SLPM-80324
Gunners Heaven (Japan),SCPS-10006
Gunnm - Kasei no Kioku (Japan),SLPS-01408
Gunpey (Japan),SLPS-02485
"Gunship (Europe) (En,Fr,De,Es,It)",SLES-00027
Gunship (Japan),SLPS-00495
Gunship (USA),SLUS-00313
"Guntu - Western Front June, 1944 - Tetsu no Kioku (Japan)",SLPS-01106
Gussun Oyoyo (Japan),SLPS-00041
Gussun Paradise (Japan),SLPS-00588
Guuguuthropus (Japan),SLPM-86148
Guuguuthropus (Japan) (Demo),SLPM-80365
Guy Roux Football Manager Saison 97-98 (France),SLES-01360
Guy Roux Manager 2000 (France),SLES-02612
Guy Roux Manager 2001 (France),SLES-03403
Guy Roux Manager '99 (France),SLES-01934
Gyuwambler Jiko Chuushinha - Ippatsu Shoubu! (Japan),SLPS-02509
GZSZ Quiz (Germany),SLES-02693
GZSZ Vol. 2 (Germany) (Disc 1),SLES-02441
GZSZ Vol. 2 (Germany) (Disc 2),SLES-12441
GZSZ Vol. 3 (Germany),SLES-02980
Hacha Mecha Pon! (Japan),SLPM-80196
Haishin 2 (Japan),SLPM-86066
Haishin 2 (Japan) (DigiCube Best Selection),SLPS-02432
Hajime no Ippo - The Fighting! (Japan),SLPS-00945
Hajime no Ippo - The Fighting! (Japan),SLPS-91063
Hakai-ou - King of Crusher (Japan),SLPS-01677
Haluatko Miljonaariksi (Finland),SLES-03584
Hamster Club-i (Japan),SLPS-03266
Hamster Monogatari (Japan),SLPS-02724
Hamster no Odekake (Japan),SLPS-03103
Hamunaptra - Ushinawareta Sabaku no Miyako (Japan),SLPM-86662
"Hana to Ryuu - Hanafuda, Mahjong (Japan) (Major Wave)",SLPM-87062
Hana to Ryuu (Japan),SLPS-01532
Hanabi - Fantast (Japan),SLPS-01439
Hanabi - Fantast (Japan) (Demo),SLPM-80239
Hanabi - Fantast (Japan) (Demo),PAPX-90048
Hanafuda Graffiti - Koi Koi Monogatari (Japan),SLPS-00367
Hanafuda Graffiti - Koi Koi Monogatari (Japan) (Major Wave),SLPM-87083
Hanafuda Real 3D (Japan),SLPS-01747
Happy Diet (Japan),SLPS-03182
Happy Hotel (Japan),SLPS-01110
Happy Jogging in Hawaii (Japan),SLPS-03306
Happy Salvage - Otakara Disc (Japan),SLPS-02822
Happy Salvage (Japan),SLPS-02821
Hard Blow (Japan),SLPM-86043
Hard Boiled - Neuro Tower o Hakai seyo (Japan),SLPS-01484
Hard Boiled (Europe),SLES-00033
Hard Boiled (France),SLES-00851
Hard Boiled (Germany),SLES-00852
"Hard Edge (Europe) (En,Fr,De)",SLES-01539
Hard Edge (Japan),SLPS-01733
Hard Rock Cab (Japan),SLPS-00224
HardBall 5 (Japan),SLPS-00571
HardBall 5 (USA),SLUS-00108
HardBall '99 (USA),SLUS-00651
"Hardcore 4x4 (Europe) (En,Fr,De)",SLES-00261
"Hardcore 4x4 (Europe) (En,Fr,De)",SLES-00261
Harlem Beat - You're the One (Japan),SLPM-86329
Harmful Park (Japan),SLPS-00498
"Harry Potter and the Chamber of Secrets (Europe) (En,Fr,De)",SLES-03972
"Harry Potter and the Chamber of Secrets (Europe) (En,Fr,De)",SLES-03972
"Harry Potter and the Chamber of Secrets (Europe) (En,Nl,Da)",SLES-03974
"Harry Potter and the Chamber of Secrets (Europe) (Es,It,Pt)",SLES-03973
