File Name,Game Title,Product Number,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
Shinseiki Evangelion - Typing E Keikaku v1.001 (2001)(Gainax)(JP)[!][req. keyboard],EVANGELION TYPE E,T35101M,V1.001,20010308,Japan/Asia,SEGA LC-T-351,SEGA SEGAKATANA,SEGA ENTERPRISES,C823,GD-ROM1/1,J,2799811,0WINCEOS.BIN
Shinseiki Evangelion - Typing Hokan Keikaku v1.002 (2001)(Gainax)(JP)[!][req. keyboard][AKA Evangelion Type C],EVANGELION TYPE C,T35102M,V1.002,20010701,Japan/Asia,SEGA LC-T-351,SEGA SEGAKATANA,SEGA ENTERPRISES,80BA,GD-ROM1/1,J,A799811,0WINCEOS.BIN
Shirotsumesouwa - Episode of the Clovers v1.003 (2003)(NEC InterChannel)(JP)[!],SIROTSUMESOUWA,T20123M,V1.003,20030428,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,6600,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Shutokou Battle 2 v2.000 (2000)(Genki)(JP)[!],SHUTOKOU BATTLE 2,T30803M,V2.000,20000603,Japan/Asia,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,5E9E,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Shutokou Battle v1.007 (1999)(Genki)(JP)[!],SHUTOKOU BATTLE,T30801M,V1.007,19990601,Japan/Asia,SEGA LC-T-308,SEGA SEGAKATANA,SEGA ENTERPRISES,6018,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Silent Scope v1.000 (2000)(Konami)(PAL)(M5)[!],SILENT SCOPE,T9505D,V1.000,20000911,Europe,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,08EC,GD-ROM1/1,E,8799A10,1ST_READ.BIN
Silent Scope v1.000 (2000)(Konami)(US)[!],SILENT SCOPE,T9507N,V1.000,20000901,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0C3B,GD-ROM1/1,U,8799A10,1ST_READ.BIN
Silent Scope v1.002 (2000)(Konami)(JP)[!],SILENT SCOPE,T9513M,V1.002,20000830,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1C34,GD-ROM1/1,J,8799A10,1ST_READ.BIN
Silver v1.000 (2000)(Infogrames)(PAL)(DE)[!],SILVER,T15109D,V1.000,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,125B,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver v1.000 (2000)(Infogrames)(PAL)(ES)[!],SILVER,T15109D,V1.000,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,125B,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver v1.000 (2000)(Infogrames)(PAL)(M3)[!],SILVER,T15109D,V1.000,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,125B,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver v1.001 (2000)(Infogrames)(PAL)(en-nl)[!],SILVER,T15109D,V1.001,20000630,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,027A,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Silver v1.001 (2000)(Infogrames)(US)[!],SILVER,T15108N,V1.001,20000607,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,4EF2,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Simple2000 Series DC Vol. 01 - Bittersweet Fools - The Ren'ai Adventure v1.002 (2002)(D3 Publisher)(JP)[!],BITTERSWEET FOOLS,T47401M,V1.002,20020626,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,36DB,GD-ROM1/1,J,799810,1ST_READ.BIN
Simple2000 Series DC Vol. 02 - Natsuiro Celebration - The Ren'ai Simulation v1.002 (2002)(D3 Publisher)(JP)[!],NATSUIROCELEBRATION,T47404M,V1.002,20020730,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,BFD5,GD-ROM1/1,J,199810,1ST_READ.BIN
Simple2000 Series DC Vol. 03 - Fureai - The Ren'ai Simulation v1.003 (2002)(D3 Publisher)(JP)[!],FUREAI,T47402M,V1.003,20020813,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,5,GD-ROM1/1,J,199810,1ST_READ.BIN
Simple2000 Series DC Vol. 04 - Okaeri! - The Ren'ai Adventure v1.003 (2002)(D3 Publisher)(JP)[!],OKAERI,T47403M,V1.003,20020813,Japan/Asia,SEGA LC-T-474,SEGA SEGAKATANA,SEGA ENTERPRISES,8649,GD-ROM1/1,J,199810,1ST_READ.BIN
Sister Princess - Premium Edition v1.003 (2002)(MediaWorks)(JP)(Disc 1 of 2)[!],SISTER PRINCESS PREMIUM EDITION,T27802M,V1.003,20020219,Japan/Asia,SEGA LC-T-278,SEGA SEGAKATANA,SEGA ENTERPRISES,869C,GD-ROM1/2,J,199810,1ST_READ.BIN
Sister Princess - Premium Edition v1.003 (2002)(MediaWorks)(JP)(Disc 2 of 2)[!],SISTER PRINCESS PREMIUM EDITION,T27802M,V1.003,20020219,Japan/Asia,SEGA LC-T-278,SEGA SEGAKATANA,SEGA ENTERPRISES,869C,GD-ROM2/2,J,199810,1ST_READ.BIN
Skies of Arcadia v1.000 (2001)(Sega)(PAL)(M4)(Disc 1 of 2)[!],SKIES OF ARCADIA DISC1,MK-51052,V1.000,20010306,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,6F25,GD-ROM1/2,E,0799A00,1ST_READ.BIN
Skies of Arcadia v1.000 (2001)(Sega)(PAL)(M4)(Disc 2 of 2)[!],SKIES OF ARCADIA DISC2,MK-51052,V1.000,20010306,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,6F25,GD-ROM2/2,E,0799A00,1ST_READ.BIN
Skies of Arcadia v1.002 (2000)(Sega)(US)(Disc 1 of 2)[!],SKIES OF ARCADIA DISC 1,MK-51052,V1.002,20001010,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,4F67,GD-ROM1/2,U,0799A10,1ST_READ.BIN
Skies of Arcadia v1.002 (2000)(Sega)(US)(Disc 2 of 2)[!],SKIES OF ARCADIA DISC 2,MK-51052,V1.002,20001010,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,4F67,GD-ROM2/2,U,0799A10,1ST_READ.BIN
Slave Zero v1.000 (1999)(Infogrames)(PAL)(M5)[!],SLAVE ZERO,T15104D 50,V1.000,19991203,Europe,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,7BAA,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Slave Zero v1.001 (1999)(Infogrames)(US)(M5)[!],SLAVE ZERO,T15106N,V1.001,19991015,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,1D88,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Slave Zero v1.002 (1999)(Infogrames)(US)(M5)[!],SLAVE ZERO,T15106N,V1.002,19991108,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,2DEB,GD-ROM1/1,U,0799A10,1ST_READ.BIN
SnoCross - Championship Racing v1.000 (2000)(Crave - Ubi Soft)(PAL)(M3)[!],SNO-CROSS,T17722D 50,V1.000,20001017,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,F51D,GD-ROM1/1,E,799801,0WINCEOS.BIN
SnoCross - Championship Racing v1.000 (2000)(Crave)(US)[!],SNO-CROSS,T40207N,V1.000,20001017,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,A9CF,GD-ROM1/1,U,799801,0WINCEOS.BIN
Snow Surfers v1.001 (1999)(Sega)(PAL)[!],SNOW SURFERS,MK-5101050,V1.001,19990930,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5627,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Snow v1.002 (2003)(NEC InterChannel)(JP)[!],SNOW,T20132M,V1.002,20030901,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,AD1D,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Soldier of Fortune v1.000 (2001)(Crave - Ubi Soft)(PAL)(M3)[!],SOLDIER OF FORTUNE,T17726D 50,V1.000,20010628,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,A45A,GD-ROM1/1,E,A799810,1ST_READ.BIN
Soldier of Fortune v1.001 (2001)(Crave)(US)[!],SOLDIER OF FORTUNE,T40212N,V1.001,20010628,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,3395,GD-ROM1/1,U,A799810,1ST_READ.BIN
Sonic Adventure - Limited Edition v1.002 (1999)(Sega)(US)[!][1M1],SONIC ADVENTURE LIMITED EDITION,MK-51014,V1.002,19990604,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B8DA,GD-ROM1/1,U,0781A10,1ST_READ.BIN
"Sonic Adventure - Limited Edition v1.002 (1999)(Sega)(US)[!][3M1, 3MM1]",SONIC ADVENTURE LIMITED EDITION,MK-51014,V1.002,19990604,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B8DA,GD-ROM1/1,U,0781A10,1ST_READ.BIN
Sonic Adventure 2 v1.008 (2001)(Sega)(JP)(M5)[!],SONIC ADVENTURE 2,HDR-0165,V1.008,20010529,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,B455,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Sonic Adventure 2 v1.008 (2001)(Sega)(PAL)(M5)[!],SONIC ADVENTURE 2,MK-5111750,V1.008,20010529,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,AEEC,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Sonic Adventure 2 v1.008 (2001)(Sega)(US)(M5)[!][3S],SONIC ADVENTURE 2,MK-51117,V1.008,20010529,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,EC9D,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Sonic Adventure International v1.003 (1999)(Sega)(JP)(M5)[!],SONIC ADVENTURE INTERNATIONAL,HDR-0043,V1.003,19990920,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5975,GD-ROM1/1,J,0601A10,1ST_READ.BIN
Sonic Adventure v1.003 (1999)(Sega)(PAL)(M5)[!],SONIC ADVENTURE,MK-5100050,V1.003,19990909,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1920,GD-ROM1/1,E,0601A10,1ST_READ.BIN
Sonic Adventure v1.004 (1999)(Sega)(US)(M5)[!][2S],SONIC ADVENTURE,MK-51000,V1.004,19990812,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,2BB6,GD-ROM1/1,U,0601A10,1ST_READ.BIN
Sonic Adventure v1.004 (1999)(Sega)(US)(M5)[!][5S],SONIC ADVENTURE,MK-51000,V1.004,19990812,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,2BB6,GD-ROM1/1,U,0601A10,1ST_READ.BIN
Sonic Adventure v1.005 (1999)(Sega)(US)(M5)[!][%51000-A],SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3B97,GD-ROM1/1,U,0601A10,1ST_READ.BIN
Sonic Adventure v1.005 (1999)(Sega)(US)(M5)[!][24S],SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3B97,GD-ROM1/1,U,0601A10,1ST_READ.BIN
Sonic Adventure v1.005 (1999)(Sega)(US)(M5)[!][26S],SONIC ADVENTURE,MK-51000,V1.005,19991005,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3B97,GD-ROM1/1,U,0601A10,1ST_READ.BIN
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][1M1, 1MB3, 1MM1]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,72A3,GD-ROM1/1,J,0781A10,1ST_READ.BIN
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][2M2, 2M3, 3MM1]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,72A3,GD-ROM1/1,J,0781A10,1ST_READ.BIN
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][3MB1, 3MB2]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,72A3,GD-ROM1/1,J,0781A10,1ST_READ.BIN
"Sonic Adventure v1.007 (1998)(Sega)(JP)[!][HIC11A, HIC11E, HIC16C]",SONIC ADVENTURE,HDR-0001,V1.007,19981210,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,72A3,GD-ROM1/1,J,0781A10,1ST_READ.BIN
Sonic Shuffle v1.000 (2000)(Sega)(US)[!],SONIC SHUFFLE,MK-51060,V1.000,20001019,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,188D,GD-ROM1/1,U,799810,1ST_READ.BIN
Sonic Shuffle v1.000 (2001)(Sega)(PAL)(M4)[!],SONIC SHUFFLE,MK-5106050,V1.000,20010131,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,5AFC,GD-ROM1/1,E,799810,1ST_READ.BIN
Sonic Shuffle v1.001 (2000)(Sega)(JP)[!],SONIC SHUFFLE,HDR-0125,V1.001,20001115,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,8849,GD-ROM1/1,J,799810,1ST_READ.BIN
Sora o Mau Tsubasa - Blue-Sky-Blue[s] v1.002 (2003)(Ecole)(JP)[!],SORAWOMAUTSUBASA,T23205M,V1.002,20030524,Japan/Asia,SEGA LC-T-232,SEGA SEGAKATANA,SEGA ENTERPRISES,C339,GD-ROM1/1,J,799810,00SOR.BIN
Sorcerian - Shichisei Mahou no Shito v1.007 (2000)(Victor)(JP)[!],SORCERIAN-DC,T9103M,V1.007,20000330,Japan/Asia,SEGA LC-T-91,SEGA SEGAKATANA,SEGA ENTERPRISES,F457,GD-ROM1/1,J,799810,1.BIN
Soukou no Kihei - Space Griffon v1.001 (1999)(Panther)(JP)[!],SPACE GRIFFON VF-9,T39601M,V1.001,19990919,Japan/Asia,SEGA LC-T-396,SEGA SEGAKATANA,SEGA ENTERPRISES,1400000,GD-ROM1/1,J,0799A11,0WINCEOS.BIN
Soul Calibur v1.000 (1999)(Namco)(US)[!][1S],SOULCALIBUR,T1401N,V1.000,19990730,USA/Canada,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,5B21,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Soul Calibur v1.000 (1999)(Namco)(US)[!][4S],SOULCALIBUR,T1401N,V1.000,19990730,USA/Canada,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,5B21,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Soul Calibur v1.001 (1999)(Namco)(PAL)(M4)[!],SOULCALIBUR,T1401D  50,V1.001,19991027,Europe,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,0B4C,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Soul Calibur v2.000 (1999)(Namco)(JP)(en)[!],SOULCALIBUR,T1401M,V2.000,19990714,Japan/Asia,SEGA LC-T-14,SEGA SEGAKATANA,SEGA ENTERPRISES,CD09,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
Soul Fighter v1.000 (1999)(Mindscape)(PAL)[!],SOUL FIGHTER,T41401D 50,V1.000,19991102,Europe,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,7A81,GD-ROM1/1,E,799800,1ST_READ.BIN
Soul Fighter v1.000 (1999)(Red Orb)(US)[!],SOUL FIGHTER,T41401N,V1.000,19991102,USA/Canada,SEGA LC-T-414,SEGA SEGAKATANA,SEGA ENTERPRISES,AC31,GD-ROM1/1,U,799800,1ST_READ.BIN
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(PAL)[!],SOUTH PARK CHEFS LUV SHACK,T-8105D-50,V1.000,19991025,Europe,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,6202,GD-ROM1/1,E,4001001,0WINCEOS.BIN
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(US)[!][1S],SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,EA81,GD-ROM1/1,U,1001,0WINCEOS.BIN
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(US)[!][7S],SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,EA81,GD-ROM1/1,U,1001,0WINCEOS.BIN
South Park - Chef's Luv Shack v1.000 (1999)(Acclaim)(US)[!][8S],SOUTH PARK CHEFS,T-8105N,V1.000,19991018,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,EA81,GD-ROM1/1,U,1001,0WINCEOS.BIN
South Park Rally v1.001 (2000)(Acclaim)(PAL)(M4)[!],SOUTH PARK RALLY,T-8112D-50,V1.001,20000619,Europe,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,58EB,GD-ROM1/1,E,0799A10,1ST_READ.BIN
South Park Rally v1.001 (2000)(Acclaim)(US)[!],SOUTH PARK RALLY,T-8116N,V1.001,20000614,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,812F,GD-ROM1/1,U,0199A00,1ST_READ.BIN
Space Channel 5 Part 2 v2.000 (2001)(Sega)(JP)[!],SPACE CHANNEL 5 PART 2,HDR-0190,V2.000,20011209,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,FAF2,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Space Channel 5 v1.000 (2000)(Sega)(US)[!],SPACECHANNEL5,MK-51051,V1.000,20000501,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,4261,GD-ROM1/1,U,0199A10,1ST_READ.BIN
Space Channel 5 v1.001 (1999)(Sega)(JP)[!],SPACECHANNEL5,HDR-0029,V1.001,19991128,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,E510,GD-ROM1/1,J,0199A10,1ST_READ.BIN
Space Channel 5 v1.001 (2000)(Sega)(PAL)(M4)[!],SPACECHANNEL5,MK-5105150,V1.001,20000822,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1031,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Spawn - In the Demon's Hand v1.000 (2000)(Capcom)(US)[!],SPAWN IN THE DEMONS HAND,T1216N,V1.000,20000830,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,1D6E,GD-ROM1/1,U,0019A10,1ST_READ.BIN
Spawn - In the Demon's Hand v1.000 (2000)(Eidos)(PAL)[!],SPAWN IN THE DEMONS HAND,T36816D 50,V1.000,20001209,Europe,SEGA LC-T-368,SEGA SEGAKATANA,SEGA ENTERPRISES,562F,GD-ROM1/1,E,0019A00,1ST_READ.BIN
Spawn - In the Demon's Hand v1.003 (2000)(Capcom)(JP)[!],SPAWN IN THE DEMONS HAND,T1216M,V1.003,20000712,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,55F7,GD-ROM1/1,J,2019A10,1ST_READ.BIN
Spec Ops II - Omega Squad v1.002 (2001)(Swing!)(PAL)(M5)[!],SPEC OPS2: OMEGA SQUAD,T45004D 50,V1.002,20011023,Europe,SEGA LC-T-450,SEGA SEGAKATANA,SEGA ENTERPRISES,2BC5,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Spec Ops II - Omega Squad v1.008 (2000)(Ripcord)(US)[!],SPECOPS OMEGA SQUAD,T41704N,V1.008,20000922,USA/Canada,SEGA LC-T-417,SEGA SEGAKATANA,SEGA ENTERPRISES,6B92,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Speed Devils - Online Racing v1.002 (2000)(Ubi Soft)(US)[!],SPEED DEVILS ONLINE,T17718N,V1.002,20001119,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,044D,GD-ROM1/1,U,2799A10,1ST_READ.BIN
Speed Devils - Online Racing v1.003 (2000)(Ubi Soft)(PAL)[!],SPEED DEVILS ONLINE,T17713D 50,V1.003,20001128,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,18A8,GD-ROM1/1,E,2799A10,1ST_READ.BIN
Speed Devils v1.004 (1999)(Ubi Soft)(PAL)(M5)[!],SPEED DEVILS,T17702D 50,V1.004,19991004,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,B373,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Speed Devils v1.004 (1999)(Ubi Soft)(US)[!],SPEED DEVILS,T17702N,V1.004,19991004,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,65C3,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Speed Devils v1.005 (1999)(Ubi Soft)(JP)[!],SPEED DEVILS,T17702M,V1.005,19991019,Japan/Asia,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,C42D,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Spider-Man v1.000 (2001)(Activision)(PAL)[!],SPIDER-MAN,T13008N,V1.000,20010402,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,10D7,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Spider-Man v1.000 (2001)(Activision)(US)[!],SPIDER-MAN,T13008N,V1.000,20010316,USA/Canada,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,10D7,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Spirit of Speed 1937 v1.000 (2000)(Acclaim - Taito)(JP)(en)[!],SPIRIT OF SPEED 1937,T-8102M,V1.000,20001205,Japan/Asia,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,72F3,GD-ROM1/1,J,03FBA11,0WINCEOS.BIN
Spirit of Speed 1937 v1.001 (2000)(LJN)(US)[!],SPIRIT OF SPEED 1937,T-8118N,V1.001,20000601,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,D255,GD-ROM1/1,U,03FBA11,0WINCEOS.BIN
Spirit of Speed 1937 v1.002 (2000)(Acclaim)(PAL)(M4)[!],SPIRIT OF SPEED 1937,T-8117D-50,V1.002,20000609,Europe,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,E186,GD-ROM1/1,E,07BBB11,0WINCEOS.BIN
Sports Jam v1.001 (2001)(Agetec)(US)[!],SPORTS JAM,T44304N,V1.001,20010528,USA/Canada,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,79D2,GD-ROM1/1,U,079BA10,1ST_READ.BIN
Sports Jam v1.005 (2001)(Sega)(JP)[!],SPORTS JAM,HDR-0153,V1.005,20010324,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,8EBF,GD-ROM1/1,J,079BA10,1ST_READ.BIN
Star Gladiator 2 - Nightmare of Bilstein v1.002 (1999)(Capcom)(JP)[!],STAR GLADIATOR 2,T1204M,V1.002,19991028,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,065F,GD-ROM1/1,J,01BBA00,1ST_READ.BIN
Star Wars - Demolition v1.000 (2000)(Activision)(PAL)[!],STAR WARS:DEMOLITION,T13010D 05,V1.000,20001024,Europe,SEGA LC-T-130,SEGA SEGAKATANA,SEGA ENTERPRISES,5685,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Star Wars - Demolition v1.001 (2000)(Lucas Arts)(US)[!],STAR WARS DEMOLITION,T23003N,V1.001,20001101,USA/Canada,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,39A7,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Star Wars - Episode I - Jedi Power Battles v1.003 (2000)(Activision)(PAL)[!],STAR WARS EPISODE ONE JEDI POWER BATTLES,T23002D,V1.003,20000907,Europe,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,556D,GD-ROM1/1,E,0799A10,1ST_EURO.BIN
Star Wars - Episode I - Jedi Power Battles v1.004 (2000)(Lucas Arts)(US)[!],STAR WARS EPISODE ONE JEDI POWER BATTLES,T23002N,V1.004,20000915,USA/Canada,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,B14B,GD-ROM1/1,U,799810,1ST_USA.BIN
Star Wars - Episode I - Racer v1.001 (2000)(Lucas Arts)(US)[!],STAR WARS EPISODE 1 RACER,T23001N,V1.001,20000322,USA/Canada,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,9914,GD-ROM1/1,U,0799B10,1ST_READ.BIN
Star Wars - Episode I - Racer v1.005 (2000)(Activision)(PAL)[!],STAR WARS: EPISODE 1 RACER,T23001D 50,V1.005,20000630,Europe,SEGA LC-T-230,SEGA SEGAKATANA,SEGA ENTERPRISES,0F20,GD-ROM1/1,E,0799A10,1ST_READ.BIN
StarLancer v1.002 (2000)(Crave)(US)[!],STARLANCER,T40209N,V1.002,20001101,USA/Canada,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,DAF7,GD-ROM1/1,U,2799B11,0WINCEOS.BIN
StarLancer v1.003 (2000)(Crave - Ubi Soft)(PAL)[!],STARLANCER,T17723D 05,V1.003,20001128,Europe,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,2C2E,GD-ROM1/1,E,2799A11,0WINCEOS.BIN
Street Fighter Alpha 3 v1.000 (2000)(Virgin)(PAL)[!],STREET FIGHTER ALPHA3 SAIKYO-DOJO,T7005D  50,V1.000,20000708,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,3D77,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
Street Fighter Alpha 3 v1.001 (2000)(Capcom)(US)[!],STREET FIGHTER ALPHA3 SAIKYO-DOJO,T1203N,V1.001,20000429,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,468D,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
Street Fighter III - 3rd Strike v1.000 (2000)(Virgin)(PAL)[!],STREET FIGHTER 3 3RD STRIKE,T7013D-50,V1.000,20001024,Europe,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,A0E6,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
