File Name,Game Title,Product Number,Version,Release Date,Playable Regions,Maker ID,Hardware ID,H/W Vendor ID,Media ID,Media Information,Area Symbols,Peripherals,Boot Filename
Eldorado Gate Vol. 2 v1.000 (2000)(Capcom)(JP)[!],ELDORADO GATE VOL2,T1224M,V1.000,20001019,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,ACDB,GD-ROM1/1,J,799810,1ST_READ.BIN
Eldorado Gate Vol. 3 v1.001 (2000)(Capcom)(JP)[!],ELDORADO GATE VOL3,T1225M,V1.001,20001218,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,BF8F,GD-ROM1/1,J,799810,1ST_READ.BIN
Eldorado Gate Vol. 4 v1.000 (2001)(Capcom)(JP)[!],ELDORADO GATE VOL4,T1226M,V1.000,20010216,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,AA31,GD-ROM1/1,J,799810,1ST_READ.BIN
Eldorado Gate Vol. 5 v1.000 (2001)(Capcom)(JP)[!],ELDORADO GATE VOL5,T1227M,V1.000,20010419,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,A944,GD-ROM1/1,J,799810,1ST_READ.BIN
Eldorado Gate Vol. 6 v1.001 (2001)(Capcom)(JP)[!],ELDORADO GATE VOL6,T1228M,V1.001,20010615,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,AA86,GD-ROM1/1,J,799810,1ST_READ.BIN
Eldorado Gate Vol. 7 v1.000 (2001)(Capcom)(JP)[!],ELDORADO GATE VOL7,T1229M,V1.000,20010817,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,B9D2,GD-ROM1/1,J,799810,1ST_READ.BIN
"Elemental Gimmick Gear v1.000 (1999)(Hudson)(JP)[!][2M1, 2M2]",ELEMENTAL GIMMICK GEAR          BY HUDSON,T14302M,V1.000,19990315,Japan/Asia,SEGA LC-T-143,SEGA SEGAKATANA,SEGA ENTERPRISES,1C86,GD-ROM1/1,J,799810,1ST_READ.BIN
Elemental Gimmick Gear v1.001 (1999)(Vatical)(US)[!],ELEMENTAL GIMMICK GEAR,T41601N,V1.001,19991129,USA/Canada,SEGA LC-T-416,SEGA SEGAKATANA,SEGA ENTERPRISES,36D6,GD-ROM1/1,U,799810,1ST_READ.BIN
Elysion - Eien no Sanctuary v1.005 (2002)(NEC InterChannel)(JP)[!],ELYSION,T20116M,V1.005,20020701,Japan/Asia,SEGA LC-T-201,SEGA SEGAKATANA,SEGA ENTERPRISES,8A57,GD-ROM1/1,J,799810,1ST_READ.BIN
Erde - Nezu no Kinoshitade v1.002 (2003)(KID)(JP)[!],ERDE,T19720M,V1.002,20030602,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,F29F,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Es v1.001 (2001)(Sega - TV Asahi)(JP)(Disc 1 of 3)[!],ES,T45501M,V1.001,20010215,Japan/Asia,SEGA LC-T-455,SEGA SEGAKATANA,SEGA ENTERPRISES,B519,GD-ROM1/3,J,0619A00,1ST_READ.BIN
Es v1.001 (2001)(Sega - TV Asahi)(JP)(Disc 2 of 3)[!],ES,T45501M,V1.001,20010215,Japan/Asia,SEGA LC-T-455,SEGA SEGAKATANA,SEGA ENTERPRISES,B519,GD-ROM2/3,J,0619A00,1ST_READ.BIN
Es v1.001 (2001)(Sega - TV Asahi)(JP)(Disc 3 of 3)[!],ES,T45501M,V1.001,20010215,Japan/Asia,SEGA LC-T-455,SEGA SEGAKATANA,SEGA ENTERPRISES,B519,GD-ROM3/3,J,0619A00,1ST_READ.BIN
Espion-age-nts - Industrial Agents for Active Espionage v1.001 (1999)(NEC)(JP)[!],ESPION-AGE-NTS,T38804M,V1.001,19990727,Japan/Asia,SEGA LC-T-388,SEGA SEGAKATANA,SEGA ENTERPRISES,62BB,GD-ROM1/1,J,0199A10,1ST_READ.BIN
ESPN International Track & Field v1.001 (2000)(Konami)(PAL)(M3)[!],ESPN INTERNATIONAL TRACK AND FIELD,T9504D,V1.001,20000803,Europe,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1BB8,GD-ROM1/1,E,0799A10,1ST_READ.BIN
ESPN International Track & Field v1.001 (2000)(Konami)(US)[!],ESPN INTERNATIONAL TRACK AND FIELD,T9509N,V1.001,20000812,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,0C8C,GD-ROM1/1,U,0799A10,1ST_READ.BIN
ESPN NBA 2night v1.005 (2000)(Konami)(US)[!][1S],ESPN NBA2NIGHT,T9505N,V1.005,20001020,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,5A74,GD-ROM1/1,U,0799A10,1ST_READ.BIN
ESPN NBA 2night v1.005 (2000)(Konami)(US)[!][5S],ESPN NBA2NIGHT,T9505N,V1.005,20001020,USA/Canada,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,5A74,GD-ROM1/1,U,0799A10,1ST_READ.BIN
"Eternal Arcadia @barai Ban v1.003 (2000)(Sega)(JP)(Disc 1 of 2)[!][1M1, 1M8, 1MM1]",ETERNAL ARCADIA KEY VERSION,HDR-0119,V1.003,20000827,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,ACD4,GD-ROM1/2,J,0799A10,1ST_READ.BIN
Eternal Arcadia @barai Ban v1.003 (2000)(Sega)(JP)(Disc 1 of 2)[!][2],ETERNAL ARCADIA KEY VERSION,HDR-0119,V1.003,20000827,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,ACD4,GD-ROM1/2,J,0799A10,1ST_READ.BIN
"Eternal Arcadia @barai Ban v1.003 (2000)(Sega)(JP)(Disc 2 of 2)[!][1M1, 1M3]",ETERNAL ARCADIA KEY VERSION,HDR-0119,V1.003,20000827,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,ACD4,GD-ROM2/2,J,0799A10,1ST_READ.BIN
"Eternal Arcadia @barai Ban v1.003 (2000)(Sega)(JP)(Disc 2 of 2)[!][2, MT B10]",ETERNAL ARCADIA KEY VERSION,HDR-0119,V1.003,20000827,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,ACD4,GD-ROM2/2,J,0799A10,1ST_READ.BIN
Eternal Arcadia v1.009 (2000)(Sega)(JP)(Disc 1 of 2)[!][11M3],ETERNAL ARCADIA,HDR-0076,V1.009,20000828,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3E3C,GD-ROM1/2,J,0799A10,1ST_READ.BIN
Eternal Arcadia v1.009 (2000)(Sega)(JP)(Disc 2 of 2)[!][10M6],ETERNAL ARCADIA,HDR-0076,V1.009,20000828,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,3E3C,GD-ROM2/2,J,0799A10,1ST_READ.BIN
European Super League v1.002 (2001)(Virgin)(PAL)(M6)[!],ESL,T7015D  50,V1.002,20010127,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,5856,GD-ROM1/1,E,799810,1ST_READ.BIN
Eve Zero Kanzenban - Ark of the Matter v1.002 (2001)(GameVillage)(JP)(Disc 1 of 2)[!][AKA Eve Zero - Perfect Edition],EVE ZERO,T39803M,V1.002,20010122,Japan/Asia,SEGA LC-T-398,SEGA SEGAKATANA,SEGA ENTERPRISES,0004,GD-ROM1/2,J,0199A10,1ST_READ.BIN
Eve Zero Kanzenban - Ark of the Matter v1.002 (2001)(GameVillage)(JP)(Disc 2 of 2)[!][AKA Eve Zero - Perfect Edition],EVE ZERO,T39803M,V1.002,20010122,Japan/Asia,SEGA LC-T-398,SEGA SEGAKATANA,SEGA ENTERPRISES,0004,GD-ROM2/2,J,0199A10,1ST_READ.BIN
Ever 17 - The Out of Infinity - Premium Edition v1.000 (2003)(KID)(JP)[!],EVER17PE,T19723M,V1.000,20030917,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,AA27,GD-ROM1/2,J,0799A10,1ST_READ.BIN
Ever 17 - The Out of Infinity v1.001 (2002)(KID)(JP)[!],EVER17 -THE OUT OF INFINITY-,T19716M,V1.001,20020617,Japan/Asia,SEGA LC-T-197,SEGA SEGAKATANA,SEGA ENTERPRISES,3697,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Evil Dead - Hail to the King v1.000 (2001)(THQ)(PAL)(FR)(en)[!],EVILDEAD HAIL TO THE KING,T10005D 09,V1.000,20010510,Europe,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,0336,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Evil Dead - Hail to the King v1.000 (2001)(THQ)(PAL)[!],EVILDEAD HAIL TO THE KING,T10005D 05,V1.000,20010508,Europe,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,515D,GD-ROM1/1,E,0799A00,1ST_READ.BIN
Evil Dead - Hail to the King v1.002 (2000)(THQ)(US)[!],EVIL DEAD HAIL TO THE KING,T10003N,V1.002,20001211,USA/Canada,SEGA LC-T-100,SEGA SEGAKATANA,SEGA ENTERPRISES,6742,GD-ROM1/1,U,0799A00,1ST_READ.BIN
Evil Twin - Cyprien's Chronicles v1.001 (2002)(Bigben - Ubi Soft)(PAL)(M5)[!][en-de voices],EVILTWIN,T46605D 71,V1.001,20020109,Europe,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,F6E0,GD-ROM1/1,E,799810,1ST_READ.BIN
Evil Twin - Cyprien's Chronicles v1.001 (2002)(Bigben - Ubi Soft)(PAL)(M5)[!][en-fr voices],EVILTWIN,T46605D 80,V1.001,20020109,Europe,SEGA LC-T-466,SEGA SEGAKATANA,SEGA ENTERPRISES,9743,GD-ROM1/1,E,799810,1ST_READ.BIN
Evolution - The World of Sacred Device v1.290 (1999)(Ubi Soft)(US)[!],EVOLUTION - THE WORLD OF SACRED DEVICE,T17706N,V1.290,19991129,USA/Canada,SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,A0F8,GD-ROM1/1,U,799800,1ST_READ.BIN
Evolution - The World of Sacred Device v1.308 (2000)(Ubi Soft)(PAL)[!],EVOLUTION - THE WORLD OF SACRED DEVICE,T17705D 05,V1.308,20000308,"Japan/Asia, Europe",SEGA LC-T-177,SEGA SEGAKATANA,SEGA ENTERPRISES,330B,GD-ROM1/1,J E,799800,1ST_READ.BIN
Evolution 2 - Far Off Promise v1.000 (2000)(Ubi Soft)(US)[!],EVOLUTION2,T1711N,V1.000,20000526,USA/Canada,SEGA LC-T-17,SEGA SEGAKATANA,SEGA ENTERPRISES,930,GD-ROM1/1,U,0799A10,1ST_READ.BIN
Evolution 2 - Far Off Promise v1.001 (2001)(Swing! - Ubi Soft)(PAL)[!],EVOLUTION2 FAR OFF PROMISE,T45005D 50,V1.001,20010507,Europe,SEGA LC-T-450,SEGA SEGAKATANA,SEGA ENTERPRISES,C3EF,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Exhibition of Speed v1.000 (2000)(Titus)(PAL)(M6)[!],EOS,T22903D 50,V1.000,20001124,Europe,SEGA LC-T-229,SEGA SEGAKATANA,SEGA ENTERPRISES,CA6E,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Exodus Guilty Neos v1.008 (2001)(Abel)(JP)[!],EXODUSGUILTYNEOS,T44404M,V1.008,20010422,Japan/Asia,SEGA LC-T-444,SEGA SEGAKATANA,SEGA ENTERPRISES,933C,GD-ROM1/1,J,799810,1ST_READ.BIN
Expendable v1.000 (1999)(Infogrames)(US)(M5)[!],EXPENDABLE,T15104N,V1.000,19990820,USA/Canada,SEGA LC-T-151,SEGA SEGAKATANA,SEGA ENTERPRISES,AD1A,GD-ROM1/1,U,0799A10,1ST_READ.BIN
F1 Racing Championship v1.001 (2000)(Ubi Soft - Video System)(PAL)(M5)[!],F1 RACING CHAMPIONSHIP,17706D-50,V1.001,20001130,Europe,177,SEGA SEGAKATANA,SEGA ENTERPRISES,69C9,GD-ROM1/1,E,079BA10,1ST_READ.BIN
F1 World Grand Prix for Dreamcast v1.000 (1999)(Video System)(PAL)(M4)[!],FORMULA 1 WORLD GRAND PRIX FOR DREAMCAST,T3001D  50,V1.000,19991006,Europe,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,AB11,GD-ROM1/1,E,0799B10,1ST_READ.BIN
F1 World Grand Prix for Dreamcast v1.011 (1999)(Video System)(JP)(en)[!],F1 WORLD GRAND PRIX FOR DREAMCAST,T3001M,V1.011,19991101,Japan/Asia,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,B0B7,GD-ROM1/1,J,0799A10,1ST_READ.BIN
F1 World Grand Prix for Dreamcast v2.002 (2000)(Video System)(JP)(en)[!],F1 WORLD GRAND PRIX FOR DREAMCAST,T3001M,V2.002,20000125,Japan/Asia,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,5D37,GD-ROM1/1,J,0799A10,1ST_READ.BIN
F1 World Grand Prix II for Dreamcast v1.002 (2000)(Video System)(JP)[!],F1 WORLD GRAND PRIX II FOR DREAMCAST,T3002M,V1.002,20001027,Japan/Asia,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,B67A,GD-ROM1/1,J,0799A10,1ST_READ.BIN
F1 World Grand Prix II for Dreamcast v2.008 (2000)(Video System)(PAL)(M5)[!],F1 WORLD GRAND PRIX II,T3002M  50,V2.008,20001024,Europe,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,BB93,GD-ROM1/1,E,0799B10,1ST_READ.BIN
F1 World Grand Prix v1.006 (2000)(Video System)(US)(M4)[!],F1 WORLD GRAND PRIX,T3001N,V1.006,20000316,USA/Canada,SEGA LC-T-30,SEGA SEGAKATANA,SEGA ENTERPRISES,8B9B,GD-ROM1/1,U,0799A10,1ST_READ.BIN
F355 Challenge - Passione Rossa v1.000 (2000)(Acclaim)(US)[!][4S],F355 CHALLENGE,MK-0100,V1.000,20000830,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7802,GD-ROM1/1,U,0799A10,1ST_READ.BIN
F355 Challenge - Passione Rossa v1.000 (2000)(Acclaim)(US)[!][5S],F355 CHALLENGE,MK-0100,V1.000,20000830,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7802,GD-ROM1/1,U,0799A10,1ST_READ.BIN
F355 Challenge - Passione Rossa v1.000 (2000)(Acclaim)(US)[!][6S],F355 CHALLENGE,MK-0100,V1.000,20000830,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7802,GD-ROM1/1,U,0799A10,1ST_READ.BIN
F355 Challenge - Passione Rossa v1.001 (2000)(Acclaim)(PAL)[!],F355 CHALLENGE,T8118D  50,V1.001,20001003,Europe,SEGA LC-T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,598F,GD-ROM1/1,E,0799A10,1ST_READ.BIN
F355 Challenge v1.003 (2000)(Sega)(JP)[!],F355 CHALLENGE,HDR-0100,V1.003,20000713,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,014D,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Fatal Fury - Mark of the Wolves v0.800 (2001)(Agetec)(US)[!],FATAL FURY MARK OF THE WOLVES,T44306N,V0.800,20010925,USA/Canada,SEGA LC-T-443,SEGA SEGAKATANA,SEGA ENTERPRISES,CAB0,GD-ROM1/1,U,01BBA10,1ST_READ.BIN
Fighting Force 2 v1.000 (1999)(Eidos)(PAL)(DE)[!],FIGHTING FORCE 2,36802D 18,V1.000,19991202,"USA/Canada, Europe",(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,0BCA,GD-ROM1/1,UE,799810,1ST_READ.BIN
Fighting Force 2 v1.000 (1999)(Eidos)(PAL)(en-fr)[!],FIGHTING FORCE 2,36802D 80,V1.000,19991220,Europe,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,D7CC,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][12S][2000-01-06 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,97DB,GD-ROM1/1,U,799810,1ST_READ.BIN
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][4S][1999-12-03 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,97DB,GD-ROM1/1,U,799810,1ST_READ.BIN
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][5S][1999-12-03 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,97DB,GD-ROM1/1,U,799810,1ST_READ.BIN
Fighting Force 2 v1.000 (1999)(Eidos)(US)[!][9S][1999-12-03 file dates],FIGHTING FORCE 2,36801N,V1.000,19991217,USA/Canada,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,97DB,GD-ROM1/1,U,799810,1ST_READ.BIN
Fighting Vipers 2 v1.001 (2000)(Sega)(JP)(en)[!],FIGHTING VIPERS2,HDR-0133,V1.001,20001019,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BD84,GD-ROM1/1,J,01BFA10,1ST_READ.BIN
Fighting Vipers 2 v1.001 (2000)(Sega)(PAL)(M6)[!],FIGHTING VIPERS2,MK-5115450,V1.001,20001229,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,BFB4,GD-ROM1/1,E,01BFA10,1ST_READ.BIN
Fire ProWrestling D v1.002 (2001)(Spike)(JP)[!],FIRE PROWRESTLING D,T18805M,V1.002,20010122,Japan/Asia,SEGA LC-T-188,SEGA SEGAKATANA,SEGA ENTERPRISES,C748,GD-ROM1/1,J,8799810,1ST_READ.BIN
First Kiss Monogatari II v1.011 (2002)(Broccoli)(JP)(Disc 1 of 2)[!],FIRST KISS STORY 2,T46305M,V1.011,20020713,Japan/Asia,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,D5A7,GD-ROM1/2,J,199810,1ST_READ.BIN
First Kiss Monogatari II v1.011 (2002)(Broccoli)(JP)(Disc 2 of 2)[!],FIRST KISS STORY 2,T46305M,V1.011,20020713,Japan/Asia,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,D5A7,GD-ROM2/2,J,199810,1ST_READ.BIN
First Kiss Monogatari v1.002 (2002)(Broccoli)(JP)(Disc 1 of 2)[!],FIRST KISS STORY,T46304M,V1.002,20020625,Japan/Asia,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,0EBC,GD-ROM1/2,J,0119A00,1ST_READ.BIN
First Kiss Monogatari v1.002 (2002)(Broccoli)(JP)(Disc 2 of 2)[!],FIRST KISS STORY,T46304M,V1.002,20020625,Japan/Asia,SEGA LC-T-463,SEGA SEGAKATANA,SEGA ENTERPRISES,0EBC,GD-ROM2/2,J,0119A00,1ST_READ.BIN
Fish Eyes - Wild v1.003 (2001)(Victor)(JP)[!],FISHEYESWILD,T9105M,V1.003,20010122,Japan/Asia,LC-T-91,SEGA SEGAKATANA,SEGA ENTERPRISES,BFED,GD-ROM1/1,J,1699A00,1ST_READ.BIN
Flag to Flag v1.000 (1999)(Sega)(US)[!],CART RACING,MK-51007,V1.000,19990719,USA/Canada,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,DA99,GD-ROM1/1,U,799810,1ST_READ.BIN
Floigan Bros. - Episode 1 v1.001 (2001)(Sega)(US)[!],FLOIGAN BROS. EPISODE 1  MOIGLE'S SECTRET PROJECT,MK-51114,V1.001,20010706,USA/Canada,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,50F0,GD-ROM1/1,U,2799810,1ST_READ.BIN
Floigan Bros. - Episode 1 v1.002 (2001)(Sega)(PAL)[!],FLOIGAN BROS. EPISODE 1: MOIGLE'S SECRET PROJECT,MK-51114,V1.002,20010920,Europe,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,6093,GD-ROM1/1,E,799810,1ST_READ.BIN
For Symphony - With All One's Heart v0.800 (2003)(Takuyo)(JP)[!],FOR SYMPHONY,T37908M,V0.800,20030619,Japan/Asia,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,5CAD,GD-ROM1/1,J,199811,0WINCEOS.BIN
Fragrance Tale v1.002 (2001)(Takuyo)(JP)[!],FRAGRANCE TAIL,T37905M,V1.002,20010615,Japan/Asia,SEGA LC-T-379,SEGA SEGAKATANA,SEGA ENTERPRISES,549F,GD-ROM1/1,J,199811,0WINCEOS.BIN
Frame Gride v4.000 (1999)(From)(JP)[!],FRAME GRIDE,T34201M,V4.000,19990705,Japan/Asia,SEGA LC-T-342,SEGA SEGAKATANA,SEGA ENTERPRISES,4F91,GD-ROM1/1,J,2799A10,1ST_READ.BIN
Freestyle Scooter v1.000 (2001)(Crave - Ubi Soft)(PAL)[!],FREESTYLE SCOOTER,T40214D 50,V1.000,20010629,Europe,SEGA LC-T-402,SEGA SEGAKATANA,SEGA ENTERPRISES,04F0,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Frogger 2 - Swampy's Revenge v1.001 (2000)(Hasbro)(US)[!],FROGGER 2,T40604N,V1.001,20000910,USA/Canada,SEGA LC-T-406,SEGA SEGAKATANA,SEGA ENTERPRISES,C4B9,GD-ROM1/1,U,199810,1ST_READ.BIN
Fur Fighters v1.003 (2000)(Acclaim)(PAL)(M4)[!],FUR FIGHTERS,T-8113D-50,V1.003,20000612,Europe,(empty),SEGA SEGAKATANA,SEGA ENTERPRISES,A0E0,GD-ROM1/1,E,0799A10,1ST_READ.BIN
Fur Fighters v2.001 (2000)(Acclaim)(US)(M4)[!],FUR FIGHTERS,T-8107N,V2.001,20000629,USA/Canada,T-81,SEGA SEGAKATANA,SEGA ENTERPRISES,B4C1,GD-ROM1/1,U,07D9A10,1ST_READ.BIN
Gaia Master - Kessen! Seikiou Densetsu v1.002 (2001)(Capcom)(JP)[!],GAIA MASTER,T1212M,V1.002,20010529,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4802,GD-ROM1/1,J,0199A10,0.BIN
Gakkyuu wo Yamazaki - Yamazaki Oukoku Dai Fun So! v1.005 (1999)(Sega)(JP)[!],YAMAZAKI,HDR-0050,V1.005,19991130,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,7BB2,GD-ROM1/1,J,0611A10,1ST_READ.BIN
Ganbare Nippon! - Olympics 2000 v1.002 (2000)(Konami)(JP)(en)[!],GAMBARE NIPPON OLYMPIC 2000,T9511M,V1.002,20000711,Japan/Asia,SEGA LC-T-95,SEGA SEGAKATANA,SEGA ENTERPRISES,1ADE,GD-ROM1/1,J,0799A10,1ST_READ.BIN
Garou - Mark of the Wolves v1.001 (2001)(SNK)(JP)(en)[!],GAROU MARK OF THE WOLVES,T3108M,V1.001,20010726,Japan/Asia,SEGA LC-T-31,SEGA SEGAKATANA,SEGA ENTERPRISES,E03A,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
Gauntlet Legends v1.003 (2000)(Midway)(US)[!],GAUNTLET LEGENDS,T9710N,V1.003,20000517,USA/Canada,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,87B2,GD-ROM1/1,U,079BA10,1ST_READ.BIN
Gauntlet Legends v1.004 (2000)(Midway)(PAL)(M3)[!],GAUNTLET LEGENDS,T9707D  50,V1.004,20000619,Europe,SEGA LC-T-97,SEGA SEGAKATANA,SEGA ENTERPRISES,FA31,GD-ROM1/1,E,079BA10,1ST_READ.BIN
"Get Bass - Sega Bass Fishing v1.002 (1999)(Sega)(JP)(en)[!][HJ306E, HJ306G]",GETBASS,HDR-0023,V1.002,19990304,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,67E0,GD-ROM1/1,J,1F99A10,1ST_READ.BIN
Get Bass - Sega Bass Fishing v1.002 (1999)(Sega)(JP)(en)[!][HJ308F],GETBASS,HDR-0023,V1.002,19990304,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,67E0,GD-ROM1/1,J,1F99A10,1ST_READ.BIN
Get Bass 2 - Sega Bass Fishing v1.080 (2001)(Sega)(JP)(en)[!],GETBASS2,HDR-0169,V1.080,20010727,Japan/Asia,SEGA CORPORATION,SEGA SEGAKATANA,SEGA ENTERPRISES,09E4,GD-ROM1/1,J,0799B10,1ST_READ.BIN
Get!! Colonies v1.000 (2000)(Sega)(JP)[!],GET COLONY,HDR-0071,V1.000,20000227,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,1EBE,GD-ROM1/1,J,619811,0WINCEOS.BIN
Giant Gram - All Japan Pro Wrestling 2 in Nippon Budoukan v1.003 (1999)(Sega)(JP)[!],GIANTGRAM ALL JAPAN PRO.WRESTLING2 IN NIPPON BUDOUKAN,HDR-0005,V1.003,19990527,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,9EAB,GD-ROM1/1,J,01BB810,1ST_READ.BIN
Giant Gram 2000 - All Japan Pro Wrestling 3 Eikou no Yuusha-tachi v1.004 (2000)(Sega)(JP)[!][2MS1],GIANTGRAM2000,HDR-0101,V1.004,20000706,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,9A89,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
Giant Gram 2000 - All Japan Pro Wrestling 3 Eikou no Yuusha-tachi v1.004 (2000)(Sega)(JP)[!][3M1],GIANTGRAM2000,HDR-0101,V1.004,20000706,Japan/Asia,SEGA ENTERPRISES,SEGA SEGAKATANA,SEGA ENTERPRISES,9A89,GD-ROM1/1,J,01BBA10,1ST_READ.BIN
GigaWing 2 v1.000 (2000)(Capcom)(US)[!],GIGA WING2,T1222N,V1.000,20001211,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,DF1F,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
GigaWing 2 v1.001 (2000)(Capcom)(JP)[!],GIGA WING2,T1239M,V1.001,20001104,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,EC90,GD-ROM1/1,J,07BBA10,1ST_READ.BIN
GigaWing v1.000 (2000)(Capcom)(US)[!],GIGAWING,T1209N,V1.000,20000128,USA/Canada,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,4BEE,GD-ROM1/1,U,07BBA10,1ST_READ.BIN
GigaWing v1.000 (2000)(Virgin)(PAL)[!],GIGA WING,T7008D  50,V1.000,20000902,Europe,SEGA LC-T-70,SEGA SEGAKATANA,SEGA ENTERPRISES,287E,GD-ROM1/1,E,07BBA10,1ST_READ.BIN
GigaWing v1.001 (1999)(Capcom)(JP)[!],GIGAWING,T1208M,V1.001,19990915,Japan/Asia,SEGA LC-T-12,SEGA SEGAKATANA,SEGA ENTERPRISES,2040,GD-ROM1/1,J,27BBA10,1ST_READ.BIN
